,ISIN,Identifier,Issuer,Maturity,Seniority,Currency,Coupon,Frequency
198,DE000A2R3876,de000a2r3876-landstone-b-v-5-75-19-24,Landstone B.V.,2024-06-30,,EUR,5.75,semiannual
199,DE000A2LQL97,de000a2lql97-deutsche-effecten-und-wechsel-beteiligungsgesellschaft-ag-4-18-23,Deutsche Effecten- und Wechsel-Beteiligungsgesellschaft AG,2023-07-01,,EUR,4.0,quarterly
200,XS1823246803,xs1823246803-bmw-finance-n-v-1-125-18-26,BMW Finance N.V.,2026-05-22,,EUR,1.125,yearly
201,XS1219499032,xs1219499032-rwe-ag-3-5-15-75,RWE AG,2075-04-21,True,EUR,3.5,yearly
202,DE000A2AATX6,de000a2aatx6-karlsberg-brauerei-gmbh-5-25-16-21,Karlsberg Brauerei GmbH,2021-04-28,,EUR,5.25,yearly
203,DE000HLB3WB1,de000hlb3wb1-landesbank-hessen-thueringen-girozentrale-1-8-18-33,Landesbank Hessen-Thüringen Girozentrale,2033-12-14,,EUR,1.8,yearly
204,AT0000A19Y36,at0000a19y36-porr-ag-6-75,Porr AG,,True,EUR,6.75,yearly
205,DE000A194DE7,de000a194de7-daimler-international-finance-b-v-1-5-18-27,Daimler International Finance B.V.,2027-02-09,,EUR,1.5,yearly
206,XS1048589458,xs1048589458-duerr-ag-2-875-14-21,Dürr AG,2021-04-03,,EUR,2.875,yearly
207,XS1642590480,xs1642590480-volkswagen-leasing-gmbh-1-375-17-25,Volkswagen Leasing GmbH,2025-01-20,,EUR,1.375,yearly
208,DE000A289LH1,de000a289lh1-industria-wohnen-gmbh-1-20-22,INDUSTRIA WOHNEN GmbH,2022-06-30,,EUR,1.0,yearly
209,DE000DK0WDS2,de000dk0wds2-dekabank-deutsche-girozentrale-1-15-20-22,DekaBank Deutsche Girozentrale,2022-03-04,,USD,1.15,yearly
210,DE000A1MLSJ1,de000a1mlsj1-ekosem-agrar-ag-8-75-12-21,Ekosem-Agrar AG,2021-03-23,,EUR,8.75,yearly
211,FR0013241361,fr0013241361-rci-banque-s-a-1-375-17-24,RCI Banque S.A.,2024-03-08,,EUR,1.375,yearly
212,XS2018637327,xs2018637327-heidelbergcement-finance-luxembourg-s-a-1-125-19-27,HeidelbergCement Finance Luxembourg S.A.,2027-12-01,,EUR,1.125,yearly
213,DE000A1TNC94,de000a1tnc94-aareal-bank-ag-4-25-14-26,Aareal Bank AG,2026-03-18,True,EUR,4.25,yearly
214,DE0001134922,de0001134922-deutschland-bundesrepublik-6-25-94-24,"Deutschland, Bundesrepublik",2024-01-04,,EUR,6.25,yearly
215,DE0007255358,enercity-ag-gen,enercity AG,,True,EUR,,
216,DE000A184P98,de000a184p98-aggregate-holdings-s-a-5-16-21,Aggregate Holdings S.A.,2021-08-10,,EUR,5.0,yearly
217,EU000A1G0DH5,eu000a1g0dh5-european-financial-stability-facility-efsf-0-4-16-26,European Financial Stability Facility [EFSF],2026-05-31,,EUR,0.4,yearly
218,XS1589806907,xs1589806907-heidelbergcement-finance-luxembourg-s-a-1-625-17-26,HeidelbergCement Finance Luxembourg S.A.,2026-04-07,,EUR,1.625,yearly
219,DE000A255DF3,de000a255df3-neue-zwl-zahnradwerk-leipzig-gmbh-6-5-19-25,Neue ZWL Zahnradwerk Leipzig GmbH,2025-12-18,,EUR,6.5,yearly
220,ZAG000106998,zag000106998-south-africa-republic-of-8-13-30,"South Africa, Republic of",2030-01-31,,ZAR,8.0,semiannual
221,DE000HLB3126,de000hlb3126-landesbank-hessen-thueringen-girozentrale-0-25-19-29,Landesbank Hessen-Thüringen Girozentrale,2029-06-13,,EUR,0.25,yearly
222,US912828Y610,us912828y610-america-united-states-of-2-75-18-23,"America, United States of...",2023-07-31,,USD,2.75,semiannual
223,DE0001345759,de0001345759-deutsche-bank-ag-0-000-96-26,Deutsche Bank AG,2026-10-28,,DEM,,no payments
224,US50076QAZ90,kraft-heinz,Kraft Heinz Foods Co.,2022-06-06,,USD,3.5,semiannual
225,AT0000A1TBC2,at0000a1tbc2-ca-immobilien-anlagen-ag-1-875-17-24,CA Immobilien Anlagen AG,2024-02-22,,EUR,1.875,yearly
226,XS2177122541,xs2177122541-deutsche-post-ag-0-375-20-26,Deutsche Post AG,2026-05-20,,EUR,0.375,yearly
227,XS0501195993,xs0501195993-argentinien-republik-3-38-09-38,"Argentinien, Republik",2038-12-31,,EUR,3.38,semiannual
228,XS1458408561,xs1458408561-the-goldman-sachs-group-inc-1-625-16-26,The Goldman Sachs Group Inc.,2026-07-27,,EUR,1.625,yearly
229,XS1417876163,xs1417876163-4finance-s-a-11-25-16-21,4Finance S.A.,2021-05-23,,EUR,11.25,semiannual
230,DE000A2AAVM5,de000a2aavm5-deutsche-bildung-studienfonds-ii-gmbh-co-kg-4-16-26,Deutsche Bildung Studienfonds II GmbH & Co. KG,2026-06-29,,EUR,4.0,yearly
231,DE0001102366,de0001102366-deutschland-bundesrepublik-1-14-24,"Deutschland, Bundesrepublik",2024-08-15,,EUR,1.0,yearly
232,PTOTETOE0012,ptotetoe0012-portugal-republik-2-875-16-26,"Portugal, Republik",2026-07-21,,EUR,2.875,yearly
233,DE000A2DADL9,de000a2dadl9-energiekontor-finanzanlagen-v-gmbh-co-kg-4-17-35,Energiekontor Finanzanlagen V GmbH & Co. KG,2035-11-01,,EUR,4.0,yearly
234,AT0000A192V3,at0000a192v3-erste-group-bank-ag-1-5-14-21,Erste Group Bank AG,2021-08-27,,EUR,1.5,yearly
235,XS1642738816,xs1642738816-cooeperatieve-rabobank-u-a-0-5-17-22,Coöperatieve Rabobank U.A.,2022-12-06,,EUR,0.5,yearly
236,DE000A2G8WJ4,de000a2g8wj4-stern-immobilien-ag-6-25-18-23,Stern Immobilien AG,2023-05-24,,EUR,6.25,yearly
237,DE000A2YB699,de000a2yb699-schaeffler-ag-1-125-19-22,Schaeffler AG,2022-03-26,,EUR,1.125,yearly
238,DE000A2TSEB6,de000a2tseb6-joh-friedrich-behrens-ag-6-25-19-24,Joh. Friedrich Behrens AG,2024-06-18,,EUR,6.25,semiannual
239,XS1064049767,xs1064049767-wuerttembergische-lebensversicherung-ag-5-25-14-44,Württembergische Lebensversicherung AG,2044-07-15,True,EUR,5.25,yearly
240,US345370BP43,us345370bp43-ford-motor-co-7-5-96-26,Ford Motor Co.,2026-08-01,,USD,7.5,semiannual
241,XS0977496636,xs0977496636-deutsche-post-ag-2-75-13-23,Deutsche Post AG,2023-10-09,,EUR,2.75,yearly
242,US9128283D01,us9128283d01-america-united-states-of-2-25-17-24,"America, United States of...",2024-10-31,,USD,2.25,semiannual
243,DE000A19WVN8,de000a19wvn8-r-logitech-s-a-m-8-5-18-23,R-Logitech S.A.M.,2023-03-29,,EUR,8.5,yearly
244,XS1837288494,xs1837288494-knorr-bremse-ag-1-125-18-25,Knorr-Bremse AG,2025-06-13,,EUR,1.125,yearly
245,XS0122028904,xs0122028904-axa-s-a-7-125-00-20,AXA S.A.,2020-12-15,True,GBP,7.125,yearly
246,DE000A2NB9P4,de000a2nb9p4-deutsche-lichtmiete-ag-5-75-18-23,Deutsche Lichtmiete AG,2023-12-01,,EUR,5.75,semiannual
247,CA135087K452,ca135087k452-canada-government-of-1-25-19-21,"Canada, Government of...",2021-11-01,,CAD,1.25,semiannual
248,DE000DDA0LQ3,de000dda0lq3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-4-18-24,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2024-11-29,,EUR,0.4,yearly
249,XS2193657561,xs2193657561-conti-gummi-finance-b-v-1-125-20-24,Conti-Gummi Finance B.V.,2024-09-25,,EUR,1.125,yearly
250,XS1524573752,xs1524573752-suedzucker-international-finance-b-v-1-25-16-23,Südzucker International Finance B.V.,2023-11-29,,EUR,1.25,yearly
251,DE000CZ40M21,de000cz40m21-commerzbank-ag-0-5-18-23,Commerzbank AG,2023-08-28,,EUR,0.5,yearly
252,DE000A2TSCM7,de000a2tscm7-industria-wohnen-gmbh-1-25-19-21,INDUSTRIA WOHNEN GmbH,2021-06-28,,EUR,1.25,yearly
253,DE000A2AAKQ9,de000a2aakq9-eyemaxx-real-estate-ag-7-16-21,Eyemaxx Real Estate AG,2021-03-18,,EUR,7.0,semiannual
254,DE000DDA0LT7,de000dda0lt7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-35-18-28,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2028-08-30,,EUR,0.35,quarterly
255,DE000A2GSLY0,de000a2gsly0-daimler-ag-1-17-27,Daimler AG,2027-11-15,,EUR,1.0,yearly
256,FR0013218153,fr0013218153-rci-banque-s-a-0-625-16-21,RCI Banque S.A.,2021-11-10,,EUR,0.625,yearly
257,DE000A2G9G64,de000a2g9g64-fcr-immobilien-ag-6-18-23,FCR Immobilien AG,2023-02-20,,EUR,6.0,semiannual
258,DE000A2TSB16,de000a2tsb16-fcr-immobilien-ag-5-25-19-24,FCR Immobilien AG,2024-04-30,,EUR,5.25,semiannual
259,XS0471464023,xs0471464023-seychellen-republik-8-10-26,"Seychellen, Republik",2026-01-01,,USD,8.0,semiannual
260,DE000A1K0K53,de000a1k0k53-s-a-g-solarstrom-ag-7-5-11-17,S.A.G. Solarstrom AG,2017-07-10,,EUR,7.5,yearly
261,DE000A2GSD35,de000a2gsd35-insofinance-industrial-real-estate-holding-gmbh-7-17-24,Insofinance Industrial Real Estate Holding GmbH,2024-10-01,,EUR,7.0,yearly
262,XS1168962063,xs1168962063-bmw-finance-n-v-1-15-25,BMW Finance N.V.,2025-01-21,,EUR,1.0,yearly
263,ES0000012F43,es0000012f43-spanien-koenigreich-0-6-19-29,"Spanien, Königreich",2029-10-31,,EUR,0.6,yearly
264,FR0011769090,fr0011769090-renault-s-a-3-125-14-21,Renault S.A.,2021-03-05,,EUR,3.125,yearly
265,DE000A2E4NW7,de000a2e4nw7-homann-holzwerkstoffe-gmbh-5-25-17-22,Homann Holzwerkstoffe GmbH,2022-06-14,,EUR,5.25,yearly
266,DE000A2TSCP0,de000a2tscp0-deutsche-lichtmiete-ag-5-25-19-25,Deutsche Lichtmiete AG,2025-09-01,,EUR,5.25,yearly
267,DE000A2GSSY5,de000a2gssy5-pcc-se-4-17-22,PCC SE,2022-07-01,,EUR,4.0,quarterly
268,DE000A2AAY85,de000a2aay85-pcc-se-4-16-21,PCC SE,2021-07-01,,EUR,4.0,quarterly
269,ZAG000096173,zag000096173-south-africa-republic-of-8-75-12-49,"South Africa, Republic of",2049-02-28,,ZAR,8.75,semiannual
270,DE000A1R1BR4,de000a1r1br4-alno-ag-8-5-13-18,ALNO AG,2018-05-14,,EUR,8.5,yearly
271,XS1586230309,xs1586230309-libanon-republik-7-25-17-37,"Libanon, Republik",2037-03-23,,USD,7.25,semiannual
272,XS2155486942,xs2155486942-grenke-finance-plc-3-95-20-25,Grenke Finance PLC,2025-07-09,,EUR,3.95,yearly
273,DE000CZ40LW5,de000cz40lw5-commerzbank-ag-4-17-27,Commerzbank AG,2027-03-30,True,EUR,4.0,yearly
274,XS2152899584,xs2152899584-e-on-se-1-20-25,E.ON SE,2025-10-07,,EUR,1.0,yearly
275,XS1345331299,xs1345331299-bnp-paribas-s-a-1-125-16-23,BNP Paribas S.A.,2023-01-15,,EUR,1.125,yearly
276,XS1284570626,xs1284570626-merck-financial-services-gmbh-1-375-15-22,Merck Financial Services GmbH,2022-09-01,,EUR,1.375,yearly
277,DE000HLB3VE7,de000hlb3ve7-landesbank-hessen-thueringen-girozentrale-1-18-28,Landesbank Hessen-Thüringen Girozentrale,2028-11-06,,EUR,1.0,yearly
278,AU000XCLWAN8,au000xclwan8-australia-commonwealth-of-1-75-15-20,"Australia, Commonwealth of...",2020-11-21,,AUD,1.75,semiannual
279,DE000A2YNXX1,de000a2ynxx1-dni-deutsche-nachhaltigkeits-investment-gmbh-4-20-24,DNI Deutsche Nachhaltigkeits-Investment GmbH,2024-12-31,,EUR,4.0,yearly
280,XS0707820659,xs0707820659-libanon-republik-6-6-11-26,"Libanon, Republik",2026-11-27,,USD,6.6,semiannual
281,DE000A2R1SR7,de000a2r1sr7-vst-building-technologies-ag-7-19-24,VST Building Technologies AG,2024-06-28,,EUR,7.0,semiannual
282,DE000HLB2SA3,de000hlb2sa3-landesbank-hessen-thueringen-girozentrale-0-45-20-30,Landesbank Hessen-Thüringen Girozentrale,2030-03-05,,EUR,0.45,yearly
283,XS0559237796,xs0559237796-libanon-republik-6-1-10-22,"Libanon, Republik",2022-10-04,,USD,6.1,semiannual
284,GR0138010765,gr0138010765-griechenland-republik-3-65-12-38,"Griechenland, Republik",2038-02-24,,EUR,3.65,yearly
285,DE000A2GSL68,de000a2gsl68-euroboden-gmbh-6-17-22,Euroboden GmbH,2022-11-10,,EUR,6.0,semiannual
286,XS1501367921,xs1501367921-lanxess-ag-1-16-26,LANXESS AG,2026-10-07,,EUR,1.0,yearly
287,DE000A2TR8Y4,de000a2tr8y4-energiekontor-finanzanlagen-vii-gmbh-co-kg-4-19-36,Energiekontor Finanzanlagen VII GmbH & Co. KG,2036-12-01,,EUR,4.0,yearly
288,DE000BLB4UP9,de000blb4up9-bayerische-landesbank-2-5-17-27,Bayerische Landesbank,2027-01-25,True,EUR,2.5,yearly
289,XS2188805688,xs2188805688-covestro-ag-0-875-20-26,Covestro AG,2026-02-03,,EUR,0.875,yearly
290,DE000A254TZ0,de000a254tz0-pcc-se-4-20-24,PCC SE,2024-12-01,,EUR,4.0,quarterly
291,DE000CB0F4Q1,de000cb0f4q1-commerzbank-ag-0-8-16-22,Commerzbank AG,2022-06-03,,EUR,0.8,yearly
292,DE000A18W7T8,de000a18w7t8-unicredit-bank-austria-ag-0-000-16-24,UniCredit Bank Austria AG,2024-03-18,,EUR,,yearly
293,DE000A2E4A94,de000a2e4a94-bdt-media-automation-gmbh-8-17-24,BDT Media Automation GmbH,2024-07-14,True,EUR,8.0,yearly
294,DE000A2YN7A3,de000a2yn7a3-saxony-minerals-exploration-sme-ag-7-75-19-25,Saxony Minerals & Exploration - SME AG,2025-05-01,,EUR,7.75,yearly
295,GR0128012698,gr0128012698-griechenland-republik-3-65-12-25,"Griechenland, Republik",2025-02-24,,EUR,3.65,yearly
296,USU05375AQ09,usu05375aq09-avis-budget-car-rental-llc-avis-budget-finance-inc-5-75-19-27,Avis Budget Car Rental LLC/Avis Budget Finance Inc.,2027-07-15,,USD,5.75,semiannual
297,DE000A1TNA70,de000a1tna70-sanha-gmbh-co-kg-4-13-26,SANHA GmbH & Co. KG,2026-06-04,,EUR,4.0,semiannual
298,ARARGE3200U1,ararge3200u1-argentinien-republik-8-15-20,"Argentinien, Republik",2020-10-08,,USD,8.0,semiannual
299,US9128283W81,us9128283w81-america-united-states-of-2-75-18-28,"America, United States of...",2028-02-15,,USD,2.75,semiannual
300,XS2013677864,xs2013677864-litauen-republik-0-5-19-29,"Litauen, Republik",2029-06-19,,EUR,0.5,yearly
301,DE000NLB8K69,de000nlb8k69-norddeutsche-landesbank-girozentrale-3-5-16-26,Norddeutsche Landesbank -Girozentrale-,2026-03-30,True,EUR,3.5,yearly
302,NO0010851728,no0010851728-hoermann-industries-gmbh-4-5-19-24,Hörmann Industries GmbH,2024-06-06,,EUR,4.5,yearly
303,DE0007490724,de0007490724-capital-raising-gmbh-7-5,Capital Raising GmbH,,,EUR,7.5,yearly
304,DE000SYM7720,de000sym7720-symrise-ag-1-25-19-25,Symrise AG,2025-11-29,,EUR,1.25,yearly
305,DE000A2LQZH9,de000a2lqzh9-pcc-se-4-18-23,PCC SE,2023-10-01,,EUR,4.0,quarterly
306,DE000A2NBR88,de000a2nbr88-neue-zwl-zahnradwerk-leipzig-gmbh-6-5-18-24,Neue ZWL Zahnradwerk Leipzig GmbH,2024-11-15,,EUR,6.5,yearly
307,DE000A13SHL2,de000a13shl2-senivita-social-estate-ag-2-15-25,SeniVita Social Estate AG,2025-05-12,,EUR,2.0,yearly
308,DE000A1TNA39,de000a1tna39-rickmers-holding-ag-8-875-13-18,Rickmers Holding AG,2018-06-11,,EUR,8.875,yearly
309,XS0888530911,xs0888530911-novo-banco-s-a-3-5-13-43,Novo Banco S.A.,2043-02-19,,EUR,3.5,yearly
310,GR0128011682,gr0128011682-griechenland-republik-3-65-12-24,"Griechenland, Republik",2024-02-24,,EUR,3.65,yearly
311,DE000A19XLE6,de000a19xle6-german-real-estate-capital-s-a-3,German Real Estate Capital S.A.,,,EUR,3.0,yearly
312,GR0133010232,gr0133010232-griechenland-republik-3-65-12-32,"Griechenland, Republik",2032-02-24,,EUR,3.65,yearly
313,XS0493540297,xs0493540297-libanon-republik-6-375-10-20,"Libanon, Republik",2020-03-09,,USD,6.375,semiannual
314,GR0138011771,gr0138011771-griechenland-republik-3-65-12-39,"Griechenland, Republik",2039-02-24,,EUR,3.65,yearly
315,GR0138009759,gr0138009759-griechenland-republik-3-65-12-37,"Griechenland, Republik",2037-02-24,,EUR,3.65,yearly
316,GR0138007738,gr0138007738-griechenland-republik-3-65-12-35,"Griechenland, Republik",2035-02-24,,EUR,3.65,yearly
317,GR0138008744,gr0138008744-griechenland-republik-3-65-12-36,"Griechenland, Republik",2036-02-24,,EUR,3.65,yearly
318,DE000A161LJ8,de000a161lj8-royalbeach-spielwaren-und-sportartikel-vertriebs-gmbh-7-375-15-20,'Royalbeach' Spielwaren und Sportartikel Vertriebs GmbH,2020-11-10,,EUR,7.375,yearly
319,US018772AS22,us018772as22-pyxus-international-inc-9-875-13-21,Pyxus International Inc.,2021-07-15,,USD,9.875,semiannual
320,GR0138005716,gr0138005716-griechenland-republik-3-65-12-33,"Griechenland, Republik",2033-02-24,,EUR,3.65,yearly
321,GR0133009226,gr0133009226-griechenland-republik-3-65-12-31,"Griechenland, Republik",2031-02-24,,EUR,3.65,yearly
322,GR0133008210,gr0133008210-griechenland-republik-3-65-12-30,"Griechenland, Republik",2030-02-24,,EUR,3.65,yearly
323,GR0133007204,gr0133007204-griechenland-republik-3-65-12-29,"Griechenland, Republik",2029-02-24,,EUR,3.65,yearly
324,GR0133006198,gr0133006198-griechenland-republik-3-65-12-28,"Griechenland, Republik",2028-02-24,,EUR,3.65,yearly
325,GR0128014710,gr0128014710-griechenland-republik-3-65-12-27,"Griechenland, Republik",2027-02-24,,EUR,3.65,yearly
326,DE0001141810,de0001141810-deutschland-bundesrepublik-0-000-20-25,"Deutschland, Bundesrepublik",2025-04-11,,EUR,,yearly
327,XS0209139244,xs0209139244-argentinien-republik-0-000,"Argentinien, Republik",,,EUR,,yearly
328,DE0001102341,de0001102341-deutschland-bundesrepublik-2-5-14-46,"Deutschland, Bundesrepublik",2046-08-15,,EUR,2.5,yearly
329,DE000A1H3J67,de000a1h3j67-german-pellets-gmbh-7-25-11-16,German Pellets GmbH,2016-04-01,,EUR,7.25,yearly
330,DE0003138806,de0003138806-buenos-aires-province-of-10-625-99-06,"Buenos Aires, Province of...",2006-07-14,,EUR,10.625,yearly
331,AT0000A1FR99,at0000a1fr99-erste-group-bank-ag-1-15-22,Erste Group Bank AG,2022-08-26,,EUR,1.0,quarterly
332,AT000B093273,at000b093273-raiffeisen-landesbank-steiermark-ag-1-375-18-33,Raiffeisen-Landesbank Steiermark AG,2033-05-11,,EUR,1.375,yearly
333,AU0000QBCHF5,au0000qbchf5-quebec-provinz-6-5-11-21,"Quebec, Provinz",2021-07-12,,AUD,6.5,semiannual
334,AU3CB0038172,au3cb0038172-new-south-wales-treasury-corp-6-07-23,New South Wales Treasury Corp.,2023-05-01,,AUD,6.0,semiannual
335,AU3CB0197531,au3cb0197531-manitoba-provinz-4-25-12-22,"Manitoba, Provinz",2022-08-08,,AUD,4.25,semiannual
336,AU3CB0207330,au3cb0207330-australian-capital-territory-4-25-13-22,Australian Capital Territory,2022-04-11,,AUD,4.25,semiannual
337,AU3CB0207397,au3cb0207397-nederlandse-waterschapsbank-n-v-4-75-13-23,Nederlandse Waterschapsbank N.V.,2023-04-11,,AUD,4.75,semiannual
338,AU3CB0219459,au3cb0219459-municipality-finance-plc-5-14-24,Municipality Finance PLC,2024-03-20,,AUD,5.0,semiannual
339,AU3CB0232296,au3cb0232296-apple-inc-3-7-15-22,Apple Inc.,2022-08-28,,AUD,3.7,semiannual
340,AU3CB0256113,au3cb0256113-shinhan-bank-co-ltd-5-18-28,Shinhan Bank Co. Ltd.,2028-08-30,True,AUD,5.0,semiannual
341,AU3CB0256162,au3cb0256162-kommunalbanken-as-2-7-18-23,Kommunalbanken AS,2023-09-05,,AUD,2.7,semiannual
342,BE0000336454,be0000336454-belgien-koenigreich-1-9-15-38,"Belgien, Königreich",2038-06-22,,EUR,1.9,yearly
343,BE0000348574,be0000348574-belgien-koenigreich-1-7-19-50,"Belgien, Königreich",2050-06-22,,EUR,1.7,yearly
344,BE0002226927,be0002226927-befimmo-s-a-1-104-15-22,Befimmo S.A.,2022-04-21,,EUR,1.104,quarterly
345,BE0002420926,be0002420926-fluvius-system-operator-cvba-2-75-12-22,Fluvius System Operator CVBA,2022-11-30,,EUR,2.75,yearly
346,BE0002466416,be0002466416-elia-transmission-belgium-n-v-3-14-29,Elia Transmission Belgium N.V.,2029-04-07,,EUR,3.0,yearly
347,BE6249305804,be6249305804-societe-publique-de-gestion-de-l-eau-spge-3-3-13-26,Société Publique de Gestion de l'Eau -SPGE-,2026-02-26,,EUR,3.3,yearly
348,BE6295395956,be6295395956-anheuser-busch-inbev-s-a-n-v-2-85-17-37,Anheuser-Busch InBev S.A./N.V.,2037-05-25,,GBP,2.85,yearly
349,CA078149DV00,ca078149dv00-bell-canada-7-65-96-31,Bell Canada,2031-12-30,True,CAD,7.65,semiannual
350,CA31943BBR02,ca31943bbr02-first-capital-realty-inc-3-95-12-22,First Capital Realty Inc.,2022-12-05,,CAD,3.95,semiannual
351,CA68333ZAJ62,ca68333zaj62-ontario-provinz-1-85-20-27,"Ontario, Provinz",2027-02-01,,CAD,1.85,semiannual
352,CA68333ZAK36,ca68333zak36-ontario-provinz-1-75-20-25,"Ontario, Provinz",2025-09-08,,CAD,1.75,semiannual
353,CA74814ZEG42,ca74814zeg42-quebec-provinz-4-5-09-20,"Quebec, Provinz",2020-12-01,,CAD,4.5,semiannual
354,CA866796AD74,ca866796ad74-sun-life-financial-inc-5-4-07-42,Sun Life Financial Inc.,2042-05-29,True,CAD,5.4,semiannual
355,CH0020498645,ch0020498645-zuerich-stadt-2-75-05-25,"Zürich, Stadt",2025-02-14,,CHF,2.75,yearly
356,CH0043918413,ch0043918413-zuerich-stadt-3-5-08-20,"Zürich, Stadt",2020-08-14,,CHF,3.5,yearly
357,CH0110904098,ch0110904098-nordrhein-westfalen-land-2-5-10-30,"Nordrhein-Westfalen, Land",2030-04-08,,CHF,2.5,yearly
358,CH0124470904,ch0124470904-kommunekredit-2-125-11-20,KommuneKredit,2020-10-09,,CHF,2.125,yearly
359,CH0181932929,ch0181932929-waadt-kanton-1-12-22,"Waadt, Kanton",2022-06-07,,CHF,1.0,yearly
360,CH0181932952,ch0181932952-tessin-kanton-1-25-12-27,"Tessin, Kanton",2027-06-11,,CHF,1.25,yearly
361,CH0201591705,ch0201591705-pfandbriefzentrale-der-schweizerischen-kantonalbanken-0-875-12-22,Pfandbriefzentrale der schweizerischen Kantonalbanken,2022-06-20,,CHF,0.875,yearly
362,CH0236686843,ch0236686843-thurgauer-kantonalbank-1-375-14-23,Thurgauer Kantonalbank,2023-08-28,,CHF,1.375,yearly
363,CH0238053091,ch0238053091-bp-capital-markets-plc-1-14-20,BP Capital Markets PLC,2020-08-28,,CHF,1.0,yearly
364,CH0244653520,ch0244653520-coop-gruppe-genossenschaft-0-875-14-21,Coop-Gruppe Genossenschaft,2021-06-16,,CHF,0.875,yearly
365,CH0251429384,ch0251429384-tessin-kanton-0-625-14-22,"Tessin, Kanton",2022-05-09,,CHF,0.625,yearly
366,CH0272154177,ch0272154177-basel-landschaft-kanton-1-15-40,"Basel-Landschaft, Kanton",2040-03-05,,CHF,1.0,yearly
367,CH0323735594,ch0323735594-eli-lilly-and-company-0-15-16-24,Eli Lilly and Company,2024-05-24,,CHF,0.15,yearly
368,CH0323735602,ch0323735602-eli-lilly-and-company-0-45-16-28,Eli Lilly and Company,2028-05-24,,CHF,0.45,yearly
369,CH0323735628,ch0323735628-pfandbriefbank-schweizerischer-hypothekarinstitute-ag-0-125-16-27,Pfandbriefbank schweizerischer Hypothekarinstitute AG,2027-12-15,,CHF,0.125,yearly
370,CH0323735669,ch0323735669-petroleos-mexicanos-2-375-16-21,Petróleos Mexicanos,2021-12-14,,CHF,2.375,yearly
371,CH0323735677,ch0323735677-credit-agricole-s-a-london-branch-0-55-16-26,Credit Agricole S.A. [London Branch],2026-12-14,,CHF,0.55,yearly
372,CH0325429162,ch0325429162-aevis-victoria-sa-2-5-16-21,AEVIS Victoria SA,2021-06-07,,CHF,2.5,yearly
373,CH0325429188,ch0325429188-vodafone-group-plc-0-375-16-24,Vodafone Group PLC,2024-12-03,,CHF,0.375,yearly
374,CH0326213912,ch0326213912-kinder-spital-zuerich-0-25-16-28,Kinder Spital Zürich,2028-07-28,,CHF,0.25,yearly
375,CH0326213920,ch0326213920-genf-kanton-0-6-16-46,"Genf, Kanton",2046-07-04,,CHF,0.6,yearly
376,CH0367206668,ch0367206668-verizon-communications-inc-0-375-17-23,Verizon Communications Inc.,2023-05-31,,CHF,0.375,yearly
377,CH0392885809,ch0392885809-banca-dello-stato-del-cantone-ticino-0-375-18-28,Banca dello Stato del Cantone Ticino,2028-02-08,,CHF,0.375,yearly
378,CH0397586394,ch0397586394-arphan-ssc-plc-8-17-22,Arphan SSC Plc,2022-12-15,,EUR,8.0,yearly
379,CH0521617305,ch0521617305-helvetia-schweizerische-versicherungsgesellschaft-ag-1-5,Helvetia Schweizerische Versicherungsgesellschaft AG,,True,CHF,1.5,yearly
380,CH0536892703,ch0536892703-pfandbriefzentrale-der-schweizerischen-kantonalbanken-0-125-20-32,Pfandbriefzentrale der schweizerischen Kantonalbanken,2032-04-23,,CHF,0.125,yearly
381,CH0536892711,ch0536892711-pfandbriefzentrale-der-schweizerischen-kantonalbanken-0-2-20-42,Pfandbriefzentrale der schweizerischen Kantonalbanken,2042-05-22,,CHF,0.2,yearly
382,CH0536892752,ch0536892752-pfandbriefzentrale-der-schweizerischen-kantonalbanken-0-1-20-30,Pfandbriefzentrale der schweizerischen Kantonalbanken,2030-06-12,,CHF,0.1,yearly
383,CH0536892760,ch0536892760-pfandbriefzentrale-der-schweizerischen-kantonalbanken-0-25-20-40,Pfandbriefzentrale der schweizerischen Kantonalbanken,2040-06-12,,CHF,0.25,yearly
384,DE0001053122,de0001053122-bayern-freistaat-5-5-98-28,"Bayern, Freistaat",2028-04-07,,DEM,5.5,yearly
385,DE0001102382,de0001102382-deutschland-bundesrepublik-1-15-25,"Deutschland, Bundesrepublik",2025-08-15,,EUR,1.0,yearly
