Identifier,ISIN,Issuer,Currency,Coupon,Maturity,Frequency,Special_Coupon_Type
allergan_funding_scs-Bond-2022-us00507uar23,US00507UAR23,Allergan Funding SCS,USD,3.450%,3/15/2022,2.0,
allergan_incdl-notes_201313-23-Bond-2023-us018490aq58,US018490AQ58,Allergan Inc.,USD,2.800%,3/15/2023,2.0,
3_375-allergan-Bond-2020-us018490an28,US018490AN28,Allergan Inc.,USD,3.375%,9/15/2020,2.0,
alliance_oil_codl-notes_201321-23_regs-Bond-2023-xs0925043100,XS0925043100,Alliance Oil Co. Ltd.,USD,7.500%,5/4/2023,2.0,
alliant_energy_finance_llcdl-notes_201818-23_regs-Bond-2023-usu01879aa07,USU01879AA07,Alliant Energy Finance LLC,USD,3.750%,6/15/2023,2.0,
7_500-ally-financial-Bond-2020-us02005naj90,US02005NAJ90,Ally Financial Inc.,USD,7.500%,9/15/2020,2.0,
ally_financial_incdl-notes_201522-Bond-2022-us02005nbc39,US02005NBC39,Ally Financial Inc.,USD,4.625%,5/19/2022,2.0,
ally_financial_incdl-notes_201621-Bond-2021-us02005nbg43,US02005NBG43,Ally Financial Inc.,USD,4.250%,4/15/2021,2.0,
ally_financial_incdl-notes_201522-Bond-2022-us02005nay67,US02005NAY67,Ally Financial Inc.,USD,4.125%,2/13/2022,2.0,
ally_financial_incdl-notes_202020-23-Bond-2023-us02005nbk54,US02005NBK54,Ally Financial Inc.,USD,3.050%,6/5/2023,2.0,
alpek_sab_de_cvdl-notes_201212-22_144a-Bond-2022-us020564aa87,US020564AA87,Alpek S.A.B. de C.V.,USD,4.500%,11/20/2022,2.0,
alpek_sab_de_cvdl-notes_201212-22_regs-Bond-2022-usp01703aa82,USP01703AA82,Alpek S.A.B. de C.V.,USD,4.500%,11/20/2022,2.0,
dl-notes_201718-22_regs-Bond-2022-usp1000taa53,USP1000TAA53,Alpha Holding S.A. De C.V.,USD,10.000%,12/19/2022,2.0,
alpha_star_holding_vdl-bonds_201823-Bond-2023-xs1807408486,XS1807408486,Alpha Star Holding V Ltd.,USD,6.625%,4/18/2023,2.0,
alphabet_incdl-notes_201111-21-Bond-2021-us02079kaa51,US02079KAA51,Alphabet Inc.,USD,3.625%,5/19/2021,2.0,
altria_group_incdl-notes_201323-Bond-2023-us02209sap83,US02209SAP83,Altria Group Inc.,USD,2.950%,5/2/2023,2.0,
altria_group_incdl-notes_201222-Bond-2022-us02209san36,US02209SAN36,Altria Group Inc.,USD,2.850%,8/9/2022,2.0,
4_750-altria-group-Bond-2021-us02209sal79,US02209SAL79,Altria Group Inc.,USD,4.750%,5/5/2021,2.0,
altria_group_incdl-notes_201919-22-Bond-2022-us02209sba06,US02209SBA06,Altria Group Inc.,USD,3.490%,2/14/2022,2.0,
amazoncom_incdl-notes_202020-23-Bond-2023-us023135bp00,US023135BP00,Amazon.com Inc.,USD,0.400%,6/3/2023,2.0,
amazoncom_incdl-notes_201717-23-Bond-2023-us023135aw69,US023135AW69,Amazon.com Inc.,USD,2.400%,2/22/2023,2.0,
amazoncom_incdl-notes_201414-21-Bond-2021-us023135am87,US023135AM87,Amazon.com Inc.,USD,3.300%,12/5/2021,2.0,
amazoncom_incdl-notes_201212-22-Bond-2022-us023135aj58,US023135AJ58,Amazon.com Inc.,USD,2.500%,11/29/2022,2.0,
amazoncom_incdl-notes_201717-20-Bond-2020-us023135at31,US023135AT31,Amazon.com Inc.,USD,1.900%,8/21/2020,2.0,
amazoncom_incdl-notes_201717-23_regs-Bond-2023-usu02320ae63,USU02320AE63,Amazon.com Inc.,USD,2.400%,2/22/2023,2.0,
amazoncom_incdl-notes_201717-20_regs-Bond-2020-usu02320ad80,USU02320AD80,Amazon.com Inc.,,1.900%,8/21/2020,2.0,
amber_circle_fundingdl-notes_201222_regs-Bond-2022-xs0860855344,XS0860855344,Amber Circle Funding Ltd.,USD,3.250%,12/4/2022,2.0,
ameren_corpdl-notes_201515-20-Bond-2020-us023608af92,US023608AF92,Ameren Corp.,USD,2.700%,11/15/2020,2.0,
ameren_illinois_codl-notes_201212-22-Bond-2022-us02361dal47,US02361DAL47,Ameren Illinois Co.,USD,2.700%,9/1/2022,2.0,
american_axle_mfg_incdl-notes_201212-22-Bond-2022-us02406pal40,US02406PAL40,American Axle & Manufacturing Inc.,USD,6.625%,10/15/2022,2.0,
amer_campus_commoppart_lpdl-notes_201313-23-Bond-2023-us024836aa65,US024836AA65,American Campus Communities Operating Partnership L.P.,USD,3.750%,4/15/2023,2.0,
american_electric_power_coincdl-notes_201821_ser_i-Bond-2021-us025537al53,US025537AL53,American Electric Power Co. Inc.,USD,3.650%,12/1/2021,2.0,
american_electric_power_coincdl-notes_201212-22_ser_f-Bond-2022-us025537ag68,US025537AG68,American Electric Power Co. Inc.,USD,2.950%,12/15/2022,2.0,
dl-notes_201720_ser_g-Bond-2020-us025537ah42,US025537AH42,American Electric Power Co. Inc.,USD,2.150%,11/13/2020,2.0,
american_express_codl-flr_notes_201821-21-Bond-2021-us025816bz17,US025816BZ17,American Express Co.,USD,1.141%,11/5/2021,4.0,variable coupon
dl-flr_notes_201823-23-Bond-2023-us025816bt56,US025816BT56,American Express Co.,USD,1.019%,2/27/2023,4.0,variable coupon
american_express_codl-notes_201922-22-Bond-2022-us025816cd95,US025816CD95,American Express Co.,USD,2.750%,5/20/2022,2.0,
dl-notes_201823-23-Bond-2023-us025816bs73,US025816BS73,American Express Co.,USD,3.400%,2/27/2023,2.0,
american_express_codl-flr_notes_201821-21-Bond-2021-us025816bv03,US025816BV03,American Express Co.,USD,0.911%,5/17/2021,4.0,variable coupon
american_express_codl-flr_notes_201720-20-Bond-2020-us025816bq18,US025816BQ18,American Express Co.,USD,2.100%,10/30/2020,4.0,variable coupon
american_express_codl-notes_201821-21-Bond-2021-us025816bu20,US025816BU20,American Express Co.,USD,3.375%,5/17/2021,2.0,
american_express_codl-notes_201222-Bond-2022-us025816bd05,US025816BD05,American Express Co.,USD,2.650%,12/2/2022,2.0,
american_express_codl-flr_notes_201922-22-Bond-2022-us025816ce78,US025816CE78,American Express Co.,USD,2.315%,5/20/2022,4.0,variable coupon
american_express_codl-notes_201720-20-Bond-2020-us025816bp35,US025816BP35,American Express Co.,USD,2.200%,10/30/2020,2.0,
american_express_codl-notes_201821-21-Bond-2021-us025816by42,US025816BY42,American Express Co.,USD,3.700%,11/5/2021,2.0,
american_express_codl-notes_201921-21-Bond-2021-us025816cb30,US025816CB30,American Express Co.,USD,3.000%,2/22/2021,2.0,
american_express_credit_corpdl-med-term_notes_201520-20-Bond-2020-us0258m0dx44,US0258M0DX44,American Express Credit Corp.,USD,2.600%,9/14/2020,2.0,
american_express_credit_corpdl-med-term_notes_201621-21-Bond-2021-us0258m0eb15,US0258M0EB15,American Express Credit Corp.,USD,2.250%,5/5/2021,2.0,
american_express_credit_corpdl-flr_med-t_nts_201520-20-Bond-2020-us0258m0dy27,US0258M0DY27,American Express Credit Corp.,USD,1.363%,9/14/2020,4.0,variable coupon
american_honda_finance_corpdl-med-term_nts_201616-21-Bond-2021-us02665wbg50,US02665WBG50,American Honda Finance Corp.,USD,1.700%,9/9/2021,2.0,
american_honda_finance_corpdl-medium-term_nts_201919-23-Bond-2023-us02665wdc29,US02665WDC29,American Honda Finance Corp.,USD,2.050%,1/10/2023,2.0,
american_honda_finance_corpdl-flr_med-term_nts_201921-Bond-2021-us02665wda62,US02665WDA62,American Honda Finance Corp.,USD,0.665%,6/11/2021,4.0,variable coupon
american_honda_finance_corpdl-flr_med-term_nts_201922-Bond-2022-us02665wcx74,US02665WCX74,American Honda Finance Corp.,USD,0.846%,6/27/2022,4.0,variable coupon
american_honda_finance_corpdl-medium-term_nts_201919-22-Bond-2022-us02665wdf59,US02665WDF59,American Honda Finance Corp.,USD,1.950%,5/20/2022,2.0,
american_honda_finance_corpdl-med-term_nts_201818-21-Bond-2021-us02665wcd11,US02665WCD11,American Honda Finance Corp.,USD,2.650%,2/12/2021,2.0,
american_honda_finance_corpdl-med-term_nts1717-22-Bond-2022-us02665wca71,US02665WCA71,American Honda Finance Corp.,USD,2.600%,11/16/2022,2.0,
american_honda_finance_corpdl-flr_med-term_nts_201821-Bond-2021-us02665wcc38,US02665WCC38,American Honda Finance Corp.,USD,0.645%,2/12/2021,4.0,variable coupon
american_honda_finance_corpdl-medium-term_nts_202020-23-Bond-2023-us02665wdh16,US02665WDH16,American Honda Finance Corp.,USD,1.950%,5/10/2023,2.0,
american_honda_finance_corpdl-med-term_nts_201515-20-Bond-2020-us02665waz41,US02665WAZ41,American Honda Finance Corp.,USD,2.450%,9/24/2020,2.0,
american_honda_finance_corpdl-flr_med-term_nts_202023-Bond-2023-us02665wdg33,US02665WDG33,American Honda Finance Corp.,USD,0.818%,5/10/2023,4.0,variable coupon
american_honda_finance_corpdl-flr_med-term_nts_201722-Bond-2022-us02665wcb54,US02665WCB54,American Honda Finance Corp.,USD,0.856%,11/16/2022,4.0,variable coupon
american_honda_finance_corpdl-flr_med-term_nts_201921-Bond-2021-us02665wcr07,US02665WCR07,American Honda Finance Corp.,USD,1.822%,1/8/2021,4.0,variable coupon
american_honda_finance_corpdl-medium-term_nts_201919-22-Bond-2022-us02665wcy57,US02665WCY57,American Honda Finance Corp.,USD,2.200%,6/27/2022,2.0,
american_international_grp_incdl-notes_201616-21-Bond-2021-us026874dg98,US026874DG98,American International Group Inc.,USD,3.300%,3/1/2021,2.0,
6_400-american-international-group-Bond-2020-us026874bw66,US026874BW66,American International Group Inc.,USD,6.400%,12/15/2020,2.0,
american_international_grp_incdl-notes_201313-20-Bond-2020-us026874cx31,US026874CX31,American International Group Inc.,USD,3.375%,8/15/2020,2.0,
4_875-american-international-group-Bond-2022-us026874cu91,US026874CU91,American International Group Inc.,USD,4.875%,6/1/2022,2.0,
ammidstream_partlp-fincorpdl-notes_201718-21regs_tr2-Bond-2021-usu0275tab71,USU0275TAB71,American Midstream Partners L.P./American Midstream Finance Corp.,USD,8.500%,12/15/2021,2.0,additional coupon possible
american_tower_corpdl-notes_201717-23-Bond-2023-us03027xaq34,US03027XAQ34,American Tower Corp. [New],USD,3.000%,6/15/2023,2.0,
4_700-american-tower-new-Bond-2022-us03027xaa81,US03027XAA81,American Tower Corp. [New],USD,4.700%,3/15/2022,2.0,
american_tower_corp_newdl-notes_201414-21-Bond-2021-us03027xae04,US03027XAE04,American Tower Corp. [New],USD,3.450%,9/15/2021,2.0,
american_tower_corp-Bond-2023-us03027xab64,US03027XAB64,American Tower Corp. [New],USD,3.500%,1/31/2023,2.0,
american_tower_corpdl-notes_201616-21-Bond-2021-us03027xah35,US03027XAH35,American Tower Corp. [New],USD,3.300%,2/15/2021,2.0,
ameriprise_financial_incdl-notes_201919-22-Bond-2022-us03076caj53,US03076CAJ53,Ameriprise Financial Inc.,USD,3.000%,3/22/2022,2.0,
3_875-amgen-Bond-2021-us031162bm10,US031162BM10,Amgen Inc.,USD,3.875%,11/15/2021,2.0,
amgen_incdl-notes_201717-22-Bond-2022-us031162cp32,US031162CP32,Amgen Inc.,USD,2.650%,5/11/2022,2.0,
amgen_incdl-notes_201515-22-Bond-2022-us031162bx74,US031162BX74,Amgen Inc.,USD,2.700%,5/1/2022,2.0,
3_625-amgen-Bond-2022-us031162bn92,US031162BN92,Amgen Inc.,USD,3.625%,5/15/2022,2.0,
4_000-amphenol-new-Bond-2022-us032095ab71,US032095AB71,Amphenol Corp. New,USD,4.000%,2/1/2022,2.0,
amphenol_corp-Bond-2021-us032095ae11,US032095AE11,Amphenol Corp. New,USD,3.125%,9/15/2021,2.0,
3_125-america-movilb-de-cv-Bond-2022-us02364wbd65,US02364WBD65,América Móvil S.A.B. de C.V.,USD,3.125%,7/16/2022,2.0,
anadarko_petroleum_corpdl-notes_201616-21-Bond-2021-us032511bm81,US032511BM81,Anadarko Petroleum Corp.,USD,4.850%,3/15/2021,2.0,
anadolu_efes_biracmve_gsasdl-bonds_201222_144a-Bond-2022-us032523aa09,US032523AA09,Anadolu Efes Biracilik Malt ve Gida Sanayi A.S.,USD,3.375%,11/1/2022,2.0,
anadolu_efes_biracmve_gsasdl-bonds_201222_regs-Bond-2022-xs0848940523,XS0848940523,Anadolu Efes Biracilik Malt ve Gida Sanayi A.S.,USD,3.375%,11/1/2022,2.0,
analog_devices_incdl-notes_201313-23-Bond-2023-us032654ah86,US032654AH86,Analog Devices Inc.,USD,2.875%,6/1/2023,2.0,
dl-notes_201617-21-Bond-2021-us032654al98,US032654AL98,Analog Devices Inc.,USD,2.500%,12/5/2021,2.0,
analog_devices_incdl-notes_201818-21-Bond-2021-us032654ar68,US032654AR68,Analog Devices Inc.,USD,2.950%,1/12/2021,2.0,
andeavor_logist_lp-fin_corpdl-notes_201717-22-Bond-2022-us03350waa71,US03350WAA71,Andeavor Logistics L.P./Tesoro Logistics Finance Corp.,USD,3.500%,12/1/2022,2.0,
andeavor_logist_lp-fin_corp-Bond-2022-us88160qal77,US88160QAL77,Andeavor Logistics L.P./Tesoro Logistics Finance Corp.,USD,6.250%,10/15/2022,2.0,
anglo_american_capital_plcdl-notes_201212-22_144a-Bond-2022-us034863ag56,US034863AG56,Anglo American Capital PLC,USD,4.125%,9/27/2022,2.0,
anglo_american_capital_plcdl-notes_201414-21_144a-Bond-2021-us034863am25,US034863AM25,Anglo American Capital PLC,USD,4.125%,4/15/2021,2.0,
anglo_american_capital_plcdl-notes_201717-22_regs-Bond-2022-usg0446nak03,USG0446NAK03,Anglo American Capital PLC,USD,3.750%,4/10/2022,2.0,
anglo_american_capital_plcdl-notes_201212-22_regs-Bond-2022-usg03762ch52,USG03762CH52,Anglo American Capital PLC,USD,4.125%,9/27/2022,2.0,
anglo_american_capital_plcdl-notes_201414-21_regs-Bond-2021-usg0446nag90,USG0446NAG90,Anglo American Capital PLC,USD,4.125%,4/15/2021,2.0,
5_125-anglogold-ashanti-holdings-Bond-2022-us03512tac53,US03512TAC53,AngloGold Ashanti Holdings PLC,USD,5.125%,8/1/2022,2.0,
anheuser-busch_inbev_fin_incdl-notes_201313-23-Bond-2023-us035242aa44,US035242AA44,Anheuser-Busch InBev Finance Inc.,USD,2.625%,1/17/2023,2.0,
anheuser-busch_inbev_fin_incdl-notes_201616-23-Bond-2023-us035242al09,US035242AL09,Anheuser-Busch InBev Finance Inc.,USD,3.300%,2/1/2023,2.0,
anheuser-busch_inbev_fin_incdl-flr_notes_201621-Bond-2021-us035242ak26,US035242AK26,Anheuser-Busch InBev Finance Inc.,USD,1.816%,2/1/2021,4.0,variable coupon
2_500-anheuser-busch-inbev-worldwide-Bond-2022-us03523tbp21,US03523TBP21,Anheuser-Busch InBev Worldwide Inc.,USD,2.500%,7/15/2022,2.0,
4_375-anheuser-busch-inbev-worldwide-Bond-2021-us03523tbb35,US03523TBB35,Anheuser-Busch InBev Worldwide Inc.,USD,4.375%,2/15/2021,2.0,
3_750-anheuser-busch-north-american-holding-Bond-2022-usu7787raa96,USU7787RAA96,Anheuser-Busch North American Holding Corp.,USD,3.750%,1/15/2022,2.0,
anixter_incdl-notes_201414-21-Bond-2021-us035287ae12,US035287AE12,Anixter Inc.,USD,5.125%,10/1/2021,2.0,
antero_resources_corpdl-notes_201616-23-Bond-2023-us03674xaf33,US03674XAF33,Antero Resources Corp.,,5.625%,6/1/2023,2.0,
anthem_incdl-notes_201717-20-Bond-2020-us036752ae32,US036752AE32,Anthem Inc.,USD,2.500%,11/21/2020,2.0,
anthem_incdl-notes_201717-22-Bond-2022-us036752af07,US036752AF07,Anthem Inc.,USD,2.950%,12/1/2022,2.0,
3_700-anthem-Bond-2021-us94973vaw72,US94973VAW72,Anthem Inc.,USD,3.700%,8/15/2021,2.0,
4_350-anthem-Bond-2020-us94973vas60,US94973VAS60,Anthem Inc.,USD,4.350%,8/15/2020,2.0,
3_125-anthem-Bond-2022-us94973vax55,US94973VAX55,Anthem Inc.,USD,3.125%,5/15/2022,2.0,
anthem_inc-Bond-2023-us94973vba44,US94973VBA44,Anthem Inc.,USD,3.300%,1/15/2023,2.0,
aozora_bankdl-notes_201821-Bond-2021-xs1873220658,XS1873220658,Aozora Bank Ltd.,USD,3.810%,9/7/2021,2.0,
3_250-apache-Bond-2022-us037411az87,US037411AZ87,Apache Corp.,USD,3.250%,4/15/2022,2.0,
apache_corpdl-notes_201212-23-Bond-2023-us037411bd66,US037411BD66,Apache Corp.,USD,2.625%,1/15/2023,2.0,
3_625-apache-Bond-2021-us037411ax30,US037411AX30,Apache Corp.,USD,3.625%,2/1/2021,2.0,
apex_tool_grllc-bc_mtfinincdl-notes_201818-23_regs-Bond-2023-usu0378vab81,USU0378VAB81,Apex Tool Group LLC/BC Mountain Finance Inc.,USD,9.000%,2/15/2023,2.0,
4_600-appalachian-power-Bond-2021-us037735cr68,US037735CR68,Appalachian Power Co.,USD,4.600%,3/30/2021,2.0,
apple_incdl-notes_201717-22-Bond-2022-us037833dc16,US037833DC16,Apple Inc.,USD,2.100%,9/12/2022,2.0,
apple_incdl-notes_201919-22-Bond-2022-us037833dl15,US037833DL15,Apple Inc.,USD,1.700%,9/11/2022,2.0,
apple_incdl-notes_201414-21-Bond-2021-us037833ar12,US037833AR12,Apple Inc.,USD,2.850%,5/6/2021,2.0,
apple_incdl-notes_201515-22-Bond-2022-us037833bf64,US037833BF64,Apple Inc.,USD,2.700%,5/13/2022,2.0,
apple_incdl-notes_201717-22-Bond-2022-us037833cm07,US037833CM07,Apple Inc.,USD,2.500%,2/9/2022,2.0,
apple_incdl-notes_201616-23-Bond-2023-us037833bu32,US037833BU32,Apple Inc.,USD,2.850%,2/23/2023,2.0,
apple_incdl-notes_201717-23-Bond-2023-us037833de71,US037833DE71,Apple Inc.,USD,2.400%,1/13/2023,2.0,
apple_incdl-notes_201616-21-Bond-2021-us037833bs85,US037833BS85,Apple Inc.,USD,2.250%,2/23/2021,2.0,
apple_incdl-notes_201717-20-Bond-2020-us037833dj68,US037833DJ68,Apple Inc.,USD,2.000%,11/13/2020,2.0,
apple_incdl-notes_201313-23-Bond-2023-us037833ak68,US037833AK68,Apple Inc.,USD,2.400%,5/3/2023,2.0,
apple_incdl-notes_201515-22-Bond-2022-us037833ay62,US037833AY62,Apple Inc.,USD,2.150%,2/9/2022,2.0,
apple_incdl-flr_notes_201621-Bond-2021-us037833bt68,US037833BT68,Apple Inc.,USD,2.813%,2/23/2021,4.0,variable coupon
apple_incdl-notes_201616-21-Bond-2021-us037833cc25,US037833CC25,Apple Inc.,USD,1.550%,8/4/2021,2.0,
4_300-applied-materials-Bond-2021-us038222af21,US038222AF21,Applied Materials Inc.,USD,4.300%,6/15/2021,2.0,
applied_materials_incdl-notes_201515-20-Bond-2020-us038222ah86,US038222AH86,Applied Materials Inc.,USD,2.625%,10/1/2020,2.0,
approach_resources_incdl-notes_201313-21-Bond-2021-us03834aaa16,US03834AAA16,Approach Resources Inc.,USD,7.000%,6/15/2021,2.0,suspended payment
arcelik_asdl-notes_201323_144a-Bond-2023-us03938haa14,US03938HAA14,Arcelik A.S.,USD,5.000%,4/3/2023,2.0,
arcelik_asdl-notes_201323_regs-Bond-2023-xs0910932788,XS0910932788,Arcelik A.S.,USD,5.000%,4/3/2023,2.0,
archer_daniels_midland_codl-notes_201818-22-Bond-2022-us039483bp61,US039483BP61,Archer-Daniels-Midland Co.,USD,3.375%,3/15/2022,2.0,
4_479-archer-daniels-midland-Bond-2021-us039483bb75,US039483BB75,Archer-Daniels-Midland Co.,USD,4.479%,3/1/2021,2.0,
arcor_saicdl-notes_201620-23_144a-Bond-2023-us03965pac59,US03965PAC59,Arcor S.A.I.C.,,6.000%,7/6/2023,2.0,
arcor_saicdl-notes_201620-23_regs-Bond-2023-usp04559al70,USP04559AL70,Arcor S.A.I.C.,USD,6.000%,7/6/2023,2.0,
ares_capital_corpdl-notes_201616-22-Bond-2022-us04010lar42,US04010LAR42,Ares Capital Corp.,USD,3.625%,1/19/2022,2.0,
argentinien-_republikdl-bonos_201520-Bond-2020-ararge3200u1,ARARGE3200U1,"Argentinien, Republik",USD,8.000%,10/8/2020,2.0,
argentinien-_republikdl-bonds_201823-Bond-2023-us040114hp86,US040114HP86,"Argentinien, Republik",USD,4.625%,1/11/2023,2.0,
11_375-argentinien-republik-Bond-2017-us040114ar16,US040114AR16,"Argentinien, Republik",USD,11.375%,1/30/2017,2.0,"no interest deduction, no return of capital"
11_750-argentinien-republik-Bond-2015-us040114ga27,US040114GA27,"Argentinien, Republik",USD,11.750%,6/15/2015,2.0,"no interest deduction, no return of capital"
argentinien-_republikdl-bonds_1621_regs_sera_p1-Bond-2021-usp04808aa23,USP04808AA23,"Argentinien, Republik",USD,6.875%,4/22/2021,2.0,
argentinien-_republikdl-bonds_1621_regs_sera_p2-Bond-2021-usp04808ab06,USP04808AB06,"Argentinien, Republik",USD,6.875%,4/22/2021,2.0,
armenien-_republikdl-notes_201320_regs-Bond-2020-xs0974642273,XS0974642273,"Armenien, Republik",USD,6.000%,9/30/2020,2.0,
aroundtown_sadl-conv_notes_202023-Bond-2023-xs2114459550,XS2114459550,Aroundtown Property Holdings S.A.,USD,5.000%,3/4/2023,2.0,
arrow_electronics_incdl-notes_201515-22-Bond-2022-us042735bd16,US042735BD16,Arrow Electronics Inc.,USD,3.500%,4/1/2022,2.0,
5_125-arrow-electronics-Bond-2021-us04273wab72,US04273WAB72,Arrow Electronics Inc.,USD,5.125%,3/1/2021,2.0,
arrow_electronics_incdl-notes_201313-23-Bond-2023-us042735bc33,US042735BC33,Arrow Electronics Inc.,USD,4.500%,3/1/2023,2.0,
ashland_llc-Bond-2022-us044209af18,US044209AF18,Ashland LLC,USD,4.750%,8/15/2022,2.0,
asian_development_bankdl-notes_201522-Bond-2022-us045167cx94,US045167CX94,Asian Development Bank (ADB),USD,1.875%,2/18/2022,2.0,
asian_development_bankdl-notes_201621-Bond-2021-us045167dl48,US045167DL48,Asian Development Bank (ADB),USD,1.625%,3/16/2021,2.0,
asian_development_bankdl-medium-term_notes_201823-Bond-2023-us045167eh27,US045167EH27,Asian Development Bank (ADB),USD,2.750%,3/17/2023,2.0,
asian_development_bankdl-flr_med-term_nts_201921-Bond-2021-us04517paw23,US04517PAW23,Asian Development Bank (ADB),USD,0.440%,9/10/2021,4.0,variable coupon
asian_development_bankdl-notes_201820-Bond-2020-us045167ek55,US045167EK55,Asian Development Bank (ADB),USD,2.875%,11/27/2020,2.0,
asian_development_bankdl-medium-term_notes_201520-Bond-2020-us045167de05,US045167DE05,Asian Development Bank (ADB),USD,1.625%,8/26/2020,2.0,
asian_development_bankdl-medium-term_notes_201722-Bond-2022-us045167dx85,US045167DX85,Asian Development Bank (ADB),USD,2.000%,2/16/2022,2.0,
asian_development_bankdl-medium-term_notes_201722-Bond-2022-us045167ed13,US045167ED13,Asian Development Bank (ADB),USD,1.750%,9/13/2022,2.0,
asian_development_bankdl-notes_202023-Bond-2023-us045167es81,US045167ES81,Asian Development Bank (ADB),USD,1.625%,1/24/2023,2.0,
asian_development_bankdl-medium-term_notes_201721-Bond-2021-us045167ea73,US045167EA73,Asian Development Bank (ADB),USD,1.750%,6/8/2021,2.0,
asian_development_bankdl-flr_med-term_nts_201721-Bond-2021-us045167dy68,US045167DY68,Asian Development Bank (ADB),USD,0.371%,3/16/2021,4.0,variable coupon
asian_development_bankdl-medium-term_notes_201821-Bond-2021-us045167ef60,US045167EF60,Asian Development Bank (ADB),USD,2.250%,1/20/2021,2.0,
asian_development_bankdl-notes_201421-Bond-2021-us045167ct82,US045167CT82,Asian Development Bank (ADB),USD,2.125%,11/24/2021,2.0,
asian_development_bankdl-flr_med-term_nts_201621-Bond-2021-us045167dp51,US045167DP51,Asian Development Bank (ADB),USD,0.511%,6/16/2021,4.0,variable coupon
asian_development_bankdl-medium-term_notes_201922-Bond-2022-us045167en94,US045167EN94,Asian Development Bank (ADB),USD,1.875%,7/19/2022,2.0,
associated_bank_nadl-med-term_notes_201821-21-Bond-2021-us04550kaa97,US04550KAA97,Associated Bank N.A.,USD,3.500%,8/13/2021,2.0,
aston_martin_capital_hldgltd-Bond-2022-us04625haa77,US04625HAA77,Aston Martin Capital Holdings Ltd.,,6.500%,4/15/2022,2.0,
aston_martin_capital_hldgltd-Bond-2022-usg05891aa76,USG05891AA76,Aston Martin Capital Holdings Ltd.,USD,6.500%,4/15/2022,2.0,
astrazeneca_plcdl-notes_201717-22-Bond-2022-us046353aq14,US046353AQ14,AstraZeneca PLC,USD,2.375%,6/12/2022,2.0,
astrazeneca_plcdl-notes_201515-20-Bond-2020-us046353ak44,US046353AK44,AstraZeneca PLC,USD,2.375%,11/16/2020,2.0,
astrazeneca_plcdl-flr_notes_201722-Bond-2022-us046353ap31,US046353AP31,AstraZeneca PLC,USD,0.930%,6/10/2022,4.0,variable coupon
atento_luxco_1_sadl-notes_1919-22_regs_tr2-Bond-2022-usl0427pab24,USL0427PAB24,Atento Luxco 1 S.A.,USD,6.125%,8/10/2022,2.0,
athabasca_oil_corpdl-notes_201717-22_regs-Bond-2022-usc0455laa82,USC0455LAA82,Athabasca Oil Corp.,USD,9.875%,2/24/2022,2.0,
8_250-atlantic-richfield-Bond-2022-us048825ba09,US048825BA09,Atlantic Richfield Co.,USD,8.250%,2/1/2022,2.0,
9_000-atlantic-richfield-Bond-2021-us048825aw38,US048825AW38,Atlantic Richfield Co.,USD,9.000%,4/1/2021,2.0,
atlas_pipel_partlp-fincorpdl-notes_201313-21-Bond-2021-us04939mal37,US04939MAL37,Atlas Pipeline Partners L.P./Atlas Pipeline Finance Corp.,USD,4.750%,11/15/2021,2.0,
audley_funding_plcdl-med-term_nts_20172217-f2-Bond-2022-gb00bdfbs041,GB00BDFBS041,Audley Funding PLC,USD,12.000%,2/27/2022,2.0,
ausgrid_finance_ptydl-notes_201818-23_regs-Bond-2023-usq0697cac75,USQ0697CAC75,Ausgrid Finance Pty Ltd.,USD,3.850%,5/1/2023,2.0,
australia_n_z_bkg_grpdl-flr_med-tnts_201621regs-Bond-2021-us05252bcl18,US05252BCL18,Australia and New Zealand Banking Group Ltd.,USD,2.570%,6/1/2021,4.0,variable coupon
australia_n_z_bkg_grp-Bond-2021-us05252bcr87,US05252BCR87,Australia and New Zealand Banking Group Ltd.,USD,1.230%,11/23/2021,4.0,variable coupon
