Identifier,Identifier_Status,Name,ISIN,Bond_Status,Bond_Type,Coupon_Freq,Subordinated,Sinkable,Perpetual,Convertible,Structured,Restructuring,Securitization,Mortgage,Trace,Covered,Foreign,CDO,Sukuk,Retail,Supranational,Green,Non-Marketable,Issuer,Borrower,Amount,Floating,Ref_Rate,Margin,Current_Rate
58,Valid,"Domestic bonds: MMK, 03 (4-03-00078-A)",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"50,000,000 RUB",No,,,
59,Valid,"Domestic bonds: MMK, 04 (4-04-00078-A)",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"50,000,000 RUB",No,,,
60,Valid,"Domestic bonds: MMK, 05 (4-05-00078-A)",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"50,000,000 RUB",No,,,
61,Valid,"Domestic bonds: MMK, 06 (4-06-00078-A)",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"50,000,000 RUB",No,,,
62,Valid,"Domestic bonds: MMK, 07 (4-07-00078-A)",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"70,000,000 RUB",No,,,
63,Valid,"Domestic bonds: MMK, 08 (4-08-00078-A)",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"70,000,000 RUB",No,,,
64,Valid,"Domestic bonds: MMK, 09 (4-09-00078-A, RU0007200085)",RU0007200085,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"126,000,000 RUB",No,,,
65,Valid,"Domestic bonds: MMK, 10 (4-10-00078-A, RU0007200093)",RU0007200093,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"126,000,000 RUB",No,,,
66,Valid,"Domestic bonds: MMK, 11 (4-11-00078-A, RU0007200218)",RU0007200218,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"126,000,000 RUB",No,,,
67,Valid,"Domestic bonds: MMK, 12 (4-12-00078-A, RU0007200226)",RU0007200226,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"126,000,000 RUB",No,,,
68,Valid,"Domestic bonds: MMK, 13 (4-13-00078-A, RU0007200234)",RU0007200234,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"126,000,000 RUB",No,,,
69,Valid,"Domestic bonds: MMK, 14 (4-14-00078-A, RU0007200242)",RU0007200242,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"315,000,000 RUB",No,,,
70,Valid,"Domestic bonds: MMK, 15 (4-15-00078-A, RU0007481123)",RU0007481123,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"315,000,000 RUB",No,,,
71,Valid,"International bonds: MMK, 10% 18feb2005, EUR (XS0142648509)",XS0142648509,redeemed,Coupon bonds,1 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,,MMK,"100,000,000 EUR",No,,,10%
72,Valid,"Domestic bonds: MMK, 16 (4-16-00078-A, RU0008631676)",RU0008631676,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MMK,,"300,000,000 RUB",No,,,17%
73,Valid,"Domestic bonds: Bashinformsvyaz, 01 (4-01-00011-A, RU0007202453)",RU0007202453,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Bashinformsvyaz,,"100,000,000 RUB",No,,,
74,Valid,"Domestic bonds: Kalina, 01 (4-01-30306-D, RU0007481149)",RU0007481149,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Kalina,,"70,000,000 RUB",No,,,
75,Valid,"Domestic bonds: Kalina, 02 (4-02-30306-D, RU0008442215)",RU0008442215,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Kalina,,"550,000,000 RUB",No,,,13.85%
76,Valid,"Domestic bonds: KGTS, 05 (4-05-55110-D)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,KGTS,,"30,000,000 RUB",No,,,
77,Valid,"Domestic bonds: KGTS, 07 (4-07-55110-D, RU0008256904)",RU0008256904,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,KGTS,,"30,000,000 RUB",No,,,13.60%
78,Valid,"Domestic bonds: Tattelecom, 02 (4-02-28003-R)",,redeemed,Coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Tattelecom,,"16,000,000 RUB",No,,,
79,Valid,"Domestic bonds: Tattelecom, 03 (4-03-28003-R)",,redeemed,Coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Tattelecom,,"30,000,000 RUB",No,,,
80,Valid,"Domestic bonds: TAIF-TELECOM, 01 (4-01-55301-D)",,redeemed,Coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,TAIF-TELECOM,,"26,978,400 RUB",No,,,
81,Valid,"Domestic bonds: TAIF-TELECOM, 0.02 (4-02-55301-D)",,redeemed,Coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,TAIF-TELECOM,,"120,000,000 RUB",No,,,
82,Valid,"Domestic bonds: OGO Grain Company, 01 (4-01-36005-R, RU0007205514)",RU0007205514,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,OGO Grain Company,,"140,000,000 RUB",No,,,
83,Valid,"Domestic bonds: Taganrog Metallurgical Plant, 01 (4-01-00288-A, RU0007201059)",RU0007201059,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Taganrog Metallurgical Plant,,"50,000,000 RUB",No,,,
84,Valid,"Domestic bonds: Pekar, 01 (4-01-00094-D)",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Pekar,,"25,000,000 RUB",No,,,
85,Valid,"Domestic bonds: Pekar, 02 (4-02-00094-D, RU0008516307)",RU0008516307,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Pekar,,"25,000,000 RUB",No,,,
86,Valid,"Domestic bonds: Rostelecom - Ural, 99 (4-17-00175-A)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rostelecom - Ural,,"20,000,000 RUB",No,,,
87,Valid,"Domestic bonds: Rostelecom - Ural, D3 (4-12-00175-A)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rostelecom - Ural,,"10,000,000 RUB",No,,,
88,Valid,"Domestic bonds: Rostelecom - Ural, 00 (4-18-00175-A)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rostelecom - Ural,,"25,000,000 RUB",No,,,
89,Valid,"Domestic bonds: Rostelecom - Ural, 19 (4-19-00175-A)",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rostelecom - Ural,,"5,000,000 RUB",No,,,
90,Valid,"Domestic bonds: Rostelecom - Ural, 02 (4-106-00175-A, RU0008796651)",RU0008796651,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rostelecom - Ural,,"1,000,000,000 RUB",No,,,17.50%
91,Valid,"Domestic bonds: Dominant Trading, 01 (4-01-36006-R, RU0007215943)",RU0007215943,redeemed,Coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Dominant Trading,,"100,000,000 RUB",No,,,
92,Valid,"Domestic bonds: Mikron, 01 (4-01-00601-A, RU0007485140)",RU0007485140,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Mikron,,"150,000,000 RUB",No,,,
93,Valid,"Domestic bonds: Rabo-Invest, 01 (4-01-36004-R, RU0007498523)",RU0007498523,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
94,Valid,"Domestic bonds: Rabo-Invest, 02 (4-02-36004-R, RU0007498531)",RU0007498531,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
95,Valid,"Domestic bonds: Rabo-Invest, 03 (4-03-36004-R, RU0007498549)",RU0007498549,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
96,Valid,"Domestic bonds: Rabo-Invest, 04 (4-04-36004-R, RU0007498556)",RU0007498556,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
97,Valid,"Domestic bonds: Rabo-Invest, 05 (4-05-36004-R, RU0008623319)",RU0008623319,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
98,Valid,"Domestic bonds: Rabo-Invest, 06 (4-06-36004-R, RU0008623327)",RU0008623327,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
99,Valid,"Domestic bonds: Rabo-Invest, 07 (4-07-36004-R, RU0008623343)",RU0008623343,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
100,Valid,"Domestic bonds: Rabo-Invest, 08 (4-08-36004-R, RU0008623376)",RU0008623376,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
101,Valid,"Domestic bonds: Rabo-Invest, 09 (4-09-36004-R, RU0008623392)",RU0008623392,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
102,Valid,"Domestic bonds: Rabo-Invest, 10 (4-10-36004-R, RU0008623400)",RU0008623400,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
103,Valid,"Domestic bonds: Rabo-Invest, 11 (4-11-36004-R, RU0008623418)",RU0008623418,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
104,Valid,"Domestic bonds: Rabo-Invest, 12 (4-12-36004-R, RU0008623442)",RU0008623442,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rabo-Invest,,"150,000,000 RUB",No,,,
105,Valid,"Domestic bonds: LMK, 01 (4-01-01328-A, RU0007762654)",RU0007762654,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,LMK,,"500,000,000 RUB",No,,,10.94%
106,Valid,"Domestic bonds: Renaissance  Capital-Finance, 01 (4-01-36007-R, RU0007764346)",RU0007764346,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Renaissance  Capital-Finance,,"500,000,000 RUB",No,,,10.14%
