ISIN,NAME
US06051GEM78,BANK AMERI. 12/22
US06051GFT13,BANK AMERI. 2020
US06051GFV68,BANK AMERI. 2021 MTN FLR
US06051GGE35,BANK AMERI. 2023 FLR MTN
US06051GEE52,BANK AMERI. 2021
US06051GGJ22,BANK AMERI. 17/23 FLR MTN
US06051GEH83,BK OF AMER.CORP 2021 MTN
US06051GGK94,BANK AMERI. 17/23 FLR MTN
US06051GGU76,BANK AMERI. 17/21 FLR MTN
US06051GEU94,BANK AMERI. 2023 MTN
US06051GFY08,BANK AMERI. 2022 MTN FLR
US06051GGP81,BANK AMERI. 2021 FLR MTN
US06051GFZ72,BANK AMERI. 2022
US06051GGN34,BANK AMERI. 17/21 FLR MTN
US06050WEU53,BK AMERICA 11/23
US06051GGS21,BANK AMERI. 2021 FLR MTN
US06051GGY98,BANK AMERI. 2022 FLR
US06051GFW42,BANK AMERI. 2021
US06051GGX16,BANK AMERI. 2022 FLR
US06051GHH56,BANK AMERI. 18/22 FLR
US06050TMJ87,BK AMER NA 19/23 FLR MTN
XS1252209322,BK OF CHINA HK 15/20 MTN
XS1371532208,BK OF CHINA HK 16/21 MTN
XS1641476657,BK OF CHINA HK 17/22 MTN
XS1785829687,BK OF CHINA HK 18/23 MTN
XS1830915572,BOC (LDN) 18/21 MTN FLR
XS1832452103,BOC (LDN) 18/23 FLR MTN
XS1437622977,BOC (LUX) 16/21 MTN
XS1978205869,BK CHINA(LU) 19/22 FLRMTN
XS1720540134,BOC (PAR) 17/22 MTN FLR
XS1804839931,BOC (SG) 18/21 FLR MTN
XS1804840194,BOC (SG) 18/23 FLR MTN
XS1910150702,BOC (MACAU) 18/21 MTN FLR
XS1612095387,BK O.COMM.(HK) 17/22 MTN
XS1818652452,BK O.COMM.(HK) 18/21 MTN
XS1818652619,BK O.COMM.(HK) 18/23 MTN
XS2099675964,BK.COMM.(HK) 20/23 FLRMTN
XS1787278933,BK OF ENGLD 18/21MTN REGS
XS1952585898,BK OF ENGLD 19/22MTN REGS
XS0592238876,BK OF INDIA(LDN.BR.)11/21
US06367T7J34,BK MONTREAL 18/20 FLR MTN
US06366RJJ59,BK MONTREAL 12/22 MTN
US06367WJM64,BK MONTREAL 19/22 MTN
US06367WRC90,BK MONTREAL 19/22 MTN
US06367T4W71,BK MONTREAL 18/21 MTN
US06367TG384,BK MONTREAL 2022 MTN
US06367XF305,BK OF MONTREAL 2021 144A
US06367T4X54,BK MONTREAL 18/21 FLR MTN
US06367T7H77,BK MONTREAL 18/20 MTN
USC06156MT45,BK OF MONTREAL 17/22 REGS
USC06156KT62,BK OF MONTREAL 16/21 REGS
US06406HDD89,BK OF NY MELLON 2020 MTN
US06406RAA59,BK OF NY MELLON 2022
US06406RAE71,BK OF NY MELLON 2023
US06406FAA12,BK OF NY MELLON 2021
US06406RAG20,BK OF NY MELLON 2023
US06406HBU23,BK OF NY MELLON 2021 MTN
US06406HBY45,BK OF NY MELLON 11/21 MTN
US06406HDE62,BK OF NY MELLON 2020 FLR
US06406FAB94,BK OF NY MELLON 2021
US06406HDF38,BK OF NY MELLON 2020
US06675GAF28,BQUE F.C.MTL 15/20 REGS
US06675GAH83,BQUE F.C.MTL 16/21 REGS
US06675GAK13,BQUE F.C.MTL 17/20 REGS
US06675GAN51,BQUE F.C.MTL 17/22 FLRMTN
US06675FAF45,BQUE F.C.MTL 2020MTN 144A
US06675GAS49,BFCM 19/22 REGS
US06675GAM78,BQUE F.C.MTL 17/22 REGS
US06675FAS65,BFCM 19/22 144A
US06675GAL95,BQUE F.C.MTL 17/20 FLRMTN
USF0819HE459,BQE PSA FIN    11/21 REGS
USP48864AC94,BARBADOS 01/21 REGS
USP48864AD77,BARBADOS 10/22 REGS
US06739FJK84,BARC      18/21 FLR
US06739GBP37,BARC 2020
US06739GCR83,BARCLAYS BK 20/22
US06739FJJ12,BARC 18/21
US06740L8C27,BARC 12/22
US06739FFU03,BARC 2021 MTN 144A
XS0432830734,BARC 09/21 MTN REGS
XS0543378094,BARCLAYS BK 10/20 MTN
US06738EAL92,BARCLAYS 16/21
US06738EBF16,BARCLAYS 18/23 FLR
US06738EAS46,BARCLAYS 17/23
US06738EBE41,BARCLAYS 18/23 FLR
US06738EAT29,BARCLAYS 17/23 FLR
CH0353427997,BASLER KT.BK 17-22
USC96729AB14,BAUSCH HEALTH 15/23 REGS
USC94143AE14,BAUSCH HEALTH COS 15/23
US07177MAL72,BAXALTA 2022
USU07237AF48,BAXALTA 15/22 REGS
US071813BF59,BAXTER INTL 12/22
USY711AJAA00,BAYAN RES. 20/23 REGS
US07274NAA19,BAY.US FI.II. 2021 144A
US07274NAV55,BAY.US FI.II 2022 144A
US07274NAC74,BAY.US FI.II. 2021 FLR
USU07265AA63,BAY.US FI.II. 18/21 REGS
USU07265AL29,BAY.US FI.II. 18/21 REGS
USU07265AB47,BAY.US FI.II. 18/21 FLR
USU07265AM02,BAY.US FI.II. 18/22 REGS
USU07264AF85,BAYER US FIN. 14/21 REGS
US073730AB92,BEAM SUNTORY INC. 2023
US073730AE32,BEAM SUNTORY INC. 12/22
US073730AA10,BEAM SUNTORY INC. 2021
US073730AG89,BEAM SUNTORY INC. 13/23
US075887AW93,"BECTON,DICKINS. 10/20"
US075887BU29,"BECTON,DICKINS. 2022 FLR"
US075887BA64,"BECTON,DICKINS. 11/21"
US075887BT55,"BECTON,DICKINS. 2022"
XS1792571652,BEIJING CAP.POLAR. 18/21
XS1805357487,BEIJING ENT.WATER 18/23
XS1612471117,BEIJING GAS SG CAP.17/22
XS1634369067,BELARUS 17/23 REGS
US081437AH87,BEMIS COMPANY INC. 2021
USU0740LAD74,BERKSHIRE H.E. 18/21 REGS
US084664BZ33,BERKSHIRE HATH.FIN.13/20
US084664BQ34,BERKSHIRE HATH.FIN. 2021
US084670BJ68,BERKSHIRE HATHAWAY 13/23
US084664BT72,BERKSHIRE HATH.FIN. 12/22
US084670BR84,BERKSHIRE HATH.INC.16/23
US084670BQ02,BERKSHIRE HATH.INC.16/21
US084670BF47,BERKSHIRE HATHAWAY 12/22
US084670BC16,BERKSHIRE HATHAWAY 11/21
USG10367AA14,BERMUDA 12/23 REGS
US086516AL50,BEST BUY CO. 2021
XS0848436365,BHARAT PETRO 12/22
US08861JAA79,BHARTI AIRT.INTL(NL)2023
USN1384FAA32,BHARTI AIRT.INTL(NL)13/23
US06846NAD66,BILL BARRETT CORP. 2022
US090572AP34,BIO-RAD LABS 2020
IT0005328692,BIOERA SPA 18-21
US09062XAE31,BIOGEN INC. 15/22
XS1261825894,BIZ FINANCE 15/23FLR REGS
XS1261825977,BIZ FINANCE 15/22 REGS
XS1405888576,BSTDB 16/21 MTN REGS
US09247XAJ00,BLACKROCK INC. 12/22
US09247XAH44,BLACKROCK INC. 2021
USU0925QAA95,BLACKST.HLDGS FIN. 12/23
US093662AE40,BLOCK FINANCIAL 12/22
US093662AF15,BLOCK FINANCIAL 15/20
XS1496345684,BLUEST.FI.HLDGS 16/21
US096630AC28,BOARDWALK PIPE. 2023
US097023BW42,BOEING CO. 18/23
US097023BM69,BOEING CO. 2020
US097023BQ73,BOEING CO. 16/23
US097023BT13,BOEING CO. 17/22
US097023AD79,BOEING CO. 2021
US097023CG82,BOEING 19/22
US097023BN43,BOEING CO. 2022
US097023BG91,BOEING CO. 2021
US097023CS21,BOEING 20/23
USP37878AA69,BOLIVIEN 12/22 REGS
US097751AY72,BOMBARDIER INC. 2022 144A
US097751BJ96,BOMBARDIER INC.2022 144A
US097751BP56,BOMBARDIER INC. 2021 144A
US097751BF74,BOMBARDIER INC. 2023 144A
USC10602AR84,BOMBARDIER INC.12/22 REGS
USC10602BB24,BOMBARDIER INC.16/21 REGS
USC10602AY36,BOMBARDIER INC.14/22 REGS
USC10602AW79,BOMBARDIER INC.13/23 REGS
LU1448474582,BOND HOUSE COMP.II 16/21
NO0010810054,BOREALIS FIN. 17-22
US099724AG17,BORGWARNER INC. 2020
NO0010822935,BORR DRILLING 18/23 CV
US10112RAS31,BOSTON PROP. 2021
US10112RAU86,BOSTON PROP. 2023
US101137AQ02,BOSTON SCIENTIFIC 15/22
US105756BU30,BRAZIL 12/23
US105756BH29,BRAZIL 05/18
US105756BS83,BRAZIL 10/21
USG1315RAG68,BRASKEM FIN. 12/22 REGS
US10554TAA34,BRASKEM NETH. 2023 144A
USN15516AA01,BRASKEM NETH. 17/23 REGS
XS1198278258,BOND HOUSE COMP.II 15/22
DE000A1Z3XQ6,BRENNTAG FIN. 15/22 XW
DE000A1Z3XP8,BRENNTAG FIN. 15/22 WW
US109043AG42,BRIGGS AND STRATTON 2020
XS1508782098,BRIGHT GALAXY INT. 16/21
US110122AA65,BRISTOL-MYERS 2023 15.06
US110122BY33,BRISTOL-MYERS 19/22 144A
US110122BX59,BRISTOL-MYERS 19/21 144A
US110122AT56,BRISTOL-MYERS 12/22
USU11009BF03,BRISTOL-MYERS 19/22 FLR
USU11009AX28,BRISTOL-MYERS 19/21 REGS
USU11009AY01,BRISTOL-MYERS 19/22 REGS
USU11009BE38,BRISTOL-MYERS 19/20 FLR
US26885GAB59,BRISTOW GROUP 2022
US11070TAB44,BRIT. COL.PROV. 12/22
US110709BN11,BRIT. COL.PROV. 11/21
XS0034394709,B.TRANSC.I.F 91/21 ZERO
US11120VAB99,BRIXMOR OPE.PAR. 2022
US11134LAM19,BROADCOM/KY FIN. 18/23
US11134LAD10,BROADCOM/KY FIN. 18/22
US11134LAK52,BROADCOM/KY FIN. 18/21
USU1108LAE93,BROADCOM/KY FIN.17/21REGS
USU1108LAB54,BROADCOM/KY FIN. 17/22
US11135FAA93,BROADCOM 19/21 144A
USU1109MAA46,BROADCOM 19/21 REGS
USU1109MAC02,BROADCOM 19/22 REGS
US11133TAB98,BROADRIDGE FIN. 13/20
US118230AJ01,BUCKEYE PARTNERS 2021
USU09010AC08,BUENA VIST.GAM.18/23 REGS
US11942GAC69,BUENOS AIRES 2021 144A
XS1191130753,BUENOS AIRES 15/21 REGS
XS0584493349,BUENOS AIR. 11/21 REGS
XS1244682057,BUENOS AIR. 15/21 144A
XS0584497175,BUENOS AIR. 11/21 144A
XS1244682487,BUENOS AIR. 15/21 REGS
XS1566193295,BUENOS AIR. 17/23 REGS
XS1566193378,BUENOS AIR. 17/23 144A
US120568AW02,BUNGE LTD.FIN. 2020
US120568AY67,BUNGE LTD.FIN. 17/22
XS1489409240,BURGAN SEN.SPC 16/21 MTN
US12189LAD38,BURLINGTON NORTHERN 2021
US12189LAF85,BURLINGTON NORTHERN 2021
US12189LAH42,BURLINGTON NORTH.S. 2022
US12189LAM37,BURLINGTON NORTHERN 13/23
US12189LAL53,BURLINGTON NORTHERN 2022
US122014AE34,CONOCOPHILLIPS 2021
US12673PAH82,CA INC. 17/22
XS0356521160,CA ELECTR.CAR.08/18 REGS
XS1321976950,CBD (CAYMAN) 15/20 MTN
US12504PAF71,CBOM FINANCE 2023 144A
XS1510534677,CBOM FINANCE 16/21 REGS
XS1759801720,CBOM FINANCE 18/23 REGS
XS1432416029,CBQ FINANCE 16/21 MTN
XS1825455030,CBQ FINANCE 18/23 MTN
US14987BAE39,CC HLDGS GS V 2023
XS1422840733,CBBL CY 1 16/21 MTN
XS1262889998,CCBL (CAYMAN) CORP. 15/20
USU12501AW95,CCO HLDGS 17/23 REGS
XS1460660035,CDBI TREASURE I 16/21 MTN
XS1703056470,CDBL FUND.1 17/23 MTN
XS1650055624,CDBL FUND.2 17/22 MTN
XS1650054734,CDBL FUND.2 17/20 MTN
XS1932372151,CDBL FUND. 2 19/22 MTN
XS0764313614,CEZ AS 12/22 REGS
US12527GAC78,CF INDUSTRIES  2023
XS1835626810,CFLD (CAYMAN)I. 18/21
XS1860402954,CFLD (CAYMAN)I. 18/21
USU15826AB34,CGG HLDG (US) 18/23 REGS
US204384AB76,CGG SA 11/21
XS1725552928,CGNPC INT.17/22
US12543DAV29,CHS/COMM.HEALTH SYS 14/22
XS1852578431,CICC HK FIN.18/21 FLR MTN
XS1513700127,CIFI HLDGS GROUP 17/22
XS1801151371,CIFI HLDGS GROUP 18/21
XS1578089234,CIMB BK BERHAD 17/22 MTN
USQ55038AA33,CIMIC FINAN.US 2022 REGS
US125581GQ55,CIT GROUP INC.NEW 12/22
US125581GV41,CIT GROUP INC. NEW 2021
XS0520490672,CN CITIC BK I. 10/20 MTN
XS0836465608,CITIC 12/23 MTN
XS0611586263,CITIC 11/21
XS1431266847,CITIC 16/21 MTN
XS1570263647,CITIC 17/22 MTN
US25159XAB91,CJSC DEV.BK KAZAKHS.2022
XS0860582435,CJSC DEV.BK KAZAKHS.12/22
USG2177UAA72,CK HUTCH.INTL 17/22 REGS
USG2178XAB85,CK HT.INT(17)II 17/23REGS
XS0846197019,CLP POW.H.K.FIN.12/23 MTN
XS1522927752,CMBLEMTN 1 16/21 MTN
US125896BK56,CMS ENERGY 2022
US126117AR10,CNA FIN. 2021
XS1644429695,CNAC (HK) FIN. 17/22
XS1644428614,CNAC (HK) FIN. 17/20
US12592BAG95,CNH INDUST.CAP. 2021
US12592BAE48,CNH IND.CAP. 2020
US12592BAF13,CNH INDUST.CAP. 16/21
USG2353WAA92,CNOOC FIN. 11/21 REGS
USG23530AA92,CNOOC FIN. 12/22 REGS
US12625GAC87,CNOOC FIN. 13/23
US12634MAD20,CNOOC FIN.(15) US 18/23
USG22004AB41,CNPC GENL CAP. 12/22 REGS
USG22004AE89,CNPC GENL CAP. 13/23 REGS
USG21895AB60,CNPC (HK) OVERS. C. 11/21
US20854PAL31,CNX RESOURCES 2022
XS0858461758,COSCO FIN.(2011) 12/22
XS0875624099,COSCO SHIP.PORT.FIN.13/23
XS1267602214,COSL SINGAP.CAP.15/20 MTN
US22411WAJ53,CPPIB CAP. 19/21 MTN REGS
XS0928126340,CRCC YUXIANG 13/23 REGS
US12626PAL76,CRH AMERICA 2021
US126307AF48,CSC HLDGS LLC 11/21
XS1322367985,CSCEC FIN (KY) 15/20
XS1430445210,CSCEC FI.KY II 16/21
XS1634368507,CSCEC FI.KY II 17/22
US12644VAB45,CSN RESOURCES  2023 144A
USL21779AC45,CSN RESOURCES  18/23 REGS
USL21779AF75,CSN RES 19/23 3 REGS
USL21779AA88,CSN RESOURCES  10/20 REGS
US126408GV99,CSX CORP. 2021
US126650CJ78,CVS HEALTH 15/20
US126650BZ20,CVS HEALTH 12/22
US126650DD99,CVS HEALTH 18/21 FLR
US126650CT50,CVS HEALTH 16/21
US126650DC17,CVS HEALTH 18/21
US126650BW98,CVS HEALTH 2021
US126650CV07,CVS HEALTH 18/23
US126650CK42,CVS HEALTH 15/22
US12686CBB46,CABLEVISION SYST. 12/22
US127055AH48,CABOT CORP. 12/22
FR0010956565,CADES 10/20 MTN
XS1188127788,CADES 15/22 MTN REGS
XS1266786810,CADES 15/20 MTN REGS
XS1383509160,CADES 16/21 MTN REGS
XS1760094034,CADES 18/21 MTN REGS
FR0013295912,CAISSE D DEPOTS E.C.17-20
FR0013396843,CSSE DEP.CON 19/22 MTN
FR0013482544,CSSE DEP.CON 20/23 MTN
US12803X2B68,CAIXA EC.FED. 12/22 REGS
US128195AH70,CALATLANTIC GROUP 2021
US85375CBB63,CALATLANTIC GROUP 11/21
US13057QAD97,CALIFORNIA RES. 2021
USU1303AAD82,CALIFORNIA RES. 15/22REGS
US131477AL51,CALUMET SP./FIN. 14/22
US134429AG44,CAMPBELL SOUP CO. 2021
US134429BC21,CAMPBELL SOUP CO.18/21FLR
US134429BE86,CAMPBELL SOUP CO. 18/23
US134429AY59,CAMPBELL SOUP CO. 12/22
US134429BD04,CAMPBELL SOUP CO. 18/21
US135087H643,CDA 17/22
US135087J706,CANADA 19/22
US136069XY29,CANADIAN IMP. BK 18/21
US136069XZ93,CANADIAN IMP.BK 18/21 FLR
US136069TY74,CANADIAN IMP. BK 17/22
US136069VX63,CANADIAN IMP. BK 17/20
US136069KL45,CANADIAN IMP.BK 2020 144A
USC2428PBG57,CANADIAN IMP.BK 15/20REGS
USC2428PBL43,CIBC 18/21 MTN REGS
US13607GRK21,CIBC TOR 20/23
US136385AR22,CDN NATURAL RES 11/21
US136385AW17,CANADIAN NAT.RES. 17/23
US136440AL88,CDN PAC. 2021
US13645RAK05,CAN.PAC.RAILWAY 2023
US13645RAP91,CAN.PAC.RAILWAY 11/22
XS1628031582,CANARA BK (LDN) 17/22 MTN
XS1867060722,CAPITAL ENVIRO.HLDG 18/21
US140420NB24,CAPITAL ONE BANK 2023
US14040HBR57,CAPITAL ONE FINL 17/20
US14040HBU86,CAPITAL ONE FINL 18/23
US14040HAY18,CAPITAL ONE FINL 11/21
US14040HBY09,CAPITAL ONE FINL 18/21
US14040HCD52,CAP.ONE FINL 20/23
US14042E3Y48,CAP.ONE N.A. 2021
US14042RBT77,CAP.ONE N.A. 2021
XS0831700421,CAPITALD TR. 12/22 MTN
XS1991398352,CAR 19/22 REGS
US14149YBG26,CARDINAL HEALTH 17/22 FLR
US14149YBF43,CARDINAL HEALTH 17/22
US14149YAY41,CARDINAL HEALTH 13/23
US14149YAT55,CARDINAL HEALTH 2020
US14149YAV02,CARDINAL HEALTH 12/22
USU14178EB60,CARGILL 18/23 REGS
US143658BA91,CARNIVAL 2020
USP2121VAE40,CARNIVAL CRP 20/23 REGS
US144285AJ27,CARPENTER TECHNOLOGY 2021
US144285AK99,CARPENTER TECHNOLOGY13/23
FR0013261062,CARREFOUR 17/23 ZO CV
US14913Q3A59,CATERP.F.SV. 19/22 MTN
US14913Q2B42,CATERP.FIN.SER. 17/20 FLR
US14913Q2G39,CATERP.FIN.SER. 2021 MTN
US14912HTS93,CATERP.FIN.SER. 2020
US14913Q2T59,CATERP.F.SV. 19/22 MTN
US14913Q2U23,CATERP.F.SV. 19/20 FLRMTN
US14913Q2X61,CATERP.F.SV. 19/21 FLRMTN
US14912HTB68,CATERP.FIN.SER. 2020
US14913Q2L24,CATERP.FIN.SER. 2023 MTN
US14912L6N62,CATERP.FIN.SER. 15/20 MTN
US14913Q2P38,CATERP.FIN.SER. 2021 FLR
US14913Q2N89,CATERP.FIN.SER. 2021 MTN
US14913Q2Q11,CATERP.F.SV. 18/20 MTN
US14912HUD06,CATERP.FIN.SER. 2021
US14913Q2A68,CATERP.FIN.SER. 17/20 MTN
US14913Q2E80,CATERP.FIN.SER. 2022 MTN
US14913Q2H12,CATERP.FIN.SER.2021 FLR I
US14913Q3C16,CATERP.F.SV. 20/22 MTN
US14913QAA76,CATERP.FIN.SER. 2022 MTN
US14913QAB59,CATERP.FIN.SER. 2022FLR I
US14912HUT57,CATERP.FIN.SER. 2021
US14912L5F48,CATERP.FIN.SER. 2022 MTN
US14912L5Q03,CATERP.FIN.SER. 13/23 MTN
US14913Q2W88,CATERP.F.SV. 19/21 MTN
US14912L6E63,CATERP.FIN.SER. 2021 MTN
US14912L7D71,CATERP.FIN.SER.17/21 MTN
US14913Q2Z10,CATERP.F.SV. 19/21 FLRMTN
US149123BV25,CATERPILLAR INC. 2021
US149123BX80,CATERPILLAR INC. 12/22
US149123AZ48,CATERPILLAR INC. 2021
US15089QAD60,CELANESE US 2022
US15089QAC87,CELANESE US 2021
US151020AQ72,CELGENE 15/20
US151020AR55,CELGENE 15/22
US151020AH73,CELGENE 12/22
US151020BC77,CELGENE 18/21
US151020BA12,CELGENE 18/23
US151020AE43,CELGENE 2020
US151020AX24,CELGENE 17/23
US151191AW36,CELULOSA ARAUCO 2022
US15135UAG40,CENOVUS ENG. 12/22
US15135BAD38,CENTENE CORP. 2022
US15189WAK62,CENTERP.ENER.RESOUR. 2023
US15189XAL29,CENTERP.EN.H.EL. 2022 V
US15189TAT43,CENTERPNT ENER. 18/21
US15189WAG50,CENTERP.ENER.RES. 2021
US15234QAL23,CENTR.EL.BRASIL.2021 144A
USP22854AG14,CENTR.EL.BRASIL.11/21REGS
XS1219965297,CENT.CHINA REAL EST.15/21
XS1809984625,CENT.CHINA REAL EST.18/20
XS1391407969,CENTRAL NIPPON E. 16/21
XS1280960276,CENTRAL NIPPON E. 15/20
XS0975608208,CENTRICA 13/20 MTN FLR
US156700AS50,CENTURYLINK INC.12/22 S.T
US156700AR77,CENTURYLINK INC. 2021 S.S
XS1876071751,CHALCO HK IN. 18/21
XS0875871690,CHAMPION MTN 13/23 MTN
US808513AV74,CHARLES SCHWAB 18/21 FLR
US808513AD76,CHARLES SCHWAB 2020
US808513AW57,CHARLES SCHWAB 18/21
US808513AT29,CHARLES SCHWAB 17/23
US161175BB96,CHAR.COM.OPER. 16/22
US161175AX26,CHAR.COM.OPERAT. 16/20
USU16109AK39,CHAR.COM.OPERAT.15/20REGS
USU16109AL12,CHAR.COM.OPER. 15/22 REGS
NO0010814593,CHEMBULK HOLD. 18-23
US165167CN50,CHESAPEAKE EN. 2022
US165167CL94,CHESAPEAKE EN. 2023
US165167BU03,CHESAPEAKE EN. 06/20
US165167CG00,CHESAPEAKE EN. 2021
US165167CK12,CHESAPEAKE EN. 2021
US165167CF27,CHESAPEAKE EN. 2020
US166764AU41,CHEVRON 2022 FLR
US166764BF64,CHEVRON 16/21 FLR
US166764AB69,CHEVRON 12/22
US166764BK59,CHEVRON 16/23
US166764BV15,CHEVRON CORP 20/23
US166764AH30,CHEVRON 13/23
US166764AY62,CHEVRON 15/20
US166764BG48,CHEVRON 16/21
US166764AG56,CHEVRON 13/20
US168863AV04,CHILE 10/20
US168863AW86,CHILE 11/21
US168863BN78,CHILE 12/22
XS1768437300,CN AOYUAN PPTY GRP 18/21
XS1876052025,CN AOYUAN PPTY GRP 18/21
XS1733221516,CN CITIC BK 17/22
XS1733220898,CN CITIC BK 17/20
XS1733220112,CN CITIC BK  17/20 FLR
XS1573134522,CH.CINDA FI.(2017)I 17/22
XS1727231281,CCB (HK) 17/20 MTN
XS1727497049,CCB (HK) 17/22 MTN
XS1832936055,CCB (HK) 18/21 FLR MTN
XS1832939406,CCB (HK) 18/23 FLR MTN
XS1880301228,CCB (HK) 18/21 FLR MTN
XS2066780466,CCB (HK) 19/22 FLR MTN
XS1301292261,CHINA DEV.BK 15/20 MTN
XS1422299518,CHINA DEV.BK 16/21 MTN
XS1711039591,CHINA DEV.BK 17/22 MTN
XS1553211134,CHINA DEV.BK 17/22 MTN
XS1513492188,CDB (HK) 16/21 MTN
XS1573944870,CDB (HK) 17/22 FLR MTN
XS1524892939,CH.ENER.RES.CHEM. 16/19
XS1580431143,CHINA EVERGR.GR. 17/22
XS1627599142,CHINA EVERGR.GR. 17/21
XS1627599498,CHINA EVERGR.GR. 17/23
XS2106834299,CHINA EVERG. 20/23
XS1982036961,CHINA EVERG. 19/22
XS1508917017,CH.G.W.I.HLD.III 16/21MTN
XS1819966687,CH.G.W.I.HLD.III 18/23MTN
XS1822346646,CH.HUAD.OVERS.18 18/23
XS1822860521,CMB (HK) 18/21 MTN FLR
XS2014290485,CMB (LUX) 19/22 FLR MTN
XS0775625246,CHINA MERCH.FIN. 12/22
XS1245197998,CHINA MERCH.FIN. 15/20
XS0508012092,CHINA OVER.FIN.II 10/20
XS0852986156,CHINA OV.F.(KY)V 12/22
XS1811821054,CHINA OVER.FIN.VII 18/23
XS1823212904,CN OVERS.GR.OCEA.IV 18/21
XS0880288997,CN RAIL.RES.HUIT. 13/23
XS1648466016,CHINA RAI.XU.CO. 17/22
XS1572895198,CHINA REINS FIN 17/22
USG2113BAA64,CHINA RES.GAS GRP 12/22
XS1795479291,CHINA SCE GRP HLDGS 18/21
XS1488049740,CN SOUTH CITY HLGS 16/21
XS1821885578,CN SOUTH CITY HLGS 18/20
USG2120QAB26,CHINA S.P.G.I.FIN. 17/22
XS0856597314,CN TAIPING CAP. 12/22
XS1556165477,CHINA WAT.AFF.GRP 17/22
XS1706605109,"CHINA, VOLKSREP. 17/22"
XS2084424063,CHINA 19/22
XS1587397479,CHINALCO CAP.H. 17/22
US169905AE60,CHOICE HOTELS INT 2022
XS1442177561,CHONGQ.N.U.C.D.16/21 REGS
XS1831038143,CHOUZHOU INV 19/22
US00440EAU10,CHUBB INA HLDGS 15/22
US00440EAT47,CHUBB INA HLDGS 15/20
US171340AH58,CHURCH + DWIGHT 12/22
USP28611AA29,CIELO S.A. 19/22 REGS
US17178VAA98,CIELO USA  19/22 144A
USU1714UAA35,CIELO USA  19/22 REGS
US125523AE07,CIGNA CORP. 18/21
USU4058LAB90,CIGNA CORP. 18/20 REGS
USU4058LAD56,CIGNA CORP. 18/21 REGS
US125509BS73,CIGNA 11/22
US171870AK44,CINCINNATI BELL 2023
US172441AZ03,CINEMARK USA 2023
US172441AX54,CINEMARK USA 2022
US17275RAX08,CISCO SYSTEMS 15/20
US17275RBJ05,CISCO SYSTEMS 16/21
US17275RAV42,CISCO SYSTEMS 15/22
US17275RBD35,CISCO SYSTEMS 16/21
US17275RBE18,CISCO SYSTEMS 16/23
US17275RAP73,CISCO SYSTEMS 14/21
US17288XAA28,CITADEL 2023 144A
USU1569XAA38,CITADEL 17/23 REGS
US17325FAM05,CITIBANK 2021 FLR
US17325FAK49,CITIBANK 2020 FLR
US17325FAJ75,CITIBANK 2020
US17325FAR91,CITIBANK 18/21 FLR
US17325FAQ19,CITIBANK 18/21
US17325FAL22,CITIBANK 2021
US172967GK16,CITIGROUP INC. 13/22
US172967KB60,CITIGROUP 15/20
US172967KC44,CITIGROUP INC 15/20 FLR
US172967LH22,CITIGROUP INC. 17/22 FLR
US172967LR04,CITIGROUP INC. 17/22 FLR
US172967GL98,CITIGROUP INC. 13/23
US172967LQ21,CITIGROUP INC. 17/22
US172967FT34,CITIGROUP INC. 11/22
US172967KL43,CITIGROUP INC 16/21 FLR
US17308CC380,CITIGROUP 19/22 FLR
US172967KV25,CITIGROUP INC. 16/21
US17308CC463,CITIGROUP 19/22 FLR
US172967FF30,CITIGROUP INC. 2020
US172967GT25,CITIGROUP INC. 13/23
US172967KW08,CITIGROUP INC 2021 FLR
US172967KK69,CITIGROUP INC. 2021
US172967LV16,CITIGROUP INC 18/23 FLR
US172967LG49,CITIGROUP INC. 17/22
US17401QAN16,CITIZENS BK 2020 MTN
US17401QAQ47,CITIZENS BK 18/23 MTN
US17401QAE17,CITIZENS BK 2021 MTN
US174610AN57,CITIZENS FIN.GRP 16/21
US18538RAG83,CLEARWTR PAPER 13/23
USU18519AD79,CLEAVER-BROOKS 17/23 REGS
XS2032636784,COASEMERALD 19/22
US191219AP96,COCA-COLA REFR. USA  2022
US191219AQ79,COCA-COLA REFR. USA  2022
US19416QDY35,COLGATE-PALMOL. 2021 MTN
US19416QEC06,COLGATE-PALMOL. 13/23 MTN
US19416QEL05,COLGATE-PALMOL. 17/22 MTN
US19416QDR83,COLGATE-PALMOL. 2020 MTN
US19416QEA40,COLGATE-PALMOL. 2023 MTN
USP28768AA04,COLOMBIA TELEC.12/22 REGS
US00209TAB17,COMCAST CAB.COM.HLD. 2022
US20030NBD21,COMCAST 12/22
US20030NBR17,COMCAST 16/23
US20030NCV10,COMCAST 18/20 FLR
US20030NBV29,COMCAST 16/22
US20030NCW92,COMCAST 18/21 FLR
US20030NBF78,COMCAST 13/23
USP30179AJ79,COMISION FED. EL. 11/21
US201723AK97,COMMERCIAL METALS 2023
XS1332520292,COBA MINIMAX IHS360 15/20
US2027A0JX81,COMMONW.BK AUSTR. 2023MTN
US2027A1JX64,COMMONW.BK AUSTR.18/23MTN
US20271BAF22,COMMONW.BK AUST.15/20 MTN
US2027A1JQ14,COMMONW.BK AUSTR.17/20FLR
US2027A1JY48,COMMONW.BK AUSTR.18/23FLR
US2027A1JR96,COMMONW.BK AUSTR.17/22MTN
US2027A1JS79,COMMONW.BK AUSTR.17/22FLR
US2027A1JP31,COMMONW.BK AUSTR.17/20MTN
