,ISIN,NAME
341,XS0940711947,Iberdrola International B.V. EO-Medium-Term Notes 2013(20)
342,DE000A161Y52,Joh. Friedrich Behrens AG Anleihe v.2015(2017/2020)
343,USG8185TAA72,Sinochem Overseas Cap.Co.Ltd. DL-Notes 2010(10/20) Reg.S
344,XS0992638220,Tesco Corp. Treas. Serv. PLC EO-Medium-Term Nts 2013(20/20)
345,XS0993248052,National Australia Bank Ltd. EO-Med.-Term Notes 2013(20)
346,XS1316037545,Santander Consumer Finance SA EO-Medium-Term Nts 2015(20)
347,XS0854400800,Enexis Holding N.V. EO-Medium-Term Notes 2012(20)
348,FR0011625441,LVMH Mo&#235;t Henn. L. Vuitton SE EO-Med.Term Notes 2013(13/20)
349,XS0992602465,BSH Hausger&#228;te GmbH Anleihe v.2013 (2020)
350,US98978VAJ26,Zoetis Inc. DL-Notes 2015(15/20)
351,DE000A2DACY4,FMS Wertmanagement MTN.-IHS Serie 50141 v.17(20)
352,US037833DJ68,Apple Inc. DL-Notes 2017(17/20)
353,US025537AH42,American Electric Power Co.Inc DL-Notes 2017(20) Ser. G
354,DE000DHY4176,Deutsche Hypothekenbank FLR-MTN-IHS S.417 v.13(20)
355,USU9273ACD55,Volkswagen Grp America Fin.LLC DL-Notes 2018(18/20) Reg.S
356,USU9273ACL71,Volkswagen Grp America Fin.LLC DL-FLR Notes 2018(20) Reg.S
357,US191216AR14,"Coca-Cola Co., The DL-Notes 2010(10/20)"
358,US893830AY53,Transocean Inc. DL-Notes 2010(10/20)
359,US816851AX75,Sempra Energy DL-Notes 2015(15/20)
360,US582839AJ52,Mead Johnson Nutrition Co. DL-Notes 2015(15/20)
361,US36164QMS48,GE Capital Internat. Funding DL-Med.-T.Nts 2016(16/20)
362,XS1909193077,Allergan Funding SCS EO-FLR Notes 2018(20)
363,XS0993266625,General Mills Inc. EO-Notes 2013(13/20)
364,US046353AK44,AstraZeneca PLC DL-Notes 2015(15/20)
365,FR0013053055,RCI Banque S.A. EO-Med.-Term Notes 2015(15/20)
366,XS1321956333,BMW Finance N.V. EO-Medium-Term Notes 2015(20)
367,XS1323028479,Vodafone Group PLC EO-Med.-Term Notes 2015(20)
368,US166764AY62,Chevron Corp. DL-Notes 2015(15/20)
369,XS1719154657,Diageo Finance PLC EO-Med.-Term Notes 2017(20/20)
370,XS0993993921,Coventry Building Society EO-Notes 2013(20)
371,XS0235372140,Eesti Energia AS EO-Bonds 2005(20)
372,XS0995111761,Achmea B.V. EO-Medium-Term Notes 2013(20)
373,XS0995022406,FCE Bank PLC LS-Medium-Term Notes 2013(20)
374,XS1322367985,CSCEC Finance (Cayman) I Ltd. DL-Notes 2015(20)
375,XS0995040051,Anglo American Capital PLC EO-Medium-Term Notes 2013(20)
376,XS0995811741,Sabic Capital I B.V. EO-Notes 2013(20)
377,XS1843449981,Takeda Pharmaceutical Co. Ltd. EO-Notes 2018(18/20) Reg.S
378,XS1843450138,Takeda Pharmaceutical Co. Ltd. EO-FLR Notes 2018(20) Reg.S
379,XS0780063235,Tesco Personal Finance PLC LS-Medium-Term Notes 2012(20)
380,XS1720540217,Bank of China Ltd. (Paris Br.) EO-FLR Med.-T. Notes 2017(20)
381,US855244AL32,Starbucks Corp. DL-Notes 2017(17/20)
382,FR0010967216,Danone S.A. EO-Medium-Term Notes 2010(20)
383,XS1088278400,Co&#246;peratieve Rabobank U.A. AD-Medium-Term Notes 2014(20)
384,US539830BF54,Lockheed Martin Corp. DL-Notes 2015(15/20)
385,US961214CS01,Westpac Banking Corp. DL-Notes 2015(20)
386,XS1492457236,Mylan N.V. EO-Notes 2016(16/20)
387,FR0013298387,Veolia Environnement S.A. EO-Med.-Term Nts 2017(17/20)
388,CH0341440326,Rallye S.A. SF-Medium-Term-Notes 2016(20)
389,XS1324217733,ING Bank N.V. EO-Medium-Term Notes 2015(20)
390,XS1720936043,Mercedes-Benz Austral./Pac.Pty AD-Medium-Term Nts 2017(20)
391,XS1716208647,JIC Zhixin Ltd. EO-Notes 2017(20)
392,US05565QDT22,BP Capital Markets PLC DL-FLR Notes 2019(20)
393,XS0562852375,BNP Paribas S.A. EO-Medium-Term Notes 2010(20)
394,XS0993259844,Coca-Cola Amatil Ltd. AD-Medium-Term Notes 2013(20)
395,DE000A14J579,thyssenkrupp AG Medium Term Notes v.15(20/20)
396,XS1324923520,Soci&#233;t&#233; G&#233;n&#233;rale S.A. EO-Medium-Term Notes 2015(20)
397,XS1325080890,Santander UK PLC EO-Medium-Term Notes 2015(20)
398,FR0011637024,IMERYS S.A. EO-Med.-Term Notes 2013(13/20)
399,XS0997342562,ABN AMRO Bank N.V. EO-Medium-Term Notes 2013(20)
400,XS1900228971,KWG Group Holdings Ltd. DL-Notes 2018(20)
401,XS1914936999,ING Bank N.V. EO-FLR Med.-Term Nts 2018(20)
402,XS0997520258,Credit Agricole S.A. (Ldn Br.) EO-Medium-Term Notes 2013(20)
403,XS0997484430,Petr&#243;leos Mexicanos (PEMEX) EO-Med.-T. Nts 2013(20) Reg.S
404,XS1723613581,ALD S.A. EO-FLR Med.-T.Notes 2017(20)
405,XS1914503021,Stryker Corp. EO-FLR Notes 2018(20)
406,US581557BM66,McKesson Corp. DL-Notes 2018(18/20)
407,CH0255893049,Glencore Finance (Europe) Ltd. SF-Medium-Term Notes 2014(20)
408,XS1725553736,Tewoo Group No. 4 Ltd. DL-Notes 2017(20)
409,US428236BF92,HP Inc. DL-Notes 2010(10/20)
410,US910047AG49,United Airlines Holdings Inc. DL-Notes 2013(13/20)
411,XS0999475196,DVB Bank SE MTN-IHS v.2013(2020)
412,FR0013064755,HSBC France S.A. EO-Medium-Term Notes 2015(20)
413,XS0861594652,AT &amp; T Inc. EO-Notes 2012(13/20)
414,XS1000918018,Louis Dreyfus Company B.V. EO-Notes 2013(20)
415,XS1076016432,Daimler Intl Finance B.V. LS-Medium Term Notes v.14(20)
416,XS1726328310,HongKong Intl (Qingdao)Co.Ltd. DL-Notes 2017(20)
417,XS1727231281,China Constr.Bk Corp.(HK Br.) DL-Medium-Term Notes 2017(20)
418,XS1917808849,Westpac Banking Corp. EO-FLR Med.-Term Nts 2018(20)
419,DE000CZ40NL4,Commerzbank AG FLR-MTN Ser.919 v.18(20)
420,XS0237323943,"Procter &amp; Gamble Co., The EO-Notes 2005(20)"
421,DE000A19S4T0,Allianz Finance II B.V. EO-FLR Med.-Term Notes 17(20)
422,DE000DL19TX8,Deutsche Bank AG FLR-MTN v.17(20)
423,XS1728622090,Gansu Prov.H.Av.T.I.Gr.Co.Ltd. EO-Notes 2017(20)
424,AU3CB0249183,Toyota Finance Australia Ltd. AD-Medium-Term Notes 2017(20)
425,US94974BGS34,Wells Fargo &amp; Co. DL-FLR Med.-Term Nts 2015(20)
426,US14913Q2Q11,Caterpillar Fin.Services Corp. DL-Med.-Term Notes 2018(18/20)
427,XS1145748304,Credit Agricole CIB Fin.Sol. EO-FLR Med.-Term Nts 2014(20)
428,FR0013066669,Havas S.A. EO-Obl. 2015(15/20)
429,CH0305117886,Petr&#243;leos Mexicanos (PEMEX) SF-Med.-T.Nts 2015(20)
430,US58013MEX83,McDonald&#39;s Corp. DL-Medium-Term Nts 2015(15/20)
431,DE000A18UQM6,UBM Development AG EO-FLR Notes 2015(20)
432,XS1330975035,Nestl&#233; Holdings Inc. LS-Medium-Term Notes 2015(20)
433,XS0999526790,ABN AMRO Bank N.V. AD-Medium-Term Notes 2013(20)
434,XS1332351169,Unigroup Intl Holdings Ltd. DL-Notes 2015(20)
435,US225433AK71,CS Group Funding (GG) Ltd. DL-Notes 2015(20)
436,DE000A2TSTC2,SAP SE FLR-Inh.-Schuldv.v.2018(2020)
437,FR0010261396,Veolia Environnement S.A. EO-Med.-Term Nts 2005(20)
438,XS0862941506,Deutsche Post AG Medium Term Notes v.12(20)
439,XS1733220112,China CITIC Bank Corp. Ltd. DL-FLR Bonds 2017(20) Reg.S
440,XS1733220898,China CITIC Bank Corp. Ltd. DL-Notes 2017(20)
441,XS1734307280,BNG Bank N.V. DL-Med.-Term Nts 2017(20)Reg.S
442,US487836BD94,Kellogg Co. DL-Notes 2010(10/20)
443,DE000A18V138,Vonovia Finance B.V. EO-Medium-Term Nts 2015(16/20)
444,US931142EA74,Walmart Inc. DL-Notes 2017(17/20)
445,US05971WAA18,Banco Santander Chile DL-Med.-Term Nts17(20/20)Reg.S
446,USP3058WAC12,Cia Saneam. B&#225;s. Est.S&#227;o Paulo DL-Notes 2010(15/20) Reg.S
447,XS1004873813,Sumitomo Mitsui Banking Corp. EO-Medium-Term Nts 2013(20)
448,XS1334225361,Repsol Intl Finance B.V. EO-Medium-Term Notes 2015(20)
449,XS1005068587,Elenia Finance Oyj EO-Medium-Term Notes 2013(20)
450,XS1138641508,Total Capital Intl S.A. LS-Medium-Term Notes 2014(20)
451,XS1004162126,Australia &amp; N. Z. Bkg Grp Ltd. AD-Medium-Term Notes 2013(20)
452,XS1733878810,REC Ltd. DL-Med.-Term Notes 2017(20)
453,US38141GWG53,"Goldman Sachs Group Inc., The DL-Notes 2017(17/20)"
454,XS0076219491,BNG Bank N.V. RC-Zero Med.-Term. Nts 97(20)
455,US571748BE18,Marsh &amp; McLennan Cos. Inc. DL-Notes 2019(19/20)
456,IT0005154494,Bca Naz. del Lavoro SpA (BNL) EO-FLR Obbl. 2015(20)
457,IT0005144677,Banco BPM S.p.A. EO-FLR Obbl. 2015(20)
458,DE000A1683U7,Real Estate &amp; Asset Bet. GmbH Anleihe v.2015(2020/2020)
459,XS0086016150,Co&#246;peratieve Rabobank U.A. RC-Med.-Term Zero Nts 1998(20)
460,BE0002442177,UCB S.A. EO-Notes 2013(21)
461,XS1328699878,Swedbank AB EO-Medium-Term Notes 2015(21)
462,FR0010918490,Veolia Environnement S.A. EO-Medium-Term Notes 2010(21)
463,US36962G4Y78,General Electric Co. DL-Medium-Term Notes 2011(21)
464,XS1330300341,ISS Global A/S EO-Med.-Term Notes 2015(15/21)
465,US345397ZK23,Ford Motor Credit Co. LLC DL-Notes 2019(21)
466,US24422ETZ24,John Deere Capital Corp. DL-Medium-Term Nts 2018(21) G
467,US24422ETF69,John Deere Capital Corp. DL-Medium-T.Notes 2016(16/21)
468,US89236TFR14,Toyota Motor Credit Corp. DL-FLR Med.-Term Nts 2019(21)
469,US89236TFQ31,Toyota Motor Credit Corp. DL-Med.-Term Nts 2019(21)
470,US02665WCS89,American Honda Finance Corp. DL-Medium-Term Nts 2019(19/21)
471,US02665WCR07,American Honda Finance Corp. DL-FLR Med.-Term Nts 2019(21)
472,XS0951216083,Oracle Corp. EO-Notes 2013(13/21)
473,US21685WBT36,Co&#246;p.Rabobank (Utrecht Branch) DL-Med.-Term Notes 2011(21)
474,US78010XAK72,NatWest Markets PLC DL-Notes 2011(21)
475,CH0368697733,Multibank Inc. SF-Anleihen 2017(21)
476,US06739FJK84,Barclays Bank PLC DL-FLR Notes 2018(20/21)
477,XS0576532054,Co&#246;peratieve Rabobank U.A. EO-Medium-Term Notes 2011(21)
478,US05252BBK44,Australia &amp; N. Z. Bkg Grp Ltd. DL-Med.-Term Nts 2011(21)Reg.S
479,DE000A169G07,Daimler AG Medium Term Notes v.16(21)
480,XS1548436556,BMW Finance N.V. EO-Medium-Term Notes 2017(21)
481,US032654AR68,Analog Devices Inc. DL-Notes 2018(18/21)
482,XS0577372476,Co&#246;peratieve Rabobank U.A. LS-Medium-Term Notes 2011(21)
483,XS1014704586,BNP Paribas S.A. EO-Medium-Term Notes 2014(21)
484,XS1274034658,Co&#246;peratieve Rabobank U.A. NK-Medium-Term Notes 2015(21)
485,US064149C886,"Bank of Nova Scotia, The DL-Notes 2011(21)"
486,US25152R2X04,Deutsche Bank AG DL-Senior Notes v.16(21)
487,XS1344520488,Westpac Sec. NZ Ltd. (Ldn Br.) LS-Medium-Term Nts 2016(21)
488,XS0578368143,Nederlandse Waterschapsbank NV EO-Medium-Term Notes 2011(21)
489,XS0563306314,Orange S.A. EO-Medium-Term Notes 2010(21)
490,US55608KAD72,Macquarie Group Ltd. DL-Med.-Term Nts 2011(21)Reg.S
491,XS0982711987,Petrobras Global Finance B.V. EO-Notes 2014(14/21)
492,XS1014773128,BNG Bank N.V. EO-Medium-Term Notes 2014(21)
493,XS1014868779,EDP Finance B.V. DL- Notes 2014(14/21) Reg.S
494,PTGALJOE0008,Galp Energia SGPS S.A. EO-Medium-Term Notes 2014(21)
495,FR0013394699,Soci&#233;t&#233; G&#233;n&#233;rale S.A. EO-FLR Preferred MTN 2019(21)
496,XS0526606537,HSBC Bank PLC EO-Medium-Term Nts 2010(21)
497,US58933YAA38,Merck &amp; Co. Inc. DL-Notes 2010(10/21)
498,US05567LT315,BNP Paribas S.A. DL-Med.-Term Notes 2011(21)
499,FR0012300820,APRR EO-Medium-Term Nts 2014(14/21)
500,XS1244815111,CMA CGM S.A. EO-Notes 2015(15/21) Reg.S
501,XS1403263723,McDonald&#39;s Corp. EO-Medium-Term Nts 2016(21)
502,XS1640492648,Fidelity Natl Inform.Svcs Inc. EO-Notes 2017(17/21)
503,XS1346651737,Standard Chartered PLC DL-Med.-Term Nts 2016(21)Reg.S
504,XS1935134095,ABN AMRO Bank N.V. EO-FLR Preferred MTN 2019(21)
505,XS1936658530,BMW Finance N.V. EO-FLR Med.-Term Nts 2019(21)
506,XS1936202644,Sunac China Holdings Ltd. DL-Notes 2019(21)
507,XS1720053229,Ferrari N.V. EO-Notes 2017(17/21)
508,XS1548792420,Berkshire Hathaway Inc. EO-Notes 2017(17/21)
509,XS1749435324,Times China Holdings Ltd. DL-Notes 2018(20/21)
510,FR0010709451,Engie S.A. EO-Medium-Term Notes 2009(21)
511,XS0579847673,ING Bank N.V. EO-Medium-Term Nts 2011(21)
512,XS0875796541,Deutsche Telekom Intl Fin.B.V. EO-Medium-Term Notes 2013(21)
513,XS0222474339,German Postal Pensions Sec.PLC EO-Notes 2005(21) Cl.C
514,XS1549372420,HeidelbergCement Fin.Lux. S.A. EO-Med.-Term Nts 2017(17/21)
515,XS1647644274,BMW Finance N.V. NK-Medium-Term Notes 2017(21)
516,DE000DL19T18,Deutsche Bank AG Med.Term Nts.v.2018(2021)
517,XS1751117513,Mercedes-Benz Austral./Pac.Pty AD-Medium-Term Nts 2018(21)
518,XS1937716022,"Bank of Nova Scotia, The EO-FLR Med.-Term Nts 2019(21)"
519,XS1751017218,Golden Wheel Tian.Hldgs Co.Ltd DL-Notes 2018(21)
520,XS1346650929,Royal Bank of Canada EO-FLR Med.-Term Nts 2016(21)
521,US21688AAF93,Co&#246;p.Rabobank(New York Branch) DL-Med.-Term Nts 2016(21)
522,US78012KKU06,Royal Bank of Canada DL-Medium-Term Notes 2016(21)
523,XS1743726918,ABN AMRO Bank N.V. DL-FLR Med.-T. Nts 18(21)Reg.S
524,XS1743726835,ABN AMRO Bank N.V. DL-Med.-Term Nts 2018(21)Reg.S
525,XS1750007632,Westpac Banking Corp. YC-Medium-Term Nts 2018(21)
526,XS0995380580,EDP Finance B.V. EO-Medium-Term Notes 2013(21)
527,XS1346315200,Banco Bilbao Vizcaya Argent. EO-Medium-Term Notes 2016(21)
528,XS1346622803,Daimler Canada Finance Inc. NK-Medium-Term Notes 2016(21)
529,DE000NLB8KA9,Norddeutsche Landesbank -GZ- MTN-Inh.Schv.v.16(21)
530,US44932HAB96,IBM Credit LLC DL-Notes 2017(17/21)
531,US44932HAE36,IBM Credit LLC DL-FLR Notes 2017(21)
532,US71654QAX07,Petr&#243;leos Mexicanos (PEMEX) DL-Med.-T.Nts 2010(10/21)
533,FR0011703776,Bureau Veritas SA EO-Notes 2014(21)
534,CH0122456756,Z&#252;rcher Kantonalbank SF-Anl. 2011(21) 117
535,XS1435295925,FCA Bank S.p.A. (Irish Branch) EO-Medium-Term Notes 2016(21)
536,US46556MAB81,Itau Unibanco Holding S.A. DL-Med.-Term Nts 2010(21)Reg.S
537,XS0973806861,Elisa Oyj EO-Medium-Term Notes 2013(21)
538,XS1019709069,Dexia Cr&#233;dit Local S.A. EO-Medium-Term Notes 2014(21)
539,US251526BP38,Deutsche Bank AG DL-Senior Notes v.18(21)
540,XS0708813810,Gaz Capital S.A. DL-M.T.LPN 11(21)GAZPROM Reg.S
541,XS1219965297,Central China Real Estate Ltd. DL-Notes 2015(19/21)
542,XS1733826181,Knight Castle Investments Ltd. DL-Notes 2018(18/21)
543,XS1750084540,Guangxi Finl Invest.Gr.Co.Ltd. DL-Notes 2018(21)
544,XS0409749206,Electricit&#233; de France (E.D.F.) EO-Medium-Term Notes 2009(21)
545,XS1023268573,Bayer AG MTN-Anleihe v.14(20/21)
546,XS1748883458,Triceratops Capital Co. Ltd. EO-Notes 2018(18/21)
547,XS1757442071,LeasePlan Corporation N.V. EO-FLR Med.-Term Nts 2018(21)
548,US961214DU48,Westpac Banking Corp. DL-Notes 2018(21)
549,US961214DV21,Westpac Banking Corp. DL-FLR Notes 2018(21)
550,US89114QBX51,"Toronto-Dominion Bank, The DL-Medium-Term Notes 2018(21)"
551,US89114QBW78,"Toronto-Dominion Bank, The DL-FLR Med.-T. Nts 2018(21)"
552,XS1747569884,Sino Trendy Investment Ltd. DL-Notes 2018(21)
553,XS1939278070,Royal Bk of Cda (Toronto Br.) EO-FLR Med.-Term Nts 2019(21)
554,XS0579851949,ESKOM Holdings SOC Limited DL-Bonds 2011(11/21) Reg.S
555,USG2353WAA92,CNOOC Finance 2011 Ltd. DL-Notes 2011(21) Reg.S
556,XS1003251441,Mondelez International Inc. EO-Notes 2013(21)
557,US71645WAR25,Petrobras Global Finance B.V. DL-Notes 2011(21)
558,USP1507FAA32,Banco Safra S.A.[Caym.Isl.Br.] DL-Notes 2011(21) Reg.S
559,XS0583796973,Halyk Savings Bk of Kazak.JSC DL-Notes 2011(21) Reg.S
560,XS1348965580,Co&#246;peratieve Rabobank U.A. RL-Medium-Term Notes 2016(21)
561,XS1319822752,Evraz PLC DL-Notes 2015(15/21)
562,US89152UAF93,Total Capital S.A. DL-Notes 2011(11/21)
563,FR0013398278,Bque F&#233;d&#233;rative du Cr. Mutuel EO-FLR Preferred MTN 2019(21)
564,AT000B120365,Erste Group Bank AG EO-Med.-Term Nts 2014(21) 1247
565,DE000A2DASD4,Deutsche Pfandbriefbank AG MTN R.35270 v. 17(21)
566,USY4949FAE52,Korea Southern Power Co. Ltd. DL-Notes 2018(21) Reg.S
567,IT0005158677,Banco BPM S.p.A. EO-FLR Obbl. 2016(21)
568,USG3925DAA84,Gerdau Trade Inc. DL-Notes 2010(21) Reg.S
569,XS0811124790,Kon. KPN N.V. EO-Medium-Term Notes 2012(21)
570,XS0879869187,Iberdrola International B.V. EO-Medium-Term Notes 2013(21)
571,XS1013955379,Fresenius SE &amp; Co. KGaA EO-Notes 2014(21) Reg.S
572,USU31436AG04,Fresenius US Finance II Inc. DL-Notes 2014(14/21) Reg.S
573,US64110LAE65,Netflix Inc. DL-Notes 2013(13/21)
574,US05531FAZ62,Truist Financial Corp. DL-Med.-Term Nts 2017(21/21) G
575,US674599BY08,Occidental Petroleum Corp. DL-Notes 2010(10/21)
576,XS1747665922,Ronshine China Holdings Ltd DL-Notes 2018(18/21)
577,XS1313432301,Rizal Commercial Banking Corp. DL-Medium-Term Notes 2015(21)
578,US742718EN58,"Procter &amp; Gamble Co., The DL-Notes 2016(16/21)"
579,US136069XY29,Canadian Imperial Bk of Comm. DL-Notes 2018(21)
580,FR0011001098,RTE R&#233;seau de Transp.d&#39;Electr. EO-Medium-Term Notes 2011(21)
581,XS0588433267,Novatek Finance DAC DL-LPN 2011(21)Reg.S OAO
582,US00182FAZ99,ANZ New Zealand (Itl)(Ldn Br.) DL-Med.-Term Nts 2016(21)Reg.S
583,DE000A2DADR6,Sixt Leasing SE Anleihe v.2017(2017/2021)
584,XS0883560715,BASF SE MTN v.2013(2013/2021)
585,XS1027425328,Deutsche Bahn Finance GmbH SK-Medium-Term Notes 2014(21)
586,US855244AJ85,Starbucks Corp. DL-Notes 2016(16/21)
587,US71654QCA85,Petr&#243;leos Mexicanos (PEMEX) DL-M.-T. Nts 2017(17/21)
588,US25160PAC14,Deutsche Bank AG DL-Senior Notes v.18(21)
589,US25160PAD96,Deutsche Bank AG FLR-DL-Senior Notes v.18(21)
590,US90331HPB32,U.S. Bank N.A. DL-FLR Med.-Term Nts 19(21/21)
591,FR0011731876,ACCOR S.A. EO-Bonds 2014(14/21)
592,US44932HAG83,IBM Credit LLC DL-Notes 2018(18/21)
593,US44932HAF01,IBM Credit LLC DL-FLR Notes 2018(21)
594,XS1556042809,Shui on Development Hldg Ltd. DL-Notes 2017(17/21)
595,US594918AL81,Microsoft Corp. DL-Notes 2011(21)
596,DE000DHY4788,Deutsche Hypothekenbank FLR-MTN-IHS S.478 v.17(21)
597,XS1683960667,Barclays Bank PLC NK-Medium-Term Nts 2018(21)
598,XS1766548991,Co&#246;peratieve Rabobank U.A. YC-Medium-Term Notes 2018(21)
599,DE000HSH4F64,Hamburg Commercial Bank AG IHS V.2013(2021) Ser.1805
600,US674599CT04,Occidental Petroleum Corp. DL-FLR Notes 2019(21)
601,XS1025752293,O2 Telef&#243;nica Dtld. Finanzier. Anleihe v.2014(2021)
602,XS1361603209,Nederlandse Waterschapsbank NV EO-Medium-Term Notes 2016(21)
603,US50077LAP13,Kraft Heinz Foods Co. DL-FLR Notes 2017(21)
604,XS0531622404,PSA International Pte Ltd. DL-Medium-Term Notes 2010(21)
605,US369622SM84,General Electric Co. DL-Notes 2011(21)
606,XS1362349943,FCE Bank PLC EO-Medium-Term Notes 2016(21)
607,XS1188073081,T&#252;rkiye Halk Bankasi A.S. DL-Notes 2015(21) Reg.S
608,US25468PDJ21,TWDC Enterprises 18 Corp. DL-Medium-Term Nts 2016(16/21)
609,USU2339CCW65,Daimler Finance North Amer.LLC DL-FLR Notes 2017(21) Reg.S
610,US02665WCD11,American Honda Finance Corp. DL-Med.-Term Nts 2018(18/21)
611,US02665WCC38,American Honda Finance Corp. DL-FLR Med.-Term Nts 2018(21)
612,DE000DL19UQ0,Deutsche Bank AG Med.Term Nts.v.2019(2021)
613,HK0000399094,Sinochem Offshore Cap.Co.Ltd. YC-Notes 2018(21)
614,XS0576395478,FMC Finance VII S.A. EO-Notes 2011(11/21)
615,US03523TBB35,Anheuser-Busch InBev Ww Inc. DL-Notes 2011(11/21)
616,USU31433AA03,Fresenius Med.Care US Fin.Inc. DL-Notes 2011(11/21) Reg.S
617,XS1032164607,Urenco Finance N.V. EO-Medium-Term Notes 2014(21)
618,US37247DAN66,Genworth Financial Inc. DL-Notes 2010(10/21)
619,US90131HAQ83,TFCF America Inc. DL-Notes 2011(11/21)
620,XS1952701982,VOLKSW. FINANCIAL SERVICES AG FLR-Med.Term Notes v.19(21)
621,CH0419040818,Investis Holding S.A. SF-Anleihe 2019(21)
622,DE000A2NBMQ6,INDUSTRIA WOHNEN GmbH Inh.-Schv.A.8 v.2019(2021)
623,XS0592582653,BNG Bank N.V. DL-Med.-Term Nts 2011(21)Reg.S
624,XS1333702691,Westpac Banking Corp. EO-Medium-Term Nts 2015(21)
625,XS0592238876,Bank of India (London Branch) DL-Medium-Term Notes 2011(21)
626,XS1865186594,Volkswagen Leasing GmbH Med.Term Nts.v.18(21)
627,XS0592505316,McDonald&#39;s Corp. EO-Medium-Term Nts 2011(21)
628,XS0972165681,BP Capital Markets PLC EO-Medium-Term Notes 2013(21)
629,XS1032997568,Nordea Bank Abp EO-Medium-Term Notes 2014(21)
630,DE000A13SAD4,Neue ZWL Zahnradw.Leipzig GmbH Anleihe v.2015(2021)
631,US00206RCR12,AT &amp; T Inc. DL-Notes 2016(16/21)
632,XS1033736890,Achmea Bank N.V. EO-Medium-Term Notes 2014(21)
633,XS1031554360,Otto (GmbH &amp; Co KG) FLR-MTN v.14(21)
634,XS1033940740,Skandinaviska Enskilda Banken EO-Medium-Term Notes 2014(21)
635,XS1369614034,Soci&#233;t&#233; G&#233;n&#233;rale S.A. EO-Medium-Term Notes 2016(21)
636,US151020BC77,Celgene Corp. DL-Notes 2018(18/21)
637,XS0996455399,Securitas AB EO-Medium-Term Notes 2013(21)
638,XS1368576572,ING Bank N.V. EO-Medium-Term Notes 2016(21)
639,XS1319820624,Carnival Corp. EO-Notes 2016(16/21)
640,USU2339CCX49,Daimler Finance North Amer.LLC DL-Notes 2018(18/21) Reg.S
641,USU2339CCY22,Daimler Finance North Amer.LLC DL-FLR Notes 2018(21) Reg.S
642,US025816CB30,American Express Co. DL-Notes 2019(21/21)
643,US037833BS85,Apple Inc. DL-Notes 2016(16/21)
644,US037833BT68,Apple Inc. DL-FLR Notes 2016(21)
645,XS0468425615,B.A.T. Intl Finance PLC EO-Medium-Term Notes 2009(21)
646,XS0595092098,DNB Bank ASA EO-Medium-Term Notes 2011(21)
647,XS0954928783,Bque F&#233;d&#233;rative du Cr. Mutuel EO-Medium-Term Notes 2013(21)
648,XS1035751764,Barclays Bank PLC EO-Medium-Term Notes 2014(21)
649,XS1193909154,Norske Skog Holding AS EO-Notes 2015(15/21) Reg.S
650,XS0894202968,Unibail-Rodamco-Westfield SE EO-Medium-Term Notes 2013(21)
651,XS1034375631,Co&#246;peratieve Rabobank U.A. AD-Medium-Term Notes 2014(21)
652,US38143U8F16,"Goldman Sachs Group Inc., The DL-Notes 2016(21/21)"
653,US718172BS71,Philip Morris Internat. Inc. DL-Notes 2016(16/21)
654,CH0205819441,RZD Capital PLC SF-LPN 13(21) Ross.Zhel.Dorogi
655,XS0896119384,Kl&#233;pierre S.A. EO-Medium-Term Notes 2013(21)
656,XS1038646078,Gaz Capital S.A. EO-M.T.LPN 2014(21) GAZPROM
657,XS1040508167,Imperial Brands Finance PLC EO-Med.-Term Notes 2014(14/21)
658,XS1781824393,Far East Horizon Ltd YC-Medium-Term Notes 2018(21)
659,US17275RBD35,Cisco Systems Inc. DL-Notes 2016(16/21)
660,XS1567240418,Xinyuan Real Estate Co. Ltd. DL-Notes 2017(21)
661,IT0005161325,Intesa Sanpaolo S.p.A. EO-FLR Obbl. 2016(21)
662,FR0013405339,LVMH Mo&#235;t Henn. L. Vuitton SE EO-Medium-Term Notes 19(19/21)
663,US65504LAF40,Noble Holding Intern. Ltd. DL-Notes 2011(11/21)
664,US606822AB07,Mitsubishi UFJ Finl Grp Inc. DL-FLR Notes 2016(21)
665,US37045XBF24,General Motors Financial Co. DL-Notes 2016(16/21)
666,US46625HQK94,JPMorgan Chase &amp; Co. DL-FLR Notes 2016(21/21)
667,US30231GAV41,Exxon Mobil Corp. DL-Notes 2016(16/21)
668,XS1571293171,Telefonaktiebolaget L.M.Erics. EO-Medium-Term Nts 2017(17/21)
669,XS1572146162,Cais. Ctr. du Crd. Imm. France EO-Medium-Term Notes 2017(21)
670,US46625HQJ22,JPMorgan Chase &amp; Co. DL-Notes 2016(21/21)
671,US494550BC95,Kinder Morgan En.Partners L.P. DL-Notes 2009(09/21)
672,US00912XAZ78,Air Lease Corp. DL-Notes 2018(18/21)
673,US478160BS27,Johnson &amp; Johnson DL-Notes 2016(16/21)
