ISIN,NAME
CA135087J397,Canada CD-Bonds 2018(29)
CA135087J546,Canada CD-Bonds 2018(24)
CA135087J629,Canada CD-Bonds 2018(21)
CA135087J884,Canada CD-Bonds 2019(21)
CA135087J967,Canada CD-Bonds 2019(24)
CA135087K296,Canada CD-Bonds 2019(21)
CA135087K379,Canada CD-Bonds 2019(30)
CA135087K528,Canada CD-Bonds 2019(25)
CA135087K601,Canada CD-Bonds 2019(22)
CA135087TZ75,Canada CD-Loan 1990(21) Ser.A39
CA135087UE28,Canada CD-Loan 1991(21)
CA135087UM44,Canada CD-Bonds 1991(22)
CA135087UT96,Canada CD-Bonds 1992(23)
CA135087VH40,Canada CD-Bonds 1994(25)
CA135087VW17,Canada CD-Bonds 1996(27)
CA135087WL43,Canada CD-Bonds 1998(29)
CA135087XG49,Canada CD-Bonds 2001(33)
CA135087YQ12,Canada CD-Bonds 2008(41)
CA135087ZJ69,Canada CD-Bonds 2010(21)
CA135087ZS68,Canada CD-Bonds 2011(45)
CA135087ZU15,Canada CD-Bonds 2011(22)
CA13509PFY49,Canada Housing Trust(TM) No. 1 CD-Bonds 2017(22)
CA172967JS17,Citigroup Inc. CD-Bonds 2015(25)
CA37045YAE47,General Motors Fin. CDA Ltd. CD-Notes 2019(23) Ser.5
CA459058EY56,International Bank Rec. Dev. CD-Medium-Term Notes 2016(21)
CA459058GG23,International Bank Rec. Dev. CD-Medium-Term Notes 2018(23)
CA47788ZAC55,John Deere Financial Inc. CD-Med.-Term Notes 2019(24)
CA6174468D43,Morgan Stanley CD-Debts 2017(24)
CA68323AAW41,"Ontario, Provinz CD-Bonds 2011(22)"
CA68323ABN33,"Ontario, Provinz CD-Bonds 2012(23)"
CA68323ADL58,"Ontario, Provinz CD-Bonds 2016(23)"
CA68323ADM32,"Ontario, Provinz CD-Bonds 2016(26)"
CA68323AEA84,"Ontario, Provinz CD-Bonds 2016(22)"
CA780086KD58,Royal Bank of Canada CD-Dep. Notes 2015(22)
CA89117FNR69,"Toronto-Dominion Bank, The CD-Notes 2019(24)"
CA892329AY97,Toyota Credit Canada Inc. CD-Medium-Term Notes 2017(22)
CA918423AU81,VW Credit Canada Inc. CD-Notes 2019(22)
CH0021908907,Schweizerische Eidgenossensch. SF-Anl. 2005(20)
CH0022268004,Kreditanst.f.Wiederaufbau SF-Anl.v.2005 (2025)
CH0107134717,Kreditanst.f.Wiederaufbau SF-Anl.v.2010 (2020)
CH0111999816,Schweizerische Eidgenossensch. SF-Anl. 2010(21)
CH0115457670,Coöperatieve Rabobank U.A. SF-Medium-Term Notes 2010(21)
CH0127181011,Schweizerische Eidgenossensch. SF-Anl. 2011(22)
CH0127181177,Schweizerische Eidgenossensch. SF-Anl. 2012(24)
CH0204365651,"Bern, Kanton SF-Anl. 2013(28)"
CH0212937251,Deutsche Bahn Finance GmbH SF-Medium-Term Notes 2013(23)
CH0224397007,Schweizerische Eidgenossensch. SF-Anl. 2014(64)
CH0235834154,Deutsche Bahn Finance GmbH SF-Medium-Term Notes 2014(24)
CH0236733827,UBS AG EO-FLR Bonds 2014(21/26)
CH0238053091,BP Capital Markets PLC SF-Medium-Term Notes 2014(20)
CH0254859116,Credit Suisse AG (Ldn Br.) SF-Medium-Term Nts 2014(21)
CH0255893072,Crédit Agricole Home Loan SFH SF-Med.-T.Obl.Fin.Hab.2015(27)
CH0272154177,"Basel-Landschaft, Kanton SF-Anl. 2015(40)"
CH0273925989,Deutsche Bank AG SF-Med.-Term.Nts v.2015(2023)
CH0278341224,CS Group Funding (GG) Ltd. SF-Anl. 2015(23)
CH0284687404,Pfandbriefbk Schweiz. Hypinst. SF-Pfbr.-Anl. 2015(25) Ser.613
CH0292877898,Shell International Finance BV SF-Medium-Term Notes 2015(28)
CH0310140600,African Bank Ltd. SF-Medium-Term Notes 2016(22)
CH0314209351,UBS Group AG EO-Notes 2016(24)
CH0333827506,Teva Pharmac.Fin.NL IV B.V. SF-Schuldverschr. 2016(25)
CH0336602930,UBS Group AG EO-Medium-Term Nts 2016(26/26)
CH0341440334,UBS Group AG EO-Notes 2016(23/24)
CH0343366842,Credit Suisse Group AG EO-FLR Med.-T. Nts 2017(17/25)
CH0346828400,Gaz Capital S.A. SF-M.T.LPN 2016(21) GAZPROM
CH0353428060,ENEL Finance Intl N.V. SF-Medium-Term Notes 2017(24)
CH0358654975,Roche Kapitalmarkt AG SF-Anleihe 2017(24/24)
CH0361824458,"Argentinien, Republik SF-Bonds 2017(20)"
CH0367206684,Banco Santander S.A. SF-2nd Ranking MTN 2017(23)
CH0370943562,MSC Cruises S.A. SF-Anl. 2017(23)
CH0379268672,"Goldman Sachs Group Inc., The SF-Medium-Term Nts 2017(24) H"
CH0379354225,Aargauische Kantonalbank SF-Anl. 2017(26)
CH0406415270,Credit Suisse Group AG AD-FLR Med.-T. Bds 2018(18/24)
CH0409606354,UBS Group AG EO-FLR Notes 2018(24/25)
CH0446595602,Daimler Intl Finance B.V. SF-Medium-Term Notes 2018(22)
CH0446595610,Daimler Intl Finance B.V. SF-Medium-Term Notes 2018(25)
CH0483180946,Credit Suisse Group AG EO-FLR Med.-T. Nts 2019(19/27)
CH0494734418,Credit Suisse Group AG EO-Medium-Term Nts 2019(19/29)
CH0517825276,Credit Suisse Group AG EO-FLR Med.-T. Nts 2020(20/28)
CZ0001001317,Tschechien KC-Anl. 2005(20) Ser.46
CZ0001001796,Tschechien KC-Anl. 2006(36) Ser.49
CZ0001002547,Tschechien KC-Anl. 2009(24) Ser.58
CZ0001004253,Tschechien KC-Anl. 2014(25) Ser.89
DE0001030542,Bundesrep.Deutschland Inflationsindex. Anl.v.12(23)
DE0001030559,Bundesrep.Deutschland Inflationsindex. Anl.v.14(30)
DE0001030567,Bundesrep.Deutschland Inflationsindex. Anl.v.15(26)
DE0001030575,Bundesrep.Deutschland Inflationsindex. Anl.v.15(46)
DE0001040756,"Baden-Württemberg, Land Landessch.v.2011(2035) R.101"
DE0001040947,"Baden-Württemberg, Land Landessch.v.2013(2023) R.120"
DE0001040970,"Baden-Württemberg, Land Landessch.v.2014(2022) R.123"
DE0001053387,"Bayern, Freistaat Schatzanw.v.2010(2020) Ser.119"
DE0001102309,Bundesrep.Deutschland Anl.v.2013 (2023)
DE0001102317,Bundesrep.Deutschland Anl.v.2013 (2023)
DE0001102325,Bundesrep.Deutschland Anl.v.2013 (2023)
DE0001102333,Bundesrep.Deutschland Anl.v.2014 (2024)
DE0001102341,Bundesrep.Deutschland Anl.v.2014 (2046)
DE0001102358,Bundesrep.Deutschland Anl.v.2014 (2024)
DE0001102366,Bundesrep.Deutschland Anl.v.2014 (2024)
DE0001102374,Bundesrep.Deutschland Anl.v.2015 (2025)
DE0001102382,Bundesrep.Deutschland Anl.v.2015 (2025)
DE0001102390,Bundesrep.Deutschland Anl.v.2016 (2026)
DE0001102408,Bundesrep.Deutschland Anl.v.2016 (2026)
DE0001102416,Bundesrep.Deutschland Anl.v.2017 (2027)
DE0001102424,Bundesrep.Deutschland Anl.v.2017 (2027)
DE0001102432,Bundesrep.Deutschland Anl.v.2017 (2048)
DE0001102440,Bundesrep.Deutschland Anl.v.2018 (2028)
DE0001102457,Bundesrep.Deutschland Anl.v.2018 (2028)
DE0001102465,Bundesrep.Deutschland Anl.v.2019 (2029)
DE0001102473,Bundesrep.Deutschland Anl.v.2019 (2029)
DE0001102481,Bundesrep.Deutschland Anl.v.2019 (2050)
DE0001102499,Bundesrep.Deutschland Anl.v.2020 (2030)
DE0001102507,Bundesrep.Deutschland Anl.v.2020 (2030)
DE0001102515,Bundesrep.Deutschland Anl.v.2020 (2035)
DE0001102523,Bundesrep.Deutschland Anl.v.2020 (2027)
DE0001104735,Bundesrep.Deutschland Bundesschatzanw. v.18(20)
DE0001104743,Bundesrep.Deutschland Bundesschatzanw. v.18(20)
DE0001104750,Bundesrep.Deutschland Bundesschatzanw. v.19(21)
DE0001104768,Bundesrep.Deutschland Bundesschatzanw. v.19(21)
DE0001104776,Bundesrep.Deutschland Bundesschatzanw. v.19(21)
DE0001104784,Bundesrep.Deutschland Bundesschatzanw. v.19(21)
DE0001104792,Bundesrep.Deutschland Bundesschatzanw. v.20(22)
DE0001104800,Bundesrep.Deutschland Bundesschatzanw. v.20(22)
DE0001134922,Bundesrep.Deutschland Anl.v.1994 (2024)
DE0001135044,Bundesrep.Deutschland Anl.v.1997 (2027)
DE0001135069,Bundesrep.Deutschland Anl.v.1998 (2028)
DE0001135085,Bundesrep.Deutschland Anl.v.1998(2028) II.Ausgabe
DE0001135143,Bundesrep.Deutschland Anl.v.2000(2030)
DE0001135176,Bundesrep.Deutschland Anl.v.2000(2031)
DE0001135226,Bundesrep.Deutschland Anl.v.2003(2034)
DE0001135275,Bundesrep.Deutschland Anl.v.2005(2037)
DE0001135325,Bundesrep.Deutschland Anl.v.2007(2039) I.Ausgabe
DE0001135366,Bundesrep.Deutschland Anl.v.2008(2040)
DE0001135408,Bundesrep.Deutschland Anl.v.2010(2020)
DE0001135416,Bundesrep.Deutschland Anl.v.2010(2020)
DE0001135424,Bundesrep.Deutschland Anl.v.2010(2021)
DE0001135432,Bundesrep.Deutschland Anl.v.2010(2042)
DE0001135440,Bundesrep.Deutschland Anl.v.2011(2021)
DE0001135457,Bundesrep.Deutschland Anl.v.2011(2021)
DE0001135465,Bundesrep.Deutschland Anl.v.2011(2022)
DE0001135473,Bundesrep.Deutschland Anl.v.2012 (2022)
DE0001135481,Bundesrep.Deutschland Anl.v.2012 (2044)
DE0001135499,Bundesrep.Deutschland Anl.v.2012 (2022)
DE0001141729,Bundesrep.Deutschland Bundesobl.Ser.172 v.2015(20)
DE0001141737,Bundesrep.Deutschland Bundesobl.Ser.173 v.2016(21)
DE0001141745,Bundesrep.Deutschland Bundesobl.Ser.174 v.2016(21)
DE0001141752,Bundesrep.Deutschland Bundesobl.Ser.175 v.2017(22)
DE0001141760,Bundesrep.Deutschland Bundesobl.Ser.176 v.2017(22)
DE0001141778,Bundesrep.Deutschland Bundesobl.Ser.177 v.2018(23)
DE0001141786,Bundesrep.Deutschland Bundesobl.Ser.178 v.2018(23)
DE0001141794,Bundesrep.Deutschland Bundesobl.Ser.179 v.2019(24)
DE0001141802,Bundesrep.Deutschland Bundesobl.Ser.180 v.2019(24)
DE0001141810,Bundesrep.Deutschland Bundesobl.Ser.181 v.2020(25)
DE0001345908,European Investment Bank EO-Zero-Bonds 1996(26)
DE0001345940,Deutsche Bank AG DK-Zero Notes 1996(26)
DE0001370641,"Mecklenburg-Vorpommern, Land Schatzanw.Ausg.18 v.1993(2023)"
DE0001590545,"Niedersachsen, Land Landessch.v.11(21) Ausg.212"
DE0001599272,"Nordrhein-Westfalen, Land Landessch.v.1993(2023) R.167"
DE0001599983,"Nordrhein-Westfalen, Land Landessch.v.1993(2023) R.238"
DE0002197761,variable IKB Deutsche Industriebank AG 01/31
DE0002760980,Kreditanst.f.Wiederaufbau Anl.v.2006 (2021)
DE0003271466,NRW.BANK Öff.Pfdbr.0-Kp.v.02(30.12.31)
DE0003271474,NRW.BANK Öff.Pfdbr.0-Kp.v.02(15.9.33)
DE0003271482,NRW.BANK Öff.Pfdbr.0-Kp.v.02(15.12.33)
DE0003271490,NRW.BANK Öff.Pfdbr.0-Kp.v.02(30.12.21)
DE0003296455,Sparkasse KölnBonn Nachr.FLR-MTN IHS S334 v99(34)
DE0003625315,NRW.BANK Öff.Pfdbr.0-Kp.v.02(30.12.24)
DE0003625323,NRW.BANK Öff.Pfdbr.0-Kp.v.02(15.6.26)
DE0003625331,NRW.BANK Öff.Pfdbr.0-Kp.v.02(15.9.26)
DE0003625349,NRW.BANK Öff.Pfdbr.0-Kp.v.02(15.12.26)
DE0003625364,NRW.BANK Öff.Pfdbr.0-Kp.v.02(30.12.24)
DE0006608599,Sparkasse KölnBonn Nachr.FLR-MTN IHS S402 v01(31)
DE0007490245,"Nordrhein-Westfalen, Land Landessch.v.2002(28) R.412"
DE000A0KAV21,"Berlin, Land Landessch.v.2007(2022)Ausg.226"
DE000A0PM5F0,Kreditanst.f.Wiederaufbau Anl.v.2007 (2023)
DE000A0SMD13,DZ HYP AG FLR-Pfbr.247 08(23) [WL]
DE000A0T2S15,Phoenix Light SF Ltd. EO-FLR Notes 2008(18.91) Cl.B
DE000A0XFAE1,DZ HYP AG FLR-MTN-OPF 566 09(24) [WL]
DE000A0Z1Q49,"Hessen, Land Schatzanw.v.2011(2021) S.1108"
DE000A0Z1QS1,"Hessen, Land Schatzanw.v.2010(2020)"
DE000A0Z1T79,Bayer.Landesbodenkreditanstalt Inh.-Schv.v.2013(2023)
DE000A0Z1TZ0,Bayerische Landesbodenkreditan Inh.-Schv.Ser.21 v.2012(2022)
DE000A0Z1UA1,Bayer.Landesbodenkreditanstalt Inh.-Schv.v.2014(2024)
DE000A0Z2A12,EWE AG Anleihe v.2009(2021)
DE000A11P994,DZ HYP AG FLR-MTN-IHS R.326 14(21) [WL]
DE000A11QBA6,DZ HYP AG MTN-Hyp.Pfbr.1169 14(21) [DG]
DE000A11QEH5,"Berlin, Land FLR-Landessch.v.14(2020)A.434"
DE000A11QEJ1,"Berlin, Land Landessch.v.2014(2024)Ausg.435"
DE000A11QER4,"Brandenburg, Land MTN-LSA v.14(24)"
DE000A11QEW4,"Brandenburg, Land Schatzanw. v.2015(2025)"
DE000A11QFA7,ProSiebenSat.1 Media SE Anleihe v.2014(2021/2021)
DE000A11QJ08,"Bremen, Freie Hansestadt FLR-LandSchatz.A.197 v.15(25)"
DE000A11QJU7,"Bremen, Freie Hansestadt LandSchatz. A.191 v.14(24)"
DE000A11QJW3,"Bremen, Freie Hansestadt LandSchatz. A.193 v.14(21)"
DE000A11QP00,"Sachsen-Anhalt, Land Landessch. v.14(24)"
DE000A11QQ25,Bundesländer Ländersch.Nr.45 v.2014(2024)
DE000A11QR73,Bayer AG FLR-Sub.Anl.v.2014(2024/2074)
DE000A11QSB8,Daimler AG Medium Term Notes v.14(24)
DE000A11QTD2,Kreditanst.f.Wiederaufbau Anl.v.2015 (2025)
DE000A11QTF7,Kreditanst.f.Wiederaufbau Med.Term Nts. v.15(30)
DE000A11QTG5,Kreditanst.f.Wiederaufbau Anl.v.2015 (2022)
DE000A11QTK7,Kreditanst.f.Wiederaufbau Med.Term Nts. v.15(35)
DE000A11QUP4,DZ HYP AG FLR-MTN-IHS R.345 14(21) [WL]
DE000A12T192,DZ HYP AG FLR-MTN-IHS R.340 14(29) [WL]
DE000A12T2B8,DZ HYP AG MTN-Hyp.Pfbr.354 14(22) [WL]
DE000A12T2F9,DZ HYP AG MTN-Hyp.Pfbr.355 14(24) [WL]
DE000A12T2J1,DZ HYP AG FLR-MTN-IHS R.344 14(24) [WL]
DE000A12T2M5,"Niedersachsen, Land FLR-Landessch.v.14(20) Aus.582"
DE000A12T4B4,"Niedersachsen, Land Landessch.v.14(22) Ausg.843"
DE000A12T606,DZ HYP AG MTN-Hyp.Pfbr.1176 15(21) [DG]
DE000A12T9W9,"Niedersachsen, Land FLR-Landessch.v.14(24) Aus.583"
DE000A12TWL1,"Mecklenburg-Vorpommern, Land Landessch.v.2014(2024)"
DE000A12TYS2,DZ HYP AG FLR-MTN-OPF 652 14(29) [WL]
DE000A12TYU8,DZ HYP AG FLR-MTN-IHS R.335 14(26) [WL]
DE000A12TYX2,DZ HYP AG FLR-MTN-IHS R.338 14(24) [WL]
DE000A12TYZ7,DZ HYP AG FLR-MTN-IHS R.339 14(24) [WL]
DE000A12UAK7,Murphy & Spitz Green Energy AG NRI v.2014(2021/2033)
DE000A12UD98,Stud.Ges. Witten/Herdecke e.V. Anleihe v.2014(2021/2024)
DE000A12UE22,variable IKB Deutsche Industriebank AG 15/22
DE000A12UEY0,variable IKB Deutsche Industriebank AG 14/24
DE000A12UF54,"2,00 % IKB Deutsche Industriebank AG 15/20 "
DE000A12UFD1,variable IKB Deutsche Industriebank AG 15/25
DE000A12UFM2,variable IKB Deutsche Industriebank AG 15/21
DE000A12UGG2,DZ HYP AG MTN-Hyp.Pfbr.356 14(24) [WL]
DE000A13R6X4,"Berlin, Land Landessch.v.2014(2022)Ausg.457"
DE000A13R822,Sparkasse Hannover Öff.Pfdbr.R.2 14(24)
DE000A13R889,Bundesländer Ländersch.Nr.46 v.2014(2024)
DE000A13R8M3,METRO AG Med.-Term Nts.v.2014(2021)
DE000A13R9G3,L-Bank Bad.-Württ.-Förderbank MTN Serie 5554 v.15(20)
DE000A13R9J7,L-Bank Bad.-Württ.-Förderbank MTN Serie 5556 v.16(21)
DE000A13SAD4,Neue ZWL Zahnradw.Leipzig GmbH Anleihe v.2015(2021)
DE000A13SHL2,SeniVita Social Estate AG Wandelschuldv.v.15(20/25)
DE000A13SJM6,"Thüringen, Freistaat Landesschatz.S2014/02 v.14(24)"
DE000A13SL26,SAP SE Med.Term Nts. v.2014(22/23)
DE000A13SL34,SAP SE Med.Term Nts. v.2014(2027)
DE000A13SL59,Investitionsbank Schleswig-Hol IHS S.2 v.15(22)
DE000A13SR04,DZ HYP AG MTN-IHS R.351 14(22) [WL]
DE000A13SR12,DZ HYP AG MTN-IHS R.352 14(23) [WL]
DE000A13SR38,DZ HYP AG MTN-Hyp.Pfbr.358 15(30) [WL]
DE000A13SR46,DZ HYP AG MTN-IHS R.353 15(27) [WL]
DE000A13SR61,DZ HYP AG MTN-Hyp.Pfbr.359 15(21) [WL]
DE000A13SR79,DZ HYP AG MTN-IHS R.354 15(18/30) [WL]
DE000A13SR87,DZ HYP AG MTN-OPF 662 15(22) [WL]
DE000A13SR95,DZ HYP AG MTN-Hyp.Pfbr.360 15(21) [WL]
DE000A13SV81,Deutsche Pfandbriefbank AG MTN-HPF Reihe 15248 v.15(20)
DE000A13SWL1,Deutsche Pfandbriefbank AG Nachr.-MTN-IHS R.35257 16(26)
DE000A13TYW2,Opus-Charter. Iss. S.A. Cpmt 8 Z.27.09.21 Fondsindex
DE000A14J3F7,"Berlin, Land Landessch.v.2015(2025)Ausg.465"
DE000A14J421,Bundesländer Ländersch.Nr.47 v.2015(2025)
DE000A14J504,Kreissparkasse Köln Inh.Schv. Serie 463 v.2015(20)
DE000A14J538,Kreissparkasse Köln Hyp.Pfdbr.Em.1083 v.16(24)
DE000A14J579,thyssenkrupp AG Medium Term Notes v.15(20/20)
DE000A14J587,thyssenkrupp AG Medium Term Notes v.15(25)
DE000A14J5B1,DZ HYP AG MTN-OPF 663 15(22) [WL]
DE000A14J5C9,DZ HYP AG MTN-OPF 664 15(25) [WL]
DE000A14J5J4,DZ HYP AG MTN-Hyp.Pfbr.361 15(27) [WL]
DE000A14J5L0,DZ HYP AG MTN-IHS R.361 15(22) [WL]
DE000A14J5W7,Kreissparkasse Köln Hyp.Pfdbr.Em.1079 v.15(22)
DE000A14J5X5,Kreissparkasse Köln Hyp.Pfdbr.Em.1080 v.15(23)
DE000A14J611,Bayer AG FLR-Sub.Anl.v.2015(2022/2075)
DE000A14J7A9,Heidelberger Druckmaschinen AG Notes v.15(18/22)Reg.S
DE000A14J7G6,ZF North America Capital Inc. EO-Notes 2015(15/23)
DE000A14J9N8,Allianz SE FLR-Sub.Anl.v.2015(2025/2045)
DE000A14JYS9,"Baden-Württemberg, Land Landessch.v.2015(2024)"
DE000A14JYT7,"Baden-Württemberg, Land Landessch.v.2015(2025)"
DE000A14JZA4,"Baden-Württemberg, Land FLR-LSA.v.2018(2022)"
DE000A14JZH9,"Baden-Württemberg, Land Landessch.v.2020(2025)"
DE000A14KE14,DZ HYP AG MTN-IHS R.362 15(25) [WL]
DE000A14KE48,DZ HYP AG MTN-Hyp.Pfbr.363 15(21) [WL]
DE000A14KE97,DZ HYP AG MTN-IHS R.368 15(25) [WL]
DE000A14KEZ4,Heidelberger Druckmaschinen AG Wandelschuldv.v.15(22)
DE000A14KJF5,SAP SE Med.Term Nts. v.2015(25/25)
DE000A14KK08,DZ HYP AG FLR-MTN-IHS R.369 15(30) [WL]
DE000A14KK24,DZ HYP AG MTN-Hyp.Pfbr.365 15(36) [WL]
DE000A14KK32,DZ HYP AG MTN-Hyp.Pfbr.366 15(22) [WL]
DE000A14KK65,DZ HYP AG MTN-Hyp.Pfbr.367 15(20) [WL]
DE000A14KK73,DZ HYP AG MTN-Hyp.Pfbr.368 15(20) [WL]
DE000A14KP45,NRW Städteanleihe NRW Städteanl.Nr.2 v.15(25)
DE000A14KQW5,"Berlin, Land Landessch.v.2015(2020)Ausg.470"
DE000A1611C6,ENERTRAG EnergieZins GmbH Inhaber-Teilsch. v.15(16/26)
DE000A1619V9,Clinicall Germany GmbH Inh.-Schv. v.2015(2020)
DE000A161HQ1,"Niedersachsen, Land FLR-Landessch.v.15(25) Aus.584"
DE000A161U07,variable IKB Deutsche Industriebank AG 15/20
DE000A161U49,variable IKB Deutsche Industriebank AG 15/20
DE000A161U64,variable IKB Deutsche Industriebank AG 15/20
DE000A161UQ4,NRW Städteanleihe NRW Städteanl.Nr.3 v.15(22)
DE000A161V06,variable IKB Deutsche Industriebank AG 16/22
DE000A161V14,variable IKB Deutsche Industriebank AG 16/21
DE000A161VB4,variable IKB Deutsche Industriebank AG 15/20
DE000A161VC2,"variable IKB Deutsche Industriebank AG, 15/21"
DE000A161VD0,"3,60 % IKB Deutsche Industriebank AG 15/21"
DE000A161VH1,"2,00 % IKB Deutsche Industriebank AG 15/21"
DE000A161VJ7,variable IKB Deutsche Industriebank AG 15/25
DE000A161VK5,variable IKB Deutsche Industriebank AG 15/20
DE000A161VR0,"1,75 % IKB Deutsche Industriebank AG 16/21"
DE000A161VS8,variable IKB Deutsche Industriebank AG 17/21
DE000A161VT6,variable IKB Deutsche Industriebank AG 16/24
DE000A161W62,Deutsche Börse AG FLR-Sub.Anl.v.2015(2021/2041)
DE000A161WB2,"1,65 % IKB Deutsche Industriebank AG 16/21"
DE000A161WC0,variable IKB Deutsche Industriebank AG 16/26
DE000A161WS6,"Berlin, Land Landessch.v.2015(2023)Ausg.474"
DE000A161ZL4,DZ HYP AG MTN-Hyp.Pfbr.369 15(23) [WL]
DE000A161ZM2,DZ HYP AG STZ-MTN-HPF 370 15(20/23) [WL]
DE000A161ZP5,DZ HYP AG MTN-OPF 666 16(31) [WL]
DE000A161ZQ3,DZ HYP AG MTN-Hyp.Pfbr.371 15(26) [WL]
DE000A161ZR1,DZ HYP AG MTN-Hyp.Pfbr.372 16(21/46)[WL]
DE000A161ZU5,DZ HYP AG MTN-Hyp.Pfbr.374 16(23) [WL]
DE000A168478,Gothaer Allgem.Versicherung AG FLR-Nachr.-Anl. v.15(25/45)
DE000A1684R1,Bundesländer Ländersch.Nr.49 v.2015(2020)
DE000A1684V3,Deutsche Börse AG Anleihe v.15(25)
DE000A1685U2,"Hamburg, Freie und Hansestadt Land.Schatzanw. Aus.1 v.17(25)"
DE000A1686C8,Dt.Apotheker- u. Ärztebank FLR-apoObl.IHS A.1364 v.15(20)
DE000A1686N5,Dt.Apotheker- u. Ärztebank MTN-IHS Nts.A.1374 v.16(23)
DE000A168Y22,Kreditanst.f.Wiederaufbau Anl.v.2016 (2023)
DE000A168Y48,Kreditanst.f.Wiederaufbau Med.Term Nts. v.16(36)
DE000A168Y55,Kreditanst.f.Wiederaufbau Anl.v.2016 (2026)
DE000A169G07,Daimler AG Medium Term Notes v.16(21)
DE000A169G15,Daimler AG Medium Term Notes v.16(24)
DE000A169GM5,publity AG Wandelschuldv.v.15(20)
DE000A169HH3,variable IKB Deutsche Industriebank AG 16/21
DE000A169HJ9,"1,70 % IKB Deutsche Industriebank AG 16/22"
DE000A169HK7,variable IKB Deutsche Industriebank AG 16/24
DE000A169HM3,"1,60 % IKB Deutsche Industriebank AG 16/21"
DE000A169HN1,variable IKB Deutsche Industriebank AG 16/22
DE000A169HV4,"1,60 % IKB Deutsche Industriebank 16/21"
DE000A169HW2,variable IKB Deutsche Industriebank 16/22
DE000A169HX0,variable IKB Deutsche Industriebank 16/24
DE000A169NB4,Daimler AG Medium Term Notes v.16(23)
DE000A169NC2,Daimler AG Medium Term Notes v.16(28)
DE000A180B80,Allianz Finance II B.V. EO-Med.-Term Notes 16(31/31)
DE000A181034,JAB Holdings B.V. EO-Notes 2016(23)
DE000A182VS4,Vonovia Finance B.V. EO-Medium-Term Nts 2016(16/22)
DE000A182VT2,Vonovia Finance B.V. EO-Medium-Term Nts 2016(16/26)
DE000A184F09,Opus-Charter. Iss. S.A. Cpmt35 EO-Bonds 2016(24)
DE000A184KW5,Opus-Charter. Iss. S.A. Cpmt39 EO-Bonds 2016(18/20)
DE000A184P98,Aggregate Holdings S.A. EO-Anleihe 2016(21)
DE000A185QA5,Evonik Finance B.V. EO-Medium-Term Nts 2016(16/24)
DE000A185QB3,Evonik Finance B.V. EO-Medium-Term Nts 2016(16/28)
DE000A185QC1,Evonik Finance B.V. EO-Medium-Term Nts 2016(16/21)
DE000A185XJ2,Opus-Charter. Iss. S.A. Cpmt42 EO-Index Linked Bonds 2016(21)
DE000A185XT1,Klöckner & Co Fin. Serv. S.A. EO-Wandelanl. 2016(23)
DE000A188WV3,BASF Finance Europe N.V. EO-Med.-Term Nts 2016(16/20)
DE000A188WW1,BASF Finance Europe N.V. EO-Med.-Term Nts 2016(16/26)
DE000A189ZX0,Vonovia Finance B.V. EO-Medium-Term Nts 2016(16/24)
DE000A18UQM6,UBM Development AG EO-FLR Notes 2015(20)
DE000A18V138,Vonovia Finance B.V. EO-Medium-Term Nts 2015(16/20)
DE000A18V146,Vonovia Finance B.V. EO-Medium-Term Nts 2015(16/23)
DE000A190J23,Opus-Charter.Iss. S.A.Cpmt 116 EO-Bonds 2018(20/23)
DE000A190J31,Opus-Charter.Iss. S.A.Cpmt 116 EO-Bonds 2018(20/23)
DE000A190ND6,Daimler Intl Finance B.V. EO-Medium-Term Notes 2018(22)
DE000A190NE4,Daimler Intl Finance B.V. EO-Medium-Term Notes 2018(25)
DE000A194DC1,Daimler Intl Finance B.V. EO-Medium-Term Notes 2018(21)
DE000A194DD9,Daimler Intl Finance B.V. EO-Medium-Term Notes 2018(24)
DE000A194DE7,Daimler Intl Finance B.V. EO-Medium-Term Notes 2018(27)
DE000A194PC5,Opus-Charter.Iss. S.A. Cpmt122 EO-Bonds 2018(19/20)
DE000A194PD3,Opus-Charter.Iss. S.A. Cpmt123 EO-Bonds 2018(22/28)
DE000A19B8D4,Vonovia Finance B.V. EO-Medium-Term Nts 2017(17/22)
DE000A19B8E2,Vonovia Finance B.V. EO-Medium-Term Nts 2017(17/27)
DE000A19D993,Opus-Charter. Iss. S.A. Cpmt57 EO-Bonds 2017(22)
DE000A19G8P3,Opus-Charter. Iss. S.A. Cpt.61 DL-FLR Credit Lkd Nts 2017(23)
DE000A19G8Q1,Opus-Charter. Iss. S.A. Cpt.62 SF-FLR Credit Lkd Nts 2017(23)
DE000A19H7X8,Opus-Charter. Iss. S.A. Cpt.61 EO-FLR Cred. Lkd Nts 2017(23)
DE000A19HBM3,Daimler Intl Finance B.V. EO-FLR Med.-Term Nts 2017(22)
DE000A19HCW0,JAB Holdings B.V. EO-Notes 2017(24)
DE000A19HCX8,JAB Holdings B.V. EO-Notes 2017(28)
DE000A19JCA2,Opus-Charter. Iss. S.A. Cpt.61 SF-FLR Cred. Lkd Nts 2017(23)
DE000A19LFT1,Opus-Charter. Iss. S.A. Cpt.74 EO-Bonds 2017(24)
DE000A19LS87,Opus-Charter. Iss. S.A. Cpt.67 EO-Credit Lkd Nts 2017(20/22)
DE000A19MDV0,Metalcorp Group S.A. EO-Anleihe 2017(20/22)
DE000A19NS93,Vonovia Finance B.V. EO-Medium-Term Nts 2017(17/25)
DE000A19NY87,Daimler Intl Finance B.V. EO-Medium-Term Notes 2017(21)
