Identifier,Identifier_Status,Name,ISIN,Ticker,Country,Bond_Status,Bond_Type,Coupon_Freq,Subordinated,Sinkable,Perpetual,Convertible,Conversion_Terms,Structured,Restructuring,Securitization,Mortgage,Trace,Covered,Foreign,CDO,Sukuk,Retail,Supranational,Green,Non-Marketable,Issuer,Issuer_ID,SPV_Issuer,SPV_Issuer_ID,Borrower,Borrower_ID,Amount,Floating,Ref_Rate,Margin,Current_Rate,Listing,Integral_Multiple,Nominal,Nominal_Intl_Bonds,Min_Settlement_Amt,Outstanding_Principal_Amt,Amt,Amt_Outstanding,Oustanding_Face_Val_Amt
4710,Valid,"Domestic bonds: Ecobud, 1-A (UA102272BA02)",UA102272BA02,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Ecobud,2491,,,,,"2,856,000 UAH",No,,,,,,"40,800 UAH",,,0 UAH,"2,856,000 UAH",0 UAH,
4711,Valid,"Domestic bonds: Ecobud, 1-B (UA102272BB01)",UA102272BB01,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Ecobud,2491,,,,,"28,038,780 UAH",No,,,,,,34.68 UAH,,,0 UAH,"28,038,780 UAH",0 UAH,
4845,Valid,"Domestic bonds: Energysystem, 1A (UA4000010250)",UA4000010250,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Energysystem,2629,,,,,"4,138,310.61 UAH",No,,,,,,42.21 UAH,,,0 UAH,"4,138,310.61 UAH",0 UAH,
4886,Valid,"International bonds: Argentina, 7.820% 31dec2033, EUR (XS0205545840)",XS0205545840,ARGENT 7.82 12/31/33 disE,Argentina,outstanding,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Argentina,418,"2,287,157,085 EUR",Yes,,,7.82%,Luxembourg S.E.,1 EUR,,1 EUR,1 EUR,1 EUR,"2,287,157,085 EUR","2,263,500,000 EUR","2,263,500,000 EUR"
4901,Valid,"Domestic bonds: Volgaburmash, 01 (4-01-00673-E, RU000A0GGJ05)",RU000A0GGJ05,VOLBUR V14 10/08/08 +++1,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Volgaburmash,2662,,,,,"600,000,000 RUB",No,,,14%,"Moscow Exchange, RU000A0GGJ05",,"1,000 RUB",,,0 RUB,"600,000,000 RUB",0 RUB,
4921,Valid,"Domestic bonds: Doszhan Temir Zholy, FRN 02aug2028, KZT (01) (KZ2C0Y23B676, KZ2C00000701)",KZ2C00000701,DOSZHA F 08/02/28,Kazakhstan,outstanding,Coupon bonds,1 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Doszhan Temir Zholy,2666,,,,,"30,000,000,000 KZT",Yes,Kazakhstan CPI,,5.75%,"KASE, DTJLb1 (Alternative board, Bonds)",,"1,000 KZT",,,"1,000 KZT","30,000,000,000 KZT","18,015,540,000 KZT","18,015,540,000 KZT"
4932,Valid,"Domestic bonds: Moscow Region Mortgage Agency, 01 (4-01-09652-A, RU000A0GK2X7)",RU000A0GK2X7,MOIA 9 12/21/10 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Moscow Region Mortgage Agency,2673,,,,,"1,500,000,000 RUB",No,,,9%,"Moscow Exchange, RU000A0GK2X7",,"1,000 RUB",,,,"1,500,000,000 RUB",,
4948,Valid,"Domestic bonds: Ornek XXI, 10.10% 20sep2010, KZT (2010-1) (KZ2CKY05B703)",,,Kazakhstan,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Ornek XXI,2479,,,,,"4,000,000,000 KZT",Yes,Kazakhstan CPI,,,"KASE, ORNKb1 (Delisted securities)",,100 KZT,,,0 KZT,"4,000,000,000 KZT",0 KZT,
4951,Valid,"Domestic bonds: Alliance Russian Textile, 03 (4-03-05331-A, RU000A0GG8Q4)",RU000A0GG8Q4,ALRUTX 14.5 10/20/09 ++03,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Alliance Russian Textile,294,,,,,"1,200,000,000 RUB",No,,,14.50%,"Moscow Exchange, RU000A0GG8Q4",,"1,000 RUB",,,,"1,200,000,000 RUB",,
4958,Valid,"International bonds: Ukraine, 4.950% 13oct2015, EUR (XS0232329879)",XS0232329879,UKRAIN 4.95 10/13/15 REGS,Ukraine,redeemed,Coupon bonds,1 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Ukraine,,"600,000,000 EUR",No,,,4.95%,Irish S.E.,"1,000 EUR",,"1,000 EUR","50,000 EUR",0 EUR,"600,000,000 EUR",0 EUR,
4960,Valid,"International bonds: ISD, 9.25% 23sep2010, USD (XS0229773691)",XS0229773691,ISD 9.25 09/23/10,Ukraine,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,Reachcom Public Limited,29849,ISD,740,"150,000,000 USD",No,,,9.25%,,"1,000 USD",,"1,000 USD","100,000 USD",,"150,000,000 USD",,
4968,Valid,"Domestic bonds: Avtopromkhim, 1-B",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Avtopromkhim,2689,,,,,"27,900,000 UAH",No,,,,,,300 UAH,,,0 UAH,"27,900,000 UAH",0 UAH,
4969,Valid,"Domestic bonds: Avtopromkhim, 1-C",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Avtopromkhim,2689,,,,,"2,646,000 UAH",No,,,,,,"29,400 UAH",,,0 UAH,"2,646,000 UAH",0 UAH,
4972,Valid,"Domestic bonds: Mir Elektroniki, 1-B (UA101116AB04)",UA101116AB04,,Ukraine,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Mir Elektroniki,2690,,,,,"10,000,000 UAH",No,,,16%,,,"1,000 UAH",,,,"10,000,000 UAH",0 UAH,
4983,Valid,"Domestic bonds: Runa, 1-A (UA4000012371)",UA4000012371,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Runa,2691,,,,,"27,527,456 UAH",No,,,,,,32 UAH,,,0 UAH,"27,527,456 UAH",0 UAH,
5007,Valid,"International bonds: Kyiv, 8.0% 6nov2015, USD (XS0233620235, 225407AA3)",XS0233620235,CITKIE 8 11/06/15 REGS,Ukraine,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,Credit Suisse,803,Kyiv,698,"250,000,000 USD",No,,,8%,SIX,"1,000 USD",,"1,000 USD","100,000 USD",0 USD,"250,000,000 USD",,
5029,Valid,"International bonds: ForteBank, 9% 22nov2010, USD (XS0234283264)",XS0234283264,ALLIBK 9 11/22/10,Kazakhstan,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,ALB Finance B.V.,12271,ForteBank,361,"200,000,000 USD",No,,,9%,London S.E.,"1,000 USD",,"1,000 USD","100,000 USD",0 USD,"200,000,000 USD",0 USD,
5032,Valid,"Domestic bonds: AirUnion, 01 (4-01-36101-R, RU000A0GJME9)",RU000A0GJME9,AIRUNI 11 11/10/09 +++1,Russia,redemption default,Coupon bonds,4 time(s) per year,No,Yes,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,AirUnion,2714,,,,,"1,500,000,000 RUB",No,,,11%,"Moscow Exchange, RU000A0GJME9",,"1,000 RUB",,,,"1,500,000,000 RUB",,
5130,Valid,"Domestic bonds: Liko Holding, 1-F",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Liko Holding,1912,,,,,"33,400,000 UAH",No,,,,,,"1,000 UAH",,,0 UAH,"33,400,000 UAH",0 UAH,
5131,Valid,"Domestic bonds: Liko Holding, 1-G",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Liko Holding,1912,,,,,"23,800,000 UAH",No,,,,,,"1,000 UAH",,,0 UAH,"23,800,000 UAH",0 UAH,
5132,Valid,"Domestic bonds: Liko Holding, 1-H",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Liko Holding,1912,,,,,"15,300,000 UAH",No,,,,,,"1,000 UAH",,,0 UAH,"15,300,000 UAH",0 UAH,
5154,Valid,"Domestic bonds: Marta Finance, 02 (4-02-43901-H, RU000A0GKNR7)",RU000A0GKNR7,MARTAF 12 12/06/09 +++2,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Marta Finance,773,,,,,"1,000,000,000 RUB",No,,,12%,"Moscow Exchange, RU000A0GKNR7",,"1,000 RUB",,,,"1,000,000,000 RUB",,
5171,Valid,"Domestic bonds: Euroservice Meat Corporation, 01 (4-01-36111-R, RU000A0GLBF5)",RU000A0GLBF5,MEATCO 13.25 12/18/07 +++1,Russia,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Euroservice Meat Corporation,2785,,,,,"1,500,000,000 RUB",No,,,13.25%,"Moscow Exchange, RU000A0GLBF5 (B)",,"1,000 RUB",,,0 RUB,"1,500,000,000 RUB",0 RUB,
5178,Valid,"Domestic bonds: UkrsotsStroy, 1-Q",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,UkrsotsStroy,2484,,,,,"2,190,773 UAH",No,,,,,,"312,967.6 UAH",,,0 UAH,"2,190,773 UAH",0 UAH,
5179,Valid,"Domestic bonds: UkrsotsStroy, 1-R",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,UkrsotsStroy,2484,,,,,"1,864,317 UAH",No,,,,,,"266,331.1 UAH",,,0 UAH,"1,864,317 UAH",0 UAH,
5180,Valid,"Domestic bonds: UkrsotsStroy, 1-S",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,UkrsotsStroy,2484,,,,,"2,738,891 UAH",No,,,,,,"391,270.25 UAH",,,0 UAH,"2,738,891 UAH",0 UAH,
5181,Valid,"Domestic bonds: UkrsotsStroy, 1-T",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,UkrsotsStroy,2484,,,,,"2,808,639 UAH",No,,,,,,"401,234.28 UAH",,,0 UAH,"2,808,639 UAH",0 UAH,
5182,Valid,"Domestic bonds: UkrsotsStroy, 1-U",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,UkrsotsStroy,2484,,,,,"256,391 UAH",No,,,,,,"256,391.38 UAH",,,0 UAH,"256,391 UAH",0 UAH,
5183,Valid,"Domestic bonds: UkrsotsStroy, 1-V",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,UkrsotsStroy,2484,,,,,"732,250 UAH",No,,,,,,"25,250 UAH",,,0 UAH,"732,250 UAH",0 UAH,
5184,Valid,"Domestic bonds: UkrsotsStroy, 1-W",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,UkrsotsStroy,2484,,,,,"371,061 UAH",No,,,,,,24.3 UAH,,,0 UAH,"371,061 UAH",0 UAH,
5185,Valid,"Domestic bonds: UkrsotsStroy, 1-X",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,UkrsotsStroy,2484,,,,,"1,275,750 UAH",No,,,,,,24.3 UAH,,,0 UAH,"1,275,750 UAH",0 UAH,
5186,Valid,"Domestic bonds: UkrsotsStroy, 1-Y",,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,UkrsotsStroy,2484,,,,,"153,819 UAH",No,,,,,,24.3 UAH,,,0 UAH,"153,819 UAH",0 UAH,
5191,Valid,"Domestic bonds: Nizhne Lenskoe Invest, 02 (4-02-36090-R, RU000A0GKZJ8)",RU000A0GKZJ8,NIZLEN 13 06/18/09 +++2,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Nizhne Lenskoe Invest,2421,,,,,"550,000,000 RUB",No,,,13%,"Moscow Exchange, RU000A0GKZJ8",,"1,000 RUB",,,0 RUB,"550,000,000 RUB",0 RUB,
5202,Valid,"Domestic bonds: Matrix Finance, 01 (4-01-36110-R, RU000A0GK2H0)",RU000A0GK2H0,MATRIT 12 12/10/08 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Matrix Finance,2797,,,,,"1,200,000,000 RUB",No,,,12%,"Moscow Exchange, RU000A0GK2H0 (B)",,"1,000 RUB",,,,"1,200,000,000 RUB",,
5212,Valid,"Domestic bonds: Avtopribor, 01 (4-01-65040-D, RU000A0GLBG3)",RU000A0GLBG3,APRVRU 13.2 04/29/09 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Avtopribor,2808,,,,,"500,000,000 RUB",No,,,13.20%,"Moscow Exchange, RU000A0GLBG3",,"1,000 RUB",,,,"500,000,000 RUB",,
5254,Valid,"Domestic bonds: GOTEK, 02 (4-02-60237-J, RU000A0GLFU5)",RU000A0GLFU5,GOTEK V13 06/18/09 +++2,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,GOTEK,245,,,,,"1,500,000,000 RUB",No,,,13%,"Moscow Exchange, RU000A0GLFU5",,"1,000 RUB",,,0 RUB,"1,500,000,000 RUB",0 RUB,
5264,Valid,"Domestic bonds: GAZ-Finance, 01 (4-01-36115-R, RU000A0GNLK0)",RU000A0GNLK0,GAZARU V18 02/08/11 +++1,Russia,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,GAZ-Finance,2845,,,,,"5,000,000,000 RUB",No,,,18%,"Moscow Exchange, RU000A0GNLK0 (Unlisted securities)",,"1,000 RUB",,,0 RUB,"5,000,000,000 RUB",0 RUB,
5283,Valid,"Domestic bonds: NMZ Kuzmina, 01 (4-01-10794-F, RU000A0GK9M5)",RU000A0GK9M5,NVMZRU 11 02/14/10 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,NMZ Kuzmina,2854,,,,,"1,200,000,000 RUB",No,,,11%,"Moscow Exchange, RU000A0GK9M5",,"1,000 RUB",,,,"1,200,000,000 RUB",,
5303,Valid,"Domestic bonds: Ukon com, 1-B (UA102333AB09)",UA102333AB09,,Ukraine,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Ukon com,2865,,,,,"10,000,000 UAH",No,,,15%,,,"1,000 UAH",,,,"10,000,000 UAH",0 UAH,
5373,Valid,"International bonds: BTA bank, 8.25% perp., USD (XS0242012796)",XS0242012796,BTAS 8.25 PERP,Kazakhstan,early redeemed,Coupon bonds,2 time(s) per year,Yes,No,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,BTA Finance Luxembourg S.A.,29835,BTA bank,332,"400,000,000 USD",No,,,8.25%,London S.E.,"1,000 USD",,"1,000 USD","100,000 USD",0 USD,"400,000,000 USD",0 USD,
5407,Valid,"Domestic bonds: APC Arkada, 02 (4-02-36071-R, RU000A0GNTQ0)",RU000A0GNTQ0,ARKADA 13.31 02/20/09 +++2,Russia,redemption default,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,APC Arkada,1847,,,,,"700,000,000 RUB",No,,,13.31%,"Moscow Exchange, RU000A0GNTQ0 (B)",,"1,000 RUB",,,,"700,000,000 RUB",,
5409,Valid,"Domestic bonds: Incom Lada, 2 (4-02-36068-R, RU000A0GNRT8)",RU000A0GNRT8,INLADA 12.5 02/12/10 +++2,Russia,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Incom Lada,1634,,,,,"1,400,000,000 RUB",No,,,,"Moscow Exchange, RU000A0GNRT8",,"1,000 RUB",,,,"1,400,000,000 RUB",,
5427,Valid,"Domestic bonds: Amurmetal, 01 (4-01-30513-F, RU000A0GN9D1)",RU000A0GN9D1,AMURME 9.8 02/26/09 +++1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Amurmetal,2970,,,,,"1,500,000,000 RUB",No,,,9.80%,"Moscow Exchange, RU000A0GN9D1 (B)",,"1,000 RUB",,,"1,000 RUB","1,500,000,000 RUB",,
5461,Valid,"Domestic bonds: TC Intermarket, 1-D (UA130413AD01)",UA130413AD01,INTRTD V15.5 03/11/09 D,Ukraine,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,TC Intermarket,1497,,,,,"25,000,000 UAH",No,,,15.50%,,,"1,000 UAH",,,,"25,000,000 UAH",0 UAH,
5462,Valid,"Domestic bonds: TC Intermarket, 1-E (UA130413AE00)",UA130413AE00,INTRTD V15.5 04/16/09 E,Ukraine,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,TC Intermarket,1497,,,,,"25,000,000 UAH",No,,,15.50%,,,"1,000 UAH",,,,"25,000,000 UAH",0 UAH,
5496,Valid,"Domestic bonds: OGO AIC, 02 (4-02-06193-A, RU000A0GN1A4)",RU000A0GN1A4,APKOGO 12.95 02/25/09 +++2,Russia,redemption default,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,OGO AIC,770,,,,,"1,200,000,000 RUB",No,,,12.95%,"Moscow Exchange, RU000A0GN1A4 (B)",,"1,000 RUB",,,,"1,200,000,000 RUB",,
5540,Valid,"Domestic bonds: Vitaminy, 1-A (UA230052AA08)",UA230052AA08,,Ukraine,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Vitaminy,2490,,,,,"5,000,000 UAH",No,,,18%,,,"1,000 UAH",,,0 UAH,"5,000,000 UAH",0 UAH,
5594,Valid,"Domestic bonds: Wild Orchid, 01 (4-01-14135-H, RU000A0GQZV0)",RU000A0GQZV0,DIKORH 13 04/09/09 +++1,Russia,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Wild Orchid,3063,,,,,"1,000,000,000 RUB",No,,,13%,"Moscow Exchange, RU000A0GQZV0",,"1,000 RUB",,,,"1,000,000,000 RUB",,
5608,Valid,"Domestic bonds: VITA, FRN 18may2013, KZT (05) (KZ2CKY07B964, KZ2C00001238)",KZ2C00001238,VITAKZ F 05/18/13 5,Kazakhstan,cancelled,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,VITA,390,,,,,"6,000,000,000 KZT",Yes,Kazakhstan CPI,2.5,,"KASE, VITAb5 (Buffer category)",,"1,000 KZT",,,"1,000 KZT","6,000,000,000 KZT",,
5622,Valid,"Domestic bonds: AKB Evropejskij, 1-A",,,Ukraine,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,AKB Evropejskij,3087,,,,,"20,000,000 UAH",No,,,15%,,,"1,000 UAH",,,0 UAH,"20,000,000 UAH",0 UAH,
5624,Valid,"Domestic bonds: Bashkirenergo, 03 (4-03-00012-A, RU000A0GQLY4)",RU000A0GQLY4,BANERX V8.3 03/09/11 +++3,Russia,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Bashkirenergo,152,,,,,"1,500,000,000 RUB",No,,,8.30%,"Moscow Exchange, RU000A0GQLY4 (Unlisted securities, 06/26/2006)",,"1,000 RUB",,,0 RUB,"1,500,000,000 RUB",0 RUB,
5627,Valid,"Domestic bonds: Soyuz-Viktan, 1-A (UA102398AA02)",UA102398AA02,VICTAN V14 03/12/09 +1-A,Ukraine,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Soyuz-Viktan,2327,,,,,"75,000,000 UAH",No,,,14%,,,"1,000 UAH",,,,"75,000,000 UAH",0 UAH,
5633,Valid,"International bonds: Energomashcorporation, 9.50% 5apr2010, USD (XS0238050495)",XS0238050495,ENGOMA 9.5 04/05/10 EMTN,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,CF Structured Products BV,3160,Energomashcorporation,2847,"150,000,000 USD",No,,,9.50%,,"1,000 USD",,"1,000 USD","200,000 USD",,"150,000,000 USD",,
5652,Valid,"Domestic bonds: Kamskaya Dolina Finance, 03 (4-03-36070-R, RU000A0GTW11)",RU000A0GTW11,KAMDOL 14.1 06/04/09 +++3,Russia,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Kamskaya Dolina Finance,1842,,,,,"500,000,000 RUB",No,,,14.10%,"Moscow Exchange, RU000A0GTW11 (B)",,"1,000 RUB",,,,"500,000,000 RUB",,
5657,Valid,"International bonds: BTA bank, 2011, PLN (XS0249842732)",XS0249842732,BTAS 6.3 03/31/11 EMTN,Kazakhstan,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,TuranAlem Finance B.V.,527,BTA bank,332,"200,000,000 PLN",No,,,6.30%,London S.E.,"1,000 PLN",,"1,000 PLN","100,000 PLN",0 PLN,"200,000,000 PLN",0 PLN,
5691,Valid,"International bonds: ForteBank, 9.375% perp., USD (XS0251702618)",XS0251702618,ALLIBK 9.375 PERP,Kazakhstan,early redeemed,Coupon bonds,2 time(s) per year,Yes,No,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,ALB Finance B.V.,12271,ForteBank,361,"150,000,000 USD",No,,,9.38%,London S.E.,"1,000 USD",,"1,000 USD","150,000 USD",0 USD,"150,000,000 USD",0 USD,
5692,Valid,"Domestic bonds: Transstroymost, 12.00% 06apr2011, KZT (2011-1) (KZ2CKY05B950)",,,Kazakhstan,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Transstroymost,3129,,,,,"5,000,000,000 KZT",Yes,Kazakhstan CPI,2.5,,"KASE, TSSMb1 (A)",,100 KZT,,,0 KZT,"5,000,000,000 KZT","3,745,000,000 KZT",
5695,Valid,"Domestic bonds: Kazakhstan Kagazy, 9% 18mar2026, KZT (02) (KZP01Y20C023, KZ2C00000263)",KZ2C00000263,KKAGKZ 13 03/18/26 +++2,Kazakhstan,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Kazakhstan Kagazy,2231,,,,,"3,500,000,000 KZT",No,,,13%,"KASE, KKAGb2 (Buffer category)",,1 KZT,,,1 KZT,"3,500,000,000 KZT","3,487,850,000 KZT","3,487,850,000 KZT"
5696,Valid,"Domestic bonds: ForteBank, 8% 01jun2025, KZT (KZP04Y19B559, KZ2C00000040)",KZ2C00000040,ALLIBK V8 06/01/25 b7,Kazakhstan,outstanding,Coupon bonds,2 time(s) per year,Yes,No,No,No,,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,ForteBank,361,,,,,"3,000,000,000 KZT",No,,,8%,"KASE, TEBNb7 (Main board, Bonds)",,0.01 KZT,,,0.01 KZT,"3,000,000,000 KZT","2,183,308,667 KZT","2,183,308,667 KZT"
5709,Valid,"Domestic bonds: ForteBank, 8.50% 10apr2009, KZT (2009-6) (KZPC3Y03B577)",,,Kazakhstan,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,ForteBank,361,,,,,"7,000,000,000 KZT",No,,,,"KASE, ASBNb6 (A)",,"1,000 KZT",,,,"7,000,000,000 KZT",,
5716,Valid,"International bonds: ForteBank, 8.75% 20apr2011, USD (XS0251846969)",XS0251846969,ALLIBK 8.75 04/20/11 EMTN,Kazakhstan,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,ALB Finance B.V.,12271,ForteBank,361,"250,000,000 USD",No,,,8.75%,London S.E.,"1,000 USD",,"1,000 USD","100,000 USD",0 USD,"250,000,000 USD",0 USD,
5718,Valid,"International bonds: BTA bank, 7.75% 25apr2013, USD (XS0251881289, 89989EAG2)",XS0251881289,BTAS 7.75 04/25/13 REGS,Kazakhstan,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,TuranAlem Finance B.V.,527,BTA bank,332,"250,000,000 USD",No,,,7.75%,London S.E. (A),"1,000 USD",,"1,000 USD","100,000 USD",0 USD,"250,000,000 USD",0 USD,
5723,Valid,"Domestic bonds: Karavan, 1-A (UA102450AA07)",UA102450AA07,KARAV V15 05/06/09 1-A,Ukraine,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Karavan,3174,,,,,"30,000,000 UAH",No,,,16%,,,"1,000 UAH",,,,"30,000,000 UAH",0 UAH,
5749,Valid,"Domestic bonds: Ekosorb, 1-B (UA102419BB05)",UA102419BB05,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Ekosorb,3212,,,,,"9,877,000 UAH",No,,,,,,"3,500 UAH",,,0 UAH,"9,877,000 UAH",0 UAH,
5750,Valid,"Domestic bonds: Ekosorb, 1-C (UA102419BC04)",UA102419BC04,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Ekosorb,3212,,,,,"35,425,000 UAH",No,,,,,,"5,000 UAH",,,0 UAH,"35,425,000 UAH",0 UAH,
5751,Valid,"Domestic bonds: Ekosorb, 1-D (UA102419BD03)",UA102419BD03,,Ukraine,redeemed,Zero-coupon bonds,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Ekosorb,3212,,,,,"11,046,000 UAH",No,,,,,,"2,000 UAH",,,0 UAH,"11,046,000 UAH",0 UAH,
