Identifier,ISIN,Issuer,Coupon,Maturity,Subordinated,Currency,Next Interest Date
112502402,XS1098413823,BNP Paribas S.A.,"5,375 %",21.08.2020,Nein,Neuseel&#228;ndischer Dollar,21.08.2020
122834751,XS1172228709,Co&#246;peratieve Rabobank U.A. Australia Branch,"3,250 %",21.08.2020,Nein,Australischer Dollar,21.08.2020
196309976,US902494BE29,Tyson Foods Inc.,"0,824 %",21.08.2020,Nein,US Dollar,21.08.2020
220696006,US023135AT31,Amazon.com Inc.,"1,900 %",21.08.2020,Nein,US Dollar,21.08.2020
226699889,US459058GK33,International Bank for Reconstruction and Development,"0,230 %",21.08.2020,Nein,US Dollar,21.08.2020
69295697,DE000LB0NZP1,Landesbank Baden-W&#252;rttemberg,"1,293 %",24.08.2020,Nein,Euro,24.08.2020
143582881,XS0528733040,European Bank for Reconstruction and Development,"0,500 %",24.08.2020,Nein,Brasilianischer Real,24.08.2020
169063761,US29874QCX07,European Bank for Reconstruction and Development,"1,125 %",24.08.2020,Nein,US Dollar,24.08.2020
169063762,XS1480538807,BMW Finance N.V.,"2,500 %",24.08.2020,Nein,Australischer Dollar,24.08.2020
224140741,DE000LB1QB16,Landesbank Baden-W&#252;rttemberg,"2,600 %",24.08.2020,Nein,US Dollar,24.08.2020
140411953,US045167DE05,Asian Development Bank,"1,625 %",26.08.2020,Nein,US Dollar,26.08.2020
140968865,XS1283668736,Provinz Alberta,"1,750 %",26.08.2020,Nein,US Dollar,26.08.2020
185300507,XS1590503279,FCE Bank PLC,"0,221 %",26.08.2020,Nein,Euro,26.08.2020
193637021,DE000LB1DX07,Landesbank Baden-W&#252;rttemberg,"1,800 %",26.08.2020,Nein,US Dollar,28.08.2020
207138954,AU3FN0027595,The Goldman Sachs Group Inc.,"2,053 %",26.08.2020,Nein,Australischer Dollar,26.08.2020
248139195,US14913Q2U23,Caterpillar Financial Services Corp.,"0,610 %",26.08.2020,Nein,US Dollar,26.08.2020
87279140,XS0965050197,Svenska Handelsbanken AB,"2,250 %",27.08.2020,Nein,Euro,27.08.2020
110171623,DE000LB0YBP9,Landesbank Baden-W&#252;rttemberg,"1,000 %",27.08.2020,Nein,Euro,27.08.2020
232084864,XS0533156401,Kreditanstalt f&#252;r Wiederaufbau,"9,800 %",27.08.2020,Nein,Brasilianischer Real,27.08.2020
69103042,XS0820867223,ING Bank N.V.,"2,000 %",28.08.2020,Nein,Euro,28.08.2020
85220458,DE000A1PGNM9,"Berlin, Region","1,500 %",28.08.2020,Nein,Euro,28.08.2020
99017229,CH0238053091,BP Capital Markets PLC,"1,000 %",28.08.2020,Nein,Schweizer Franken,28.08.2020
112621327,XS1093823968,Palladium Securities 1 S.A.,"0,500 %",28.08.2020,Nein,Euro,28.08.2020
152772674,FR0013105863,Credit Agricole Home Loan SFH,"0,125 %",28.08.2020,Nein,Euro,28.08.2020
227376632,DE000NLB0Q38,Norddeutsche Landesbank Girozentrale,"0,000 %",28.08.2020,Nein,Euro,28.08.2020
227376634,DE000NLB0Q46,Norddeutsche Landesbank Girozentrale,"0,126 %",28.08.2020,Nein,Euro,28.08.2020
87524276,DE000LB0TUZ8,Landesbank Baden-W&#252;rttemberg,"1,625 %",31.08.2020,Nein,Euro,31.08.2020
169069478,DE000LB1B1T5,Landesbank Baden-W&#252;rttemberg,"0,090 %",31.08.2020,Nein,Euro,31.08.2020
178563498,US912828VV95,"USA, Staat","2,125 %",31.08.2020,Nein,US Dollar,31.08.2020
178566114,US912828L328,"USA, Staat","1,375 %",31.08.2020,Nein,US Dollar,31.08.2020
242968952,US9128284Y39,"USA, Staat","2,625 %",31.08.2020,Nein,US Dollar,31.08.2020
38726853,XS0537711144,BNG Bank N.V.,"2,625 %",01.09.2020,Nein,Euro,01.09.2020
74195902,US478160AW48,Johnson &amp; Johnson,"2,950 %",01.09.2020,Nein,US Dollar,31.08.2020
126841698,US984121CK78,Xerox Holdings Corp.,"2,750 %",01.09.2020,Nein,US Dollar,31.08.2020
142965656,US375558BB81,Gilead Sciences Inc.,"2,550 %",01.09.2020,Nein,US Dollar,31.08.2020
154286194,XS1303918939,"Ukraine, Staat","7,750 %",01.09.2020,Nein,US Dollar,31.08.2020
174164489,CA135087E596,"Kanada, Staat","0,750 %",01.09.2020,Nein,Kanadischer Dollar,01.09.2020
182054659,SG7928920854,"Singapur, Staat","3,250 %",01.09.2020,Nein,Singapur-Dollar,28.08.2020
198464832,XS1686881217,Kommuninvest i Sverige AB,"1,625 %",01.09.2020,Nein,US Dollar,31.08.2020
227125335,IT0004594930,"Italien, Staat","4,000 %",01.09.2020,Nein,Euro,01.09.2020
261124819,DE000HVB3N39,UniCredit Bank AG,"1,750 %",01.09.2020,Nein,US Dollar,31.08.2020
109881019,XS1102735179,Total Capital International S.A.,"5,000 %",02.09.2020,Nein,Neuseel&#228;ndischer Dollar,02.09.2020
140968897,XS1284557284,Kreditanstalt f&#252;r Wiederaufbau,"1,125 %",02.09.2020,Nein,Norwegische Krone,02.09.2020
153507948,XS0535302144,International Bank for Reconstruction and Development,"0,500 %",02.09.2020,Nein,S&#252;dafrikanischer Rand,02.09.2020
222721280,DE000HSH4TC0,HSH Nordbank AG,"2,000 %",02.09.2020,Nein,Euro,02.09.2020
87428506,XS0968433135,Wells Fargo &amp; Co.,"2,250 %",03.09.2020,Nein,Euro,03.09.2020
109451653,CH0247902908,Wells Fargo &amp; Co.,"0,625 %",03.09.2020,Nein,Schweizer Franken,03.09.2020
111142252,DE000LB0YWK6,Landesbank Baden-W&#252;rttemberg,"0,610 %",03.09.2020,Nein,Euro,03.09.2020
215258986,DE000HSH4097,HSH Nordbank AG,"2,000 %",03.09.2020,Nein,Euro,03.09.2020
38252687,DE0001135416,Bundesrepublik Deutschland,"2,250 %",04.09.2020,Nein,Euro,04.09.2020
70685418,DE000A1H3EL9,"Hamburg, Region","1,500 %",04.09.2020,Nein,Euro,04.09.2020
87571196,FR0011560986,Orano S.A.,"3,250 %",04.09.2020,Nein,Euro,04.09.2020
87571197,XS0968316256,BMW Finance N.V.,"2,000 %",04.09.2020,Nein,Euro,04.09.2020
87571198,XS0968885623,SBAB Bank AB (publ),"2,375 %",04.09.2020,Nein,Euro,04.09.2020
87760320,AU3CB0213098,GE Capital Australia Funding Property Ltd.,"5,250 %",04.09.2020,Nein,Australischer Dollar,18.08.2020
110991721,XS1105478389,Co&#246;peratieve Rabobank U.A.,"2,500 %",04.09.2020,Nein,Norwegische Krone,04.09.2020
127387891,XS1196449687,Co&#246;peratieve Rabobank U.A.,"4,500 %",04.09.2020,Nein,Neuseel&#228;ndischer Dollar,04.09.2020
196418650,US459058GA50,International Bank for Reconstruction and Development,"1,625 %",04.09.2020,Nein,US Dollar,04.09.2020
197529919,US14913Q2A68,Caterpillar Financial Services Corp.,"1,850 %",04.09.2020,Nein,US Dollar,04.09.2020
197529920,US14913Q2B42,Caterpillar Financial Services Corp.,"0,621 %",04.09.2020,Nein,US Dollar,04.09.2020
294101902,XS2171758019,Landeskreditbank Baden-W&#252;rttemberg - F&#246;rderbank,-,04.09.2020,Nein,US Dollar,-
69584789,XS0825829590,Holcim U.S. Finance S.a.r.l. &amp; Cie S.C.S.,"2,625 %",07.09.2020,Nein,Euro,07.09.2020
70497937,DE000DB5DCK1,Deutsche Bank AG,"1,375 %",07.09.2020,Nein,Euro,07.09.2020
73097107,GB00B582JV65,"Gro&#223;britannien und Nord-Irland, Staat","3,750 %",07.09.2020,Nein,Britisches Pfund,30.08.2020
139381590,DE000SG6C8F7,SG Issuer S.A.,"0,700 %",07.09.2020,Nein,Euro,07.09.2020
170181285,XS1484148157,Islandsbanki hf.,"1,750 %",07.09.2020,Nein,Euro,07.09.2020
38671497,DE0001053387,"Bayern, Region","2,375 %",08.09.2020,Nein,Euro,08.09.2020
44023750,US500769DZ48,Kreditanstalt f&#252;r Wiederaufbau,"2,750 %",08.09.2020,Nein,US Dollar,08.09.2020
141079936,XS1287931601,Danske Bank A/S,"0,375 %",08.09.2020,Nein,Euro,08.09.2020
141534048,XS1287714502,The Toronto-Dominion Bank,"0,128 %",08.09.2020,Nein,Euro,08.09.2020
38717600,FR0010939207,Credit Mutuel - CIC Home Loan SFH,"3,125 %",09.09.2020,Nein,Euro,09.09.2020
87692683,XS0969344083,Continental AG,"3,125 %",09.09.2020,Nein,Euro,09.09.2020
138879605,DE000BLB3QY1,Bayerische Landesbank,"0,500 %",09.09.2020,Nein,Euro,09.09.2020
141339784,XS1288539874,Erste Group Bank AG,"0,375 %",09.09.2020,Nein,Euro,09.09.2020
87843395,XS0969574325,Equinor ASA,"2,000 %",10.09.2020,Nein,Euro,10.09.2020
100408087,DE000A1PG227,"Niedersachsen, Region","0,000 %",10.09.2020,Nein,Euro,10.09.2020
110991722,XS1105947714,European Investment Bank (EIB),"7,500 %",10.09.2020,Nein,S&#252;dafrikanischer Rand,10.09.2020
112138465,DE000LB0YWU5,Landesbank Baden-W&#252;rttemberg,"0,572 %",10.09.2020,Nein,Euro,10.09.2020
141621885,XS1245554859,SATO Oyj,"2,250 %",10.09.2020,Nein,Euro,10.09.2020
172871845,DE000LFA1297,LfA F&#246;rderbank Bayern,"1,750 %",10.09.2020,Nein,Euro,10.09.2020
321039,DE0002811858,Landeskreditbank Baden-W&#252;rttemberg - F&#246;rderbank,"6,000 %",11.09.2020,Nein,Euro,11.09.2020
88064703,FR0011565738,La Banque Postale Home Loan SFH,"1,875 %",11.09.2020,Nein,Euro,11.09.2020
111663694,XS1107500057,Co&#246;peratieve Rabobank U.A.,"8,250 %",11.09.2020,Nein,S&#252;dafrikanischer Rand,11.09.2020
141534085,XS1290200325,HYPO NOE Landesbank f&#252;r Nieder&#246;sterreich und Wien AG,"0,500 %",11.09.2020,Nein,Euro,11.09.2020
197760184,US89114QBT40,The Toronto-Dominion Bank,"1,850 %",11.09.2020,Nein,US Dollar,11.09.2020
226225045,DE0001104735,Bundesrepublik Deutschland,"0,000 %",11.09.2020,Nein,Euro,11.09.2020
228443316,XS1877869757,European Bank for Reconstruction and Development,"27,500 %",11.09.2020,Nein,T&#252;rkische Lira,11.09.2020
71575538,CZ0001001317,"Tschechien, Staat","3,750 %",12.09.2020,Nein,Tschechische Krone,14.08.2020
116006947,DE000A1ZN7J4,SAF Holland SE,"1,000 %",12.09.2020,Nein,Euro,12.09.2020
197328004,XS1681518962,GlaxoSmithKline Capital PLC,"0,000 %",12.09.2020,Nein,Euro,12.09.2020
69112641,DE000LB0N453,Landesbank Baden-W&#252;rttemberg,"1,340 %",14.09.2020,Nein,Euro,14.09.2020
87912781,XS0970695572,EDP Finance B.V.,"4,875 %",14.09.2020,Nein,Euro,14.09.2020
141949633,XS1290851184,Bank of America Corporation,"0,492 %",14.09.2020,Nein,Euro,14.09.2020
142045534,US0258M0DX44,American Express Credit Corp.,"2,600 %",14.09.2020,Nein,US Dollar,14.09.2020
170658007,DE000DE04W19,Deutsche Bank AG,"0,550 %",14.09.2020,Nein,Euro,14.09.2020
197650297,FR0013282076,Agence Francaise de Developpement,"1,875 %",14.09.2020,Nein,US Dollar,14.09.2020
225994287,DE000LB1QCB1,Landesbank Baden-W&#252;rttemberg,"2,350 %",14.09.2020,Nein,US Dollar,14.09.2020
38894044,US298785FH49,European Investment Bank (EIB),"2,875 %",15.09.2020,Nein,US Dollar,15.09.2020
42401090,XS0541498837,Optus Finance PTY Ltd.,"3,500 %",15.09.2020,Nein,Euro,15.09.2020
73615258,XS0858366098,European Investment Bank (EIB),"1,375 %",15.09.2020,Nein,Euro,15.09.2020
110509984,FI4000106117,"Finnland, Staat","0,375 %",15.09.2020,Nein,Euro,15.09.2020
112127216,XS1108346757,National Australia Bank Ltd.,"5,125 %",15.09.2020,Nein,Neuseel&#228;ndischer Dollar,15.09.2020
141862046,XS1291175161,Credit Suisse London Branch,"1,125 %",15.09.2020,Nein,Euro,15.09.2020
142056410,XS1291152624,Skandinaviska Enskilda Banken,"0,112 %",15.09.2020,Nein,Euro,15.09.2020
142442503,US38141GVP61,The Goldman Sachs Group Inc.,"2,750 %",15.09.2020,Nein,US Dollar,15.09.2020
161674370,DE000LB1A656,Landesbank Baden-W&#252;rttemberg,"0,500 %",15.09.2020,Nein,Euro,15.09.2020
192712249,US35906AAT51,Frontier Communications Corp.,"8,875 %",15.09.2020,Nein,US Dollar,15.09.2020
197529942,XS1681811243,Aareal Bank AG,"1,875 %",15.09.2020,Nein,US Dollar,15.09.2020
197651522,XS1683495052,John Deere Cash Management S.A.,"0,000 %",15.09.2020,Nein,Euro,15.09.2020
204242357,US018490AN28,Allergan Inc.,"3,375 %",15.09.2020,Nein,US Dollar,15.09.2020
223746466,US9128282V18,"USA, Staat","1,375 %",15.09.2020,Nein,US Dollar,15.09.2020
38746571,DE000CZ302M3,Commerzbank AG,"4,000 %",16.09.2020,Nein,Euro,16.09.2020
68451759,USP09646AC75,-,"5,375 %",16.09.2020,Nein,US Dollar,16.09.2020
88239689,XS0971722342,"Russland, Staat","3,625 %",16.09.2020,Nein,Euro,16.09.2020
112291057,XS1110296016,BNG Bank N.V.,"5,000 %",16.09.2020,Nein,Neuseel&#228;ndischer Dollar,16.09.2020
143119307,US83368TAC27,Soci&#233;t&#233; G&#233;n&#233;rale S.A.,"2,625 %",16.09.2020,Nein,US Dollar,16.09.2020
143582979,XS1291169867,Avi Funding Co. Ltd.,"2,850 %",16.09.2020,Nein,US Dollar,16.09.2020
165517796,US36962G4R28,General Electric Co.,"4,375 %",16.09.2020,Nein,US Dollar,16.09.2020
69887636,XS0828235225,Linde Finance B.V.,"1,750 %",17.09.2020,Nein,Euro,17.09.2020
88184793,XS0972058175,Otto GmbH &amp; Co. KG,"3,750 %",17.09.2020,Nein,Euro,17.09.2020
88331116,FR0011565985,BPCE SFH,"2,125 %",17.09.2020,Nein,Euro,17.09.2020
141104175,DE000DB2GZS5,Deutsche Bank AG,"1,000 %",17.09.2020,Nein,Euro,17.09.2020
142045542,US65557DAP69,Nordea Bank Abp,"2,500 %",17.09.2020,Nein,US Dollar,17.09.2020
142995088,US25468PDE34,TWDC Enterprises 18 Corp.,"2,150 %",17.09.2020,Nein,US Dollar,17.09.2020
187456596,XS1289509405,CSCI Finance (2015) Co. Ltd.,"3,125 %",17.09.2020,Nein,US Dollar,17.09.2020
229236250,US89114QC633,The Toronto-Dominion Bank,"0,559 %",17.09.2020,Nein,US Dollar,17.09.2020
229923312,US89114QC716,The Toronto-Dominion Bank,"3,150 %",17.09.2020,Nein,US Dollar,17.09.2020
69352662,CH0193296990,Philip Morris International Inc.,"1,000 %",18.09.2020,Nein,Schweizer Franken,18.09.2020
88616728,AT0000A11731,Erste Group Bank AG,"1,750 %",18.09.2020,Nein,Euro,18.09.2020
88631126,XS0972758741,"Rum&#228;nien, Staat","4,625 %",18.09.2020,Nein,Euro,18.09.2020
112549387,DE000LB0Y799,Landesbank Baden-W&#252;rttemberg,"0,000 %",18.09.2020,Nein,Euro,18.09.2020
161323812,DE000LB09QF6,Landesbank Baden-W&#252;rttemberg,"0,322 %",18.09.2020,Nein,Euro,18.09.2020
197867010,DE000A2DAC39,FMS Wertmanagement,"0,000 %",18.09.2020,Nein,Euro,18.09.2020
198464814,US2027A1JP31,Commonwealth Bank of Australia,"2,050 %",18.09.2020,Nein,US Dollar,18.09.2020
198464815,US2027A1JQ14,Commonwealth Bank of Australia,"0,708 %",18.09.2020,Nein,US Dollar,18.09.2020
198538217,US44891CAQ69,Hyundai Capital America,"2,750 %",18.09.2020,Nein,US Dollar,18.09.2020
228606724,XS1878324380,European Bank for Reconstruction and Development,"27,500 %",18.09.2020,Nein,T&#252;rkische Lira,18.09.2020
229971417,US89236TFM27,Toyota Motor Credit Corporation,"0,478 %",18.09.2020,Nein,US Dollar,18.09.2020
232275026,CH0237552085,Givaudan SA,"1,000 %",18.09.2020,Nein,Schweizer Franken,18.09.2020
197958247,XS1683356874,Inventive Global Investments Ltd.,"2,500 %",19.09.2020,Nein,US Dollar,19.09.2020
38875044,XS0543111768,Macquarie Bank Ltd.,"6,000 %",21.09.2020,Ja,Euro,21.09.2020
39283084,XS0543354236,Koninklijke KPN N.V.,"3,750 %",21.09.2020,Nein,Euro,21.09.2020
197958253,XS1685621101,"Finnland, Staat","1,500 %",21.09.2020,Nein,US Dollar,21.09.2020
198336920,US748149AP64,"Provinz Quebec, Region","0,436 %",21.09.2020,Nein,US Dollar,21.09.2020
38894028,DE000A0Z1QS1,"Hessen, Region","2,750 %",22.09.2020,Nein,Euro,22.09.2020
142241985,XS1294537458,Sparebanken Vest Boligkreditt AS,"0,375 %",22.09.2020,Nein,Euro,22.09.2020
39056062,XS0543758246,JPMorgan Chase &amp; Co.,"3,875 %",23.09.2020,Nein,Euro,23.09.2020
157211569,XS1383510259,FCA Bank S.p.A. Irish Branch,"1,250 %",23.09.2020,Nein,Euro,23.09.2020
39224702,FR0010945964,Caisse Francaise de Financement Local,"3,500 %",24.09.2020,Nein,Euro,24.09.2020
70391369,XS0831560742,ELM B.V.,"2,500 %",24.09.2020,Nein,Euro,24.09.2020
70699454,DE000LB0PMM1,Landesbank Baden-W&#252;rttemberg,"0,670 %",24.09.2020,Nein,Euro,24.09.2020
113016232,AT0000A195V6,Erste Group Bank AG,"1,150 %",24.09.2020,Nein,Euro,24.09.2020
113016240,DE000LB0YWA7,Landesbank Baden-W&#252;rttemberg,"0,900 %",24.09.2020,Nein,Euro,24.09.2020
113198381,CH0253445131,Meyer Burger Technology AG,"5,500 %",24.09.2020,Nein,Schweizer Franken,24.09.2020
70614788,XS0834386228,BHP Billiton Finance Ltd.,"2,250 %",25.09.2020,Nein,Euro,25.09.2020
88790836,XS0974126186,Gaz Capital S.A.,"5,338 %",25.09.2020,Nein,Britisches Pfund,25.09.2020
89195530,AT0000A11BK9,Erste Group Bank AG,"2,300 %",25.09.2020,Nein,Euro,25.09.2020
198478239,DE000SHFM568,"Schleswig-Holstein, Region","0,000 %",25.09.2020,Nein,Euro,25.09.2020
229860335,XS1882030510,Sumitomo Mitsui Trust Bank Ltd.,"0,091 %",25.09.2020,Nein,Euro,25.09.2020
247077748,DE000BLB2H81,Bayerische Landesbank,"1,500 %",25.09.2020,Nein,Euro,25.09.2020
171510208,XS1496343986,mFinance France S.A.,"1,398 %",26.09.2020,Nein,Euro,26.09.2020
37403218,DE000LB0B920,Landesbank Baden-W&#252;rttemberg,"0,000 %",27.09.2020,Nein,Euro,28.09.2020
230477844,XS1883354547,Abbott Ireland Financing DAC,"0,000 %",27.09.2020,Nein,Euro,27.09.2020
32836521,BE0000318270,"Belgien, Staat","3,750 %",28.09.2020,Nein,Euro,28.09.2020
39191735,XS0544664989,de Volksbank N.V.,"3,500 %",28.09.2020,Nein,Euro,28.09.2020
39354145,XS0544936817,"Ontario, Region","3,000 %",28.09.2020,Nein,Euro,28.09.2020
142965629,XS1297977115,SR-Boligkreditt AS,"0,500 %",28.09.2020,Nein,Euro,28.09.2020
198855796,XS1689666870,de Volksbank N.V.,"0,125 %",28.09.2020,Nein,Euro,28.09.2020
198950627,USU65478BG00,Nissan Motor Acceptance Corp.,"2,150 %",28.09.2020,Nein,US Dollar,28.09.2020
198950631,USU65478BH82,Nissan Motor Acceptance Corp.,"0,696 %",28.09.2020,Nein,US Dollar,28.09.2020
203644856,XS1620560695,Barclays Bank PLC,"11,000 %",28.09.2020,Nein,T&#252;rkische Lira,28.09.2020
219948878,XS0834719303,Mondi Finance PLC,"3,375 %",28.09.2020,Nein,Euro,28.09.2020
229971439,XS1883359264,Inter-American Development Bank,"25,000 %",28.09.2020,Nein,T&#252;rkische Lira,28.09.2020
274843931,XS1287777095,Citigroup Inc.,"11,300 %",28.09.2020,Nein,Brasilianischer Real,28.09.2020
39191740,XS0542950810,Lloyds Bank PLC,"4,000 %",29.09.2020,Nein,Euro,29.09.2020
101307121,XS0118106243,General Electric Co.,"6,250 %",29.09.2020,Nein,Britisches Pfund,29.09.2020
118826280,AU3CB0160695,"Ontario, Region","6,250 %",29.09.2020,Nein,Australischer Dollar,22.09.2020
143119321,XS1296948588,Swedbank Hypotek AB,"0,375 %",29.09.2020,Nein,Euro,29.09.2020
143228795,XS1298529097,Westpac Securities NZ Ltd. (London Branch),"0,500 %",29.09.2020,Nein,Euro,29.09.2020
190639544,XS1113189481,DVB Bank SE,"2,200 %",29.09.2020,Nein,Euro,29.09.2020
204871588,XS0536850216,African Development Bank,"0,500 %",29.09.2020,Nein,Australischer Dollar,29.09.2020
87524274,DE000DZ1JA79,DZ BANK AG Deutsche Zentral-Genossenschaftsbank,"1,500 %",30.09.2020,Nein,Euro,30.09.2020
89140053,XS0974877150,Glencore Finance (Europe) Ltd.,"3,375 %",30.09.2020,Nein,Euro,30.09.2020
89707385,XS0972165848,Swisscom AG (Lunar Funding V),"2,000 %",30.09.2020,Nein,Euro,30.09.2020
113397456,CH0249899110,Bobst Group S.A.,"1,500 %",30.09.2020,Nein,Schweizer Franken,30.09.2020
128483169,XS0974642273,"Armenien, Staat","6,000 %",30.09.2020,Nein,US Dollar,30.09.2020
141069174,AT0000A1G4K8,Erste Group Bank AG,"0,700 %",30.09.2020,Nein,Euro,30.09.2020
143582303,US912828L658,"USA, Staat","1,375 %",30.09.2020,Nein,US Dollar,30.09.2020
164413663,US912828VZ00,"USA, Staat","2,000 %",30.09.2020,Nein,US Dollar,30.09.2020
169562601,DE000LB1B241,Landesbank Baden-W&#252;rttemberg,"1,750 %",30.09.2020,Nein,US Dollar,30.09.2020
230621587,US9128285B27,"USA, Staat","2,750 %",30.09.2020,Nein,US Dollar,30.09.2020
71220888,DE000LB0PM15,Landesbank Baden-W&#252;rttemberg,"0,390 %",01.10.2020,Nein,Euro,01.10.2020
71918482,US594918AH79,Microsoft Corp.,"3,000 %",01.10.2020,Nein,US Dollar,01.10.2020
73466561,US05565QBP28,BP Capital Markets PLC,"4,500 %",01.10.2020,Nein,US Dollar,01.10.2020
76248482,AU3CB0160547,International Bank for Reconstruction and Development,"5,750 %",01.10.2020,Nein,Australischer Dollar,24.09.2020
88396239,US500769FW98,Kreditanstalt f&#252;r Wiederaufbau,"2,750 %",01.10.2020,Nein,US Dollar,01.10.2020
95984430,DE000LB0VQA5,Landesbank Baden-W&#252;rttemberg,"1,650 %",01.10.2020,Nein,Euro,01.10.2020
136260036,XS1253503210,Daimler AG,"2,000 %",01.10.2020,Nein,Norwegische Krone,01.10.2020
142145177,DE000DB2G0F7,Deutsche Bank AG,"1,000 %",01.10.2020,Nein,Euro,01.10.2020
143119368,XS1298418184,BAWAG P.S.K. Bank f&#252;r Arbeit und Wirtschaft und &#214;sterreichische Postsparkasse AG,"0,375 %",01.10.2020,Nein,Euro,01.10.2020
143337936,DE000A1684R1,Bundesl&#228;nder-Konsortium Nr. 49,"0,250 %",01.10.2020,Nein,Euro,01.10.2020
143345111,DE000HV2AMY6,UniCredit Bank AG,"0,250 %",01.10.2020,Nein,Euro,01.10.2020
143837101,US871829AX53,Sysco Corp.,"2,600 %",01.10.2020,Nein,US Dollar,01.10.2020
192720634,DE000HSH41T1,HSH Nordbank AG,"2,000 %",01.10.2020,Nein,Euro,01.10.2020
231434907,US20030NCV10,Comcast Corp.,"0,626 %",01.10.2020,Nein,US Dollar,01.10.2020
89466867,XS0975903112,Bank of Ireland Mortgage Bank PLC,"3,625 %",02.10.2020,Nein,Euro,02.10.2020
89789763,FR0011567908,Rallye S.A.,"1,000 %",02.10.2020,Nein,Euro,02.10.2020
96116028,XS0975766295,Raiffeisenlandesbank Nieder&#246;sterreich-Wien AG,"1,750 %",02.10.2020,Nein,Euro,02.10.2020
100549060,XS1051857156,Volkswagen Financial Services N.V.,"2,750 %",02.10.2020,Nein,Britisches Pfund,02.10.2020
113687060,DE000WBP0AW6,W&#252;stenrot Bausparkasse AG,"0,500 %",02.10.2020,Nein,Euro,02.10.2020
119733057,XS0975837146,Simon Property Group L.P.,"2,375 %",02.10.2020,Nein,Euro,02.10.2020
230372128,XS1885524717,European Bank for Reconstruction and Development,"8,300 %",02.10.2020,Nein,Indonesische Rupiah,02.10.2020
249440684,DE000HSH4P13,HSH Nordbank AG,"3,000 %",02.10.2020,Nein,Euro,02.10.2020
273187973,CH0190125044,Nordea Bank Abp,"1,125 %",02.10.2020,Nein,Schweizer Franken,02.10.2018
89707391,XS0973209421,Cnooc Curtis Funding No. 1 Pty Ltd.,"2,750 %",03.10.2020,Nein,Euro,03.10.2020
43924841,XS0546428144,"Dubai, Regierung","7,750 %",04.10.2020,Nein,US Dollar,04.10.2020
67100752,USY2029SAF12,"Sri Lanka, Staat","6,250 %",04.10.2020,Nein,US Dollar,04.10.2020
39581646,XS0546649822,"Marokko, Staat","4,500 %",05.10.2020,Nein,Euro,27.09.2020
143460619,XS1300812077,The Swedish Covered Bond Corp.,"0,375 %",05.10.2020,Nein,Euro,05.10.2020
148325552,XS1328242406,Grenke Finance PLC,"1,375 %",05.10.2020,Nein,Euro,05.10.2020
198950712,XS1692348847,Volkswagen Leasing GmbH,"0,250 %",05.10.2020,Nein,Euro,05.10.2020
199163110,XS1692480798,BNG Bank N.V.,"1,750 %",05.10.2020,Nein,US Dollar,05.10.2020
200076490,US136069VX63,Canadian Imperial Bank of Commerce,"2,100 %",05.10.2020,Nein,US Dollar,05.10.2020
200076497,XS1692488262,Finnvera OYJ,"1,875 %",05.10.2020,Nein,US Dollar,05.10.2020
227997984,DE000LB1QDA1,Landesbank Baden-W&#252;rttemberg,"2,500 %",05.10.2020,Nein,US Dollar,05.10.2020
112179799,DE000LB0YWM2,Landesbank Baden-W&#252;rttemberg,"0,800 %",06.10.2020,Nein,Euro,06.10.2020
172074878,XS1501162876,Amadeus Capital Markets SA,"0,125 %",06.10.2020,Nein,Euro,06.10.2020
