Issuer,Currency,Due_Date,Coupon,ISIN
"Canada, Government of...",CAD,01.05.2021,"1,750%",CA135087J884
"Canada, Government of...",CAD,01.09.2024,"1,500%",CA135087J967
"Canada, Government of...",CAD,01.08.2021,"1,500%",CA135087K296
"Canada, Government of...",CAD,01.06.2030,"1,250%",CA135087K379
"Canada, Government of...",CAD,01.03.2025,"1,250%",CA135087K528
"Canada, Government of...",CAD,01.02.2022,"1,500%",CA135087K601
"Canada, Government of...",CAD,15.03.2021,"10,500%",CA135087TZ75
"Canada, Government of...",CAD,01.06.2021,"9,750%",CA135087UE28
"Canada, Government of...",CAD,01.06.2022,"9,250%",CA135087UM44
"Canada, Government of...",CAD,01.06.2023,"8,000%",CA135087UT96
"Canada, Government of...",CAD,01.06.2025,"9,000%",CA135087VH40
"Canada, Government of...",CAD,01.06.2027,"8,000%",CA135087VW17
"Canada, Government of...",CAD,01.06.2029,"5,750%",CA135087WL43
"Canada, Government of...",CAD,01.06.2033,"5,750%",CA135087XG49
"Canada, Government of...",CAD,01.06.2041,"4,000%",CA135087YQ12
"Canada, Government of...",CAD,01.06.2021,"3,250%",CA135087ZJ69
"Canada, Government of...",CAD,01.12.2045,"3,500%",CA135087ZS68
"Canada, Government of...",CAD,01.06.2022,"2,750%",CA135087ZU15
Canada Housing Trust[TM] No. 1,CAD,15.06.2022,"1,750%",CA13509PFY49
Citigroup Inc.,CAD,09.06.2025,"4,090%",CA172967JS17
General Motors Financial of Canada Ltd.,CAD,07.11.2023,"3,250%",CA37045YAE47
International Bank for Reconstruction and Development,CAD,18.03.2021,"1,250%",CA459058EY56
International Bank for Reconstruction and Development,CAD,17.01.2023,"2,250%",CA459058GG23
John Deere Financial Inc.,CAD,04.04.2024,"2,460%",CA47788ZAC55
Morgan Stanley,CAD,07.02.2024,"3,000%",CA6174468D43
"Ontario, Provinz",CAD,02.06.2022,"3,150%",CA68323AAW41
"Ontario, Provinz",CAD,02.06.2023,"2,850%",CA68323ABN33
"Ontario, Provinz",CAD,27.01.2023,"1,950%",CA68323ADL58
"Ontario, Provinz",CAD,02.06.2026,"2,400%",CA68323ADM32
"Ontario, Provinz",CAD,08.03.2022,"1,350%",CA68323AEA84
Royal Bank of Canada,CAD,02.03.2022,"1,968%",CA780086KD58
The Toronto-Dominion Bank,CAD,02.12.2024,"2,496%",CA89117FNR69
Toyota Credit Canada Inc.,CAD,28.02.2022,"2,020%",CA892329AY97
VW Credit Canada Inc.,CAD,27.06.2022,"2,650%",CA918423AU81
Kreditanstalt für Wiederaufbau,CHF,25.08.2025,"2,500%",CH0022268004
Kreditanstalt für Wiederaufbau,CHF,12.08.2020,"2,250%",CH0107134717
Schweizerische Eidgenossenschaft,CHF,28.04.2021,"2,000%",CH0111999816
Coöperatieve Rabobank U.A.,CHF,16.09.2021,"2,000%",CH0115457670
Schweizerische Eidgenossenschaft,CHF,25.05.2022,"2,000%",CH0127181011
Schweizerische Eidgenossenschaft,CHF,11.06.2024,"1,250%",CH0127181177
"Bern, Kanton",CHF,07.02.2028,"1,250%",CH0204365651
Deutsche Bahn Finance GmbH,CHF,24.07.2023,"1,375%",CH0212937251
Schweizerische Eidgenossenschaft,CHF,25.06.2064,"2,000%",CH0224397007
Deutsche Bahn Finance GmbH,CHF,26.08.2024,"1,500%",CH0235834154
UBS AG,EUR,12.02.2026,"4,750%",CH0236733827
BP Capital Markets PLC,CHF,28.08.2020,"1,000%",CH0238053091
Credit Suisse AG [London Branch],CHF,24.09.2021,"1,000%",CH0254859116
Crédit Agricole Home Loan SFH,CHF,16.03.2027,"0,500%",CH0255893072
"Basel-Landschaft, Kanton",CHF,05.03.2040,"1,000%",CH0272154177
Deutsche Bank AG,CHF,19.12.2023,"0,625%",CH0273925989
Credit Suisse Group Funding [Guernsey] Ltd.,CHF,14.04.2023,"1,000%",CH0278341224
Pfandbriefbank schweizerischer Hypothekarinstitute AG,CHF,24.01.2025,"0,500%",CH0284687404
Shell International Finance B.V.,CHF,21.08.2028,"0,875%",CH0292877898
African Bank Ltd.,CHF,22.04.2022,"5,000%",CH0310140600
UBS Group AG,EUR,04.03.2024,"2,125%",CH0314209351
Teva Pharmaceutical Finance Netherlands IV B.V,CHF,28.07.2025,"1,000%",CH0333827506
UBS Group AG,EUR,01.09.2026,"1,250%",CH0336602930
UBS Group AG,EUR,30.11.2024,"1,500%",CH0341440334
Credit Suisse Group AG,EUR,17.07.2025,"1,250%",CH0343366842
Gaz Capital S.A.,CHF,30.11.2021,"2,750%",CH0346828400
ENEL Finance International N.V.,CHF,03.09.2024,"0,550%",CH0353428060
Roche Kapitalmarkt AG,CHF,23.09.2024,"0,100%",CH0358654975
"Argentinien, Republik",CHF,12.10.2020,"3,375%",CH0361824458
Banco Santander S.A.,CHF,12.06.2023,"0,750%",CH0367206684
MSC Cruises S.A.,CHF,14.07.2023,"3,000%",CH0370943562
The Goldman Sachs Group Inc.,CHF,04.12.2024,"0,500%",CH0379268672
Aargauische Kantonalbank,CHF,07.09.2026,"0,250%",CH0379354225
Credit Suisse Group AG,AUD,08.03.2024,"3,500%",CH0406415270
UBS Group AG,EUR,17.04.2025,"1,250%",CH0409606354
Daimler International Finance B.V.,CHF,14.11.2022,"0,250%",CH0446595602
Daimler International Finance B.V.,CHF,14.11.2025,"0,850%",CH0446595610
Swiss Life Holding AG,CHF,06.06.2025,"0,000%",CH0461238906
Swiss Life Holding AG,CHF,06.03.2029,"0,350%",CH0461238914
Pfandbriefzentrale der schweizerischen Kantonalbanken,CHF,03.12.2031,"0,100%",CH0461238963
Transpower New Zealand Ltd.,CHF,16.12.2027,"0,020%",CH0461238997
Basler Kantonalbank,CHF,19.12.2033,"0,050%",CH0461239037
Basellandschaftliche Kantonalbank,CHF,28.01.2031,"0,050%",CH0461239086
Pfandbriefzentrale der schweizerischen Kantonalbanken,CHF,23.03.2032,"0,125%",CH0461239136
BMW International Investment B.V.,CHF,05.09.2024,"0,300%",CH0465044623
Credit Suisse Group AG,EUR,24.06.2027,"1,000%",CH0483180946
"Zürich, Stadt",CHF,20.04.2028,"0,125%",CH0485261520
Credit Suisse Group AG,EUR,10.09.2029,"0,650%",CH0494734418
Banque Cantonale de Fribourg,CHF,26.02.2030,"0,000%",CH0506071114
Pfandbriefzentrale der schweizerischen Kantonalbanken,CHF,02.04.2031,"0,000%",CH0506071163
Glarner Kantonalbank,CHF,06.09.2028,"0,000%",CH0506071189
Zuger Kantonalbank,CHF,03.12.2029,"0,125%",CH0510906891
Credit Suisse Group AG,EUR,14.01.2028,"0,650%",CH0517825276
Credit Agricole S.A. [London Branch],CHF,27.07.2028,"0,128%",CH0517825284
Banque Fédérative du Crédit Mutuel S.A. [BFCM],CHF,03.11.2028,"0,200%",CH0517825292
Tanner Servicios Financieros S.A.,CHF,07.11.2022,"0,600%",CH0517825300
Hyundai Capital Services Inc.,CHF,11.02.2025,"0,260%",CH0517825318
Credit Suisse [Schweiz] AG,CHF,31.10.2030,"0,000%",CH0520663599
Flughafen Zürich AG,CHF,26.02.2035,"0,200%",CH0520663672
Deutsche Telekom AG,CHF,06.02.2032,"0,435%",CH0521333655
Pfandbriefbank schweizerischer Hypothekarinstitute AG,CHF,25.02.2028,"0,000%",CH0525158397
Pfandbriefbank schweizerischer Hypothekarinstitute AG,CHF,10.05.2045,"0,000%",CH0525158413
Syngenta Finance AG,CHF,09.12.2022,"0,125%",CH0525158439
Syngenta Finance AG,CHF,09.12.2026,"0,700%",CH0525158447
SGS S.A.,CHF,06.11.2023,"0,450%",CH0536892570
SGS S.A.,CHF,06.11.2026,"0,950%",CH0536892588
Flughafen Zürich AG,CHF,22.05.2024,"0,700%",CH0536892612
Pfandbriefzentrale der schweizerischen Kantonalbanken,CHF,23.04.2032,"0,125%",CH0536892703
Pfandbriefzentrale der schweizerischen Kantonalbanken,CHF,12.06.2030,"0,100%",CH0536892752
Pfandbriefzentrale der schweizerischen Kantonalbanken,CHF,12.06.2040,"0,250%",CH0536892760
Canadian Imperial Bank of Commerce,CHF,24.10.2023,"0,100%",CH0537261874
Pfandbriefbank schweizerischer Hypothekarinstitute AG,CHF,13.08.2027,"0,125%",CH0537261924
Pfandbriefbank schweizerischer Hypothekarinstitute AG,CHF,22.06.2040,"0,500%",CH0537261932
Coop-Gruppe Genossenschaft,CHF,05.05.2023,"0,750%",CH0538763522
Geberit AG,CHF,20.10.2022,"0,350%",CH0539032885
Aéroport International de Genève,CHF,26.05.2023,"1,050%",CH0539032943
Henkel AG & Co. KGaA,CHF,28.04.2023,"0,272%",CH0541537996
Credit Suisse Group AG,GBP,09.06.2028,"2,250%",CH0550413337
SNCF S.A.,CHF,18.06.2030,"0,227%",CH0550413345
Hyundai Capital Services Inc.,CHF,06.07.2023,"0,752%",CH0551990713
"Tschechien, Republik",CZK,12.09.2020,"3,750%",CZ0001001317
"Tschechien, Republik",CZK,04.12.2036,"4,200%",CZ0001001796
"Tschechien, Republik",CZK,25.05.2024,"5,700%",CZ0001002547
"Tschechien, Republik",CZK,17.09.2025,"2,400%",CZ0001004253
"Deutschland, Bundesrepublik",EUR,15.04.2023,"0,107%",DE0001030542
"Deutschland, Bundesrepublik",EUR,15.04.2030,"0,525%",DE0001030559
"Deutschland, Bundesrepublik",EUR,15.04.2026,"0,104%",DE0001030567
"Deutschland, Bundesrepublik",EUR,15.04.2046,"0,105%",DE0001030575
"Baden-Württemberg, Land",EUR,30.11.2035,"3,795%",DE0001040756
"Baden-Württemberg, Land",EUR,13.11.2023,"2,000%",DE0001040947
"Baden-Württemberg, Land",EUR,18.07.2022,"1,000%",DE0001040970
"Bayern, Freistaat",EUR,08.09.2020,"2,375%",DE0001053387
"Deutschland, Bundesrepublik",EUR,15.02.2023,"1,500%",DE0001102309
"Deutschland, Bundesrepublik",EUR,15.05.2023,"1,500%",DE0001102317
"Deutschland, Bundesrepublik",EUR,15.08.2023,"2,000%",DE0001102325
"Deutschland, Bundesrepublik",EUR,15.02.2024,"1,750%",DE0001102333
"Deutschland, Bundesrepublik",EUR,15.08.2046,"2,500%",DE0001102341
"Deutschland, Bundesrepublik",EUR,15.05.2024,"1,500%",DE0001102358
"Deutschland, Bundesrepublik",EUR,15.08.2024,"1,000%",DE0001102366
"Deutschland, Bundesrepublik",EUR,15.02.2025,"0,500%",DE0001102374
"Deutschland, Bundesrepublik",EUR,15.08.2025,"1,000%",DE0001102382
"Deutschland, Bundesrepublik",EUR,15.02.2026,"0,500%",DE0001102390
"Deutschland, Bundesrepublik",EUR,15.08.2026,"0,000%",DE0001102408
"Deutschland, Bundesrepublik",EUR,15.02.2027,"0,250%",DE0001102416
"Deutschland, Bundesrepublik",EUR,15.08.2027,"0,500%",DE0001102424
"Deutschland, Bundesrepublik",EUR,15.08.2048,"1,250%",DE0001102432
"Deutschland, Bundesrepublik",EUR,15.02.2028,"0,500%",DE0001102440
"Deutschland, Bundesrepublik",EUR,15.08.2028,"0,250%",DE0001102457
"Deutschland, Bundesrepublik",EUR,15.02.2029,"0,250%",DE0001102465
"Deutschland, Bundesrepublik",EUR,15.08.2029,"0,000%",DE0001102473
"Deutschland, Bundesrepublik",EUR,15.08.2050,"0,000%",DE0001102481
"Deutschland, Bundesrepublik",EUR,15.02.2030,"0,000%",DE0001102499
"Deutschland, Bundesrepublik",EUR,15.08.2030,"0,000%",DE0001102507
"Deutschland, Bundesrepublik",EUR,15.05.2035,"0,000%",DE0001102515
"Deutschland, Bundesrepublik",EUR,15.11.2027,"0,000%",DE0001102523
"Deutschland, Bundesrepublik",EUR,11.09.2020,"0,000%",DE0001104735
"Deutschland, Bundesrepublik",EUR,11.12.2020,"0,000%",DE0001104743
"Deutschland, Bundesrepublik",EUR,12.03.2021,"0,000%",DE0001104750
"Deutschland, Bundesrepublik",EUR,11.06.2021,"0,000%",DE0001104768
"Deutschland, Bundesrepublik",EUR,10.09.2021,"0,000%",DE0001104776
"Deutschland, Bundesrepublik",EUR,10.12.2021,"0,000%",DE0001104784
"Deutschland, Bundesrepublik",EUR,11.03.2022,"0,000%",DE0001104792
"Deutschland, Bundesrepublik",EUR,10.06.2022,"0,000%",DE0001104800
"Deutschland, Bundesrepublik",EUR,04.01.2024,"6,250%",DE0001134922
"Deutschland, Bundesrepublik",EUR,04.07.2027,"6,500%",DE0001135044
"Deutschland, Bundesrepublik",EUR,04.01.2028,"5,625%",DE0001135069
"Deutschland, Bundesrepublik",EUR,04.07.2028,"4,750%",DE0001135085
"Deutschland, Bundesrepublik",EUR,04.01.2030,"6,250%",DE0001135143
"Deutschland, Bundesrepublik",EUR,04.01.2031,"5,500%",DE0001135176
"Deutschland, Bundesrepublik",EUR,04.07.2034,"4,750%",DE0001135226
"Deutschland, Bundesrepublik",EUR,04.01.2037,"4,000%",DE0001135275
"Deutschland, Bundesrepublik",EUR,04.07.2039,"4,250%",DE0001135325
"Deutschland, Bundesrepublik",EUR,04.07.2040,"4,750%",DE0001135366
"Deutschland, Bundesrepublik",EUR,04.09.2020,"2,250%",DE0001135416
"Deutschland, Bundesrepublik",EUR,04.01.2021,"2,500%",DE0001135424
"Deutschland, Bundesrepublik",EUR,04.07.2042,"3,250%",DE0001135432
"Deutschland, Bundesrepublik",EUR,04.07.2021,"3,250%",DE0001135440
"Deutschland, Bundesrepublik",EUR,04.09.2021,"2,250%",DE0001135457
"Deutschland, Bundesrepublik",EUR,04.01.2022,"2,000%",DE0001135465
"Deutschland, Bundesrepublik",EUR,04.07.2022,"1,750%",DE0001135473
"Deutschland, Bundesrepublik",EUR,04.07.2044,"2,500%",DE0001135481
"Deutschland, Bundesrepublik",EUR,04.09.2022,"1,500%",DE0001135499
"Deutschland, Bundesrepublik",EUR,16.10.2020,"0,250%",DE0001141729
"Deutschland, Bundesrepublik",EUR,09.04.2021,"0,000%",DE0001141737
"Deutschland, Bundesrepublik",EUR,08.10.2021,"0,000%",DE0001141745
"Deutschland, Bundesrepublik",EUR,08.04.2022,"0,000%",DE0001141752
"Deutschland, Bundesrepublik",EUR,07.10.2022,"0,000%",DE0001141760
"Deutschland, Bundesrepublik",EUR,14.04.2023,"0,000%",DE0001141778
"Deutschland, Bundesrepublik",EUR,13.10.2023,"0,000%",DE0001141786
"Deutschland, Bundesrepublik",EUR,05.04.2024,"0,000%",DE0001141794
"Deutschland, Bundesrepublik",EUR,18.10.2024,"0,000%",DE0001141802
"Deutschland, Bundesrepublik",EUR,11.04.2025,"0,000%",DE0001141810
European Investment Bank (EIB),EUR,05.11.2026,"0,000%",DE0001345908
Deutsche Bank AG,DKK,18.11.2026,"0,000%",DE0001345940
"Mecklenburg-Vorpommern, Land",EUR,16.06.2023,"6,150%",DE0001370641
"Niedersachsen, Land",EUR,13.09.2021,"2,750%",DE0001590545
"Nordrhein-Westfalen, Land",EUR,22.03.2023,"6,750%",DE0001599272
"Nordrhein-Westfalen, Land",EUR,21.12.2023,"6,500%",DE0001599983
IKB Deutsche Industriebank AG,EUR,26.05.2031,"0,712%",DE0002197761
Kreditanstalt für Wiederaufbau,EUR,04.07.2021,"3,500%",DE0002760980
NRW.BANK,EUR,30.12.2031,"0,000%",DE0003271466
NRW.BANK,EUR,15.09.2033,"0,000%",DE0003271474
NRW.BANK,EUR,15.12.2033,"0,000%",DE0003271482
NRW.BANK,EUR,30.12.2021,"0,000%",DE0003271490
Sparkasse KölnBonn,EUR,29.09.2034,"0,126%",DE0003296455
NRW.BANK,EUR,30.12.2024,"0,000%",DE0003625315
NRW.BANK,EUR,15.06.2026,"0,000%",DE0003625323
NRW.BANK,EUR,15.09.2026,"0,000%",DE0003625331
NRW.BANK,EUR,15.12.2026,"0,000%",DE0003625349
NRW.BANK,EUR,30.12.2024,"0,000%",DE0003625364
Sparkasse KölnBonn,EUR,07.05.2031,"0,215%",DE0006608599
"Nordrhein-Westfalen, Land",EUR,25.08.2028,"5,250%",DE0007490245
"Berlin, Land",EUR,25.04.2022,"4,250%",DE000A0KAV21
Kreditanstalt für Wiederaufbau,EUR,04.01.2023,"4,625%",DE000A0PM5F0
DZ HYP AG,EUR,03.04.2023,"0,000%",DE000A0SMD13
Phoenix Light SF Ltd.,EUR,09.02.2091,"0,000%",DE000A0T2S15
DZ HYP AG,EUR,23.02.2024,"0,192%",DE000A0XFAE1
"Hessen, Land",EUR,12.04.2021,"3,750%",DE000A0Z1Q49
"Hessen, Land",EUR,22.09.2020,"2,750%",DE000A0Z1QS1
Bayerische Landesbodenkreditanstalt,EUR,25.01.2023,"1,875%",DE000A0Z1T79
Bayerische Landesbodenkreditanstalt,EUR,09.02.2022,"2,500%",DE000A0Z1TZ0
Bayerische Landesbodenkreditanstalt,EUR,24.04.2024,"1,750%",DE000A0Z1UA1
EWE AG,EUR,16.07.2021,"5,250%",DE000A0Z2A12
DZ HYP AG,EUR,12.04.2021,"0,000%",DE000A11P994
DZ HYP AG,EUR,21.07.2021,"0,875%",DE000A11QBA6
"Berlin, Land",EUR,28.10.2020,"0,000%",DE000A11QEH5
"Berlin, Land",EUR,03.06.2024,"1,625%",DE000A11QEJ1
"Brandenburg, Land",EUR,28.05.2024,"1,625%",DE000A11QER4
"Brandenburg, Land",EUR,27.01.2025,"0,625%",DE000A11QEW4
ProSiebenSat.1 Media SE,EUR,15.04.2021,"2,625%",DE000A11QFA7
"Bremen, Freie Hansestadt",EUR,22.01.2025,"0,000%",DE000A11QJ08
"Bremen, Freie Hansestadt",EUR,18.03.2024,"1,875%",DE000A11QJU7
"Bremen, Freie Hansestadt",EUR,28.04.2021,"1,375%",DE000A11QJW3
"Sachsen-Anhalt, Land",EUR,10.04.2024,"1,875%",DE000A11QP00
Bundesländer-Konsortium Nr. 44,EUR,14.05.2024,"1,750%",DE000A11QQ25
Bayer AG,EUR,01.07.2074,"3,750%",DE000A11QR73
Daimler AG,EUR,08.07.2024,"1,875%",DE000A11QSB8
Kreditanstalt für Wiederaufbau,EUR,15.01.2025,"0,625%",DE000A11QTD2
Kreditanstalt für Wiederaufbau,EUR,23.04.2030,"0,375%",DE000A11QTF7
Kreditanstalt für Wiederaufbau,EUR,04.07.2022,"0,625%",DE000A11QTG5
Kreditanstalt für Wiederaufbau,EUR,31.07.2035,"1,375%",DE000A11QTK7
DZ HYP AG,EUR,10.09.2021,"0,500%",DE000A11QUP4
DZ HYP AG,EUR,23.07.2029,"0,427%",DE000A12T192
DZ HYP AG,EUR,22.07.2022,"1,125%",DE000A12T2B8
DZ HYP AG,EUR,15.11.2024,"1,325%",DE000A12T2F9
DZ HYP AG,EUR,27.08.2024,"0,000%",DE000A12T2J1
"Niedersachsen, Land",EUR,18.08.2022,"1,000%",DE000A12T4B4
DZ HYP AG,EUR,21.01.2021,"0,250%",DE000A12T606
"Niedersachsen, Land",EUR,21.10.2024,"0,000%",DE000A12T9W9
"Mecklenburg-Vorpommern, Land",EUR,18.06.2024,"1,625%",DE000A12TWL1
DZ HYP AG,EUR,19.02.2029,"0,000%",DE000A12TYS2
DZ HYP AG,EUR,10.06.2026,"0,000%",DE000A12TYU8
DZ HYP AG,EUR,04.07.2024,"1,200%",DE000A12TYX2
DZ HYP AG,EUR,04.07.2024,"1,200%",DE000A12TYZ7
Murphy & Spitz Green Energy AG,EUR,06.10.2033,"5,750%",DE000A12UAK7
StudierendenGesellschaft Witten/Herdecke e.V.,EUR,02.12.2024,"3,600%",DE000A12UD98
IKB Deutsche Industriebank AG,EUR,19.01.2022,"2,600%",DE000A12UE22
IKB Deutsche Industriebank AG,EUR,01.12.2024,"2,500%",DE000A12UEY0
IKB Deutsche Industriebank AG,EUR,28.07.2020,"2,000%",DE000A12UF54
IKB Deutsche Industriebank AG,EUR,31.03.2025,"2,200%",DE000A12UFD1
IKB Deutsche Industriebank AG,EUR,11.05.2021,"2,050%",DE000A12UFM2
DZ HYP AG,EUR,18.09.2024,"1,125%",DE000A12UGG2
"Berlin, Land",EUR,11.11.2022,"0,750%",DE000A13R6X4
Sparkasse Hannover,EUR,03.12.2024,"0,875%",DE000A13R822
Bundesländer-Konsortium Nr. 46,EUR,30.09.2024,"1,125%",DE000A13R889
METRO AG,EUR,28.10.2021,"1,375%",DE000A13R8M3
Landeskreditbank Baden-Württemberg - Förderbank,EUR,05.11.2020,"0,125%",DE000A13R9G3
Landeskreditbank Baden-Württemberg - Förderbank,EUR,09.11.2021,"0,050%",DE000A13R9J7
Neue ZWL Zahnradwerk Leipzig GmbH,EUR,17.02.2021,"7,500%",DE000A13SAD4
SeniVita Social Estate AG,EUR,12.05.2025,"2,000%",DE000A13SHL2
"Thüringen, Freistaat",EUR,25.11.2024,"0,875%",DE000A13SJM6
SAP SE,EUR,20.02.2023,"1,125%",DE000A13SL26
SAP SE,EUR,22.02.2027,"1,750%",DE000A13SL34
Investitionsbank Schleswig-Holstein,EUR,29.07.2022,"0,625%",DE000A13SL59
DZ HYP AG,EUR,12.12.2022,"0,800%",DE000A13SR04
DZ HYP AG,EUR,15.12.2023,"0,950%",DE000A13SR12
DZ HYP AG,EUR,18.01.2030,"0,875%",DE000A13SR38
DZ HYP AG,EUR,26.01.2027,"2,000%",DE000A13SR46
DZ HYP AG,EUR,03.02.2021,"0,250%",DE000A13SR61
DZ HYP AG,EUR,13.02.2030,"1,430%",DE000A13SR79
DZ HYP AG,EUR,16.02.2022,"0,300%",DE000A13SR87
DZ HYP AG,EUR,24.02.2021,"0,230%",DE000A13SR95
Deutsche Pfandbriefbank AG,EUR,30.07.2020,"0,250%",DE000A13SV81
Deutsche Pfandbriefbank AG,EUR,31.08.2026,"3,250%",DE000A13SWL1
Opus-Chartered Issuances S.A.,USD,27.09.2021,"0,000%",DE000A13TYW2
"Berlin, Land",EUR,22.04.2025,"0,250%",DE000A14J3F7
Bundesländer-Konsortium Nr. 47,EUR,05.02.2025,"0,500%",DE000A14J421
Kreissparkasse Köln,EUR,26.08.2020,"0,650%",DE000A14J504
Kreissparkasse Köln,EUR,05.02.2024,"0,500%",DE000A14J538
thyssenkrupp AG,EUR,25.11.2020,"1,750%",DE000A14J579
thyssenkrupp AG,EUR,25.02.2025,"2,500%",DE000A14J587
DZ HYP AG,EUR,24.02.2022,"0,335%",DE000A14J5B1
DZ HYP AG,EUR,26.02.2025,"0,625%",DE000A14J5C9
DZ HYP AG,EUR,01.04.2027,"0,500%",DE000A14J5J4
DZ HYP AG,EUR,28.04.2022,"0,750%",DE000A14J5L0
Kreissparkasse Köln,EUR,29.04.2022,"0,020%",DE000A14J5W7
Kreissparkasse Köln,EUR,29.05.2023,"0,625%",DE000A14J5X5
Bayer AG,EUR,02.04.2075,"2,375%",DE000A14J611
Heidelberger Druckmaschinen AG,EUR,15.05.2022,"8,000%",DE000A14J7A9
ZF North America Capital Inc.,EUR,27.04.2023,"2,750%",DE000A14J7G6
Allianz SE,EUR,07.07.2045,"2,241%",DE000A14J9N8
"Baden-Württemberg, Land",EUR,23.12.2024,"0,750%",DE000A14JYS9
"Baden-Württemberg, Land",EUR,16.01.2025,"0,625%",DE000A14JYT7
"Baden-Württemberg, Land",EUR,11.10.2022,"0,346%",DE000A14JZA4
"Baden-Württemberg, Land",EUR,08.04.2025,"0,010%",DE000A14JZH9
DZ HYP AG,EUR,30.04.2025,"0,625%",DE000A14KE14
DZ HYP AG,EUR,11.05.2021,"0,250%",DE000A14KE48
DZ HYP AG,EUR,16.06.2025,"1,435%",DE000A14KE97
Heidelberger Druckmaschinen AG,EUR,30.03.2022,"5,250%",DE000A14KEZ4
SAP SE,EUR,01.04.2025,"1,000%",DE000A14KJF5
DZ HYP AG,EUR,10.07.2030,"0,079%",DE000A14KK08
DZ HYP AG,EUR,14.07.2036,"1,530%",DE000A14KK24
DZ HYP AG,EUR,29.07.2022,"0,500%",DE000A14KK32
DZ HYP AG,EUR,21.08.2020,"0,210%",DE000A14KK65
DZ HYP AG,EUR,26.08.2020,"0,210%",DE000A14KK73
NRW Städteanleihe 2,EUR,25.02.2025,"1,125%",DE000A14KP45
"Berlin, Land",EUR,15.07.2020,"0,250%",DE000A14KQW5
ENERTRAG EnergieZins GmbH,EUR,01.01.2026,"5,250%",DE000A1611C6
Clinicall Germany GmbH,EUR,12.11.2020,"6,500%",DE000A1619V9
"Niedersachsen, Land",EUR,28.04.2025,"0,058%",DE000A161HQ1
IKB Deutsche Industriebank AG,EUR,25.08.2020,"1,250%",DE000A161U07
IKB Deutsche Industriebank AG,EUR,22.09.2020,"2,250%",DE000A161U49
IKB Deutsche Industriebank AG,EUR,22.09.2020,"1,350%",DE000A161U64
NRW Städteanleihe 3,EUR,17.06.2022,"1,250%",DE000A161UQ4
IKB Deutsche Industriebank AG,EUR,23.02.2022,"2,200%",DE000A161V06
IKB Deutsche Industriebank AG,EUR,23.02.2021,"1,900%",DE000A161V14
IKB Deutsche Industriebank AG,EUR,20.10.2020,"1,400%",DE000A161VB4
IKB Deutsche Industriebank AG,EUR,20.10.2021,"2,300%",DE000A161VC2
IKB Deutsche Industriebank AG,USD,20.10.2021,"3,600%",DE000A161VD0
IKB Deutsche Industriebank AG,EUR,24.11.2021,"2,000%",DE000A161VH1
IKB Deutsche Industriebank AG,EUR,24.11.2025,"2,500%",DE000A161VJ7
IKB Deutsche Industriebank AG,EUR,24.11.2020,"1,668%",DE000A161VK5
IKB Deutsche Industriebank AG,EUR,12.01.2021,"1,750%",DE000A161VR0
IKB Deutsche Industriebank AG,EUR,12.01.2021,"1,325%",DE000A161VS8
IKB Deutsche Industriebank AG,EUR,12.01.2024,"2,400%",DE000A161VT6
Deutsche Börse AG,EUR,05.02.2041,"2,750%",DE000A161W62
IKB Deutsche Industriebank AG,EUR,22.03.2021,"1,650%",DE000A161WB2
IKB Deutsche Industriebank AG,EUR,22.03.2026,"2,350%",DE000A161WC0
"Berlin, Land",EUR,08.09.2023,"0,750%",DE000A161WS6
DZ HYP AG,EUR,27.10.2023,"0,625%",DE000A161ZL4
DZ HYP AG,EUR,21.12.2023,"0,550%",DE000A161ZM2
DZ HYP AG,EUR,27.01.2031,"1,225%",DE000A161ZP5
DZ HYP AG,EUR,02.02.2026,"0,750%",DE000A161ZQ3
DZ HYP AG,EUR,15.02.2046,"1,933%",DE000A161ZR1
DZ HYP AG,EUR,24.03.2023,"0,200%",DE000A161ZU5
Gothaer Allgemeine Versicherung AG,EUR,30.10.2045,"6,000%",DE000A168478
Bundesländer-Konsortium Nr. 49,EUR,01.10.2020,"0,250%",DE000A1684R1
Deutsche Börse AG,EUR,08.10.2025,"1,625%",DE000A1684V3
"Hamburg, Freie und Hansestadt",EUR,20.01.2025,"0,250%",DE000A1685U2
Deutsche Apotheker- und Ärztebank eG,EUR,10.12.2020,"0,150%",DE000A1686C8
Deutsche Apotheker- und Ärztebank eG,EUR,29.03.2023,"0,500%",DE000A1686N5
Kreditanstalt für Wiederaufbau,EUR,15.03.2023,"0,375%",DE000A168Y22
Kreditanstalt für Wiederaufbau,EUR,04.07.2036,"1,250%",DE000A168Y48
Kreditanstalt für Wiederaufbau,EUR,09.03.2026,"0,375%",DE000A168Y55
Daimler AG,EUR,12.01.2021,"0,875%",DE000A169G07
Daimler AG,EUR,12.01.2024,"1,400%",DE000A169G15
publity AG,EUR,17.11.2020,"3,500%",DE000A169GM5
IKB Deutsche Industriebank AG,EUR,15.04.2021,"2,000%",DE000A169HH3
IKB Deutsche Industriebank AG,EUR,15.04.2022,"1,700%",DE000A169HJ9
IKB Deutsche Industriebank AG,EUR,15.04.2024,"2,050%",DE000A169HK7
IKB Deutsche Industriebank AG,EUR,17.05.2021,"1,600%",DE000A169HM3
IKB Deutsche Industriebank AG,EUR,17.05.2022,"2,000%",DE000A169HN1
IKB Deutsche Industriebank AG,EUR,28.06.2021,"1,600%",DE000A169HV4
IKB Deutsche Industriebank AG,EUR,28.06.2022,"1,950%",DE000A169HW2
