Unnamed: 0,Identifier,ISIN,Frequency,Seniority,Issuer,Maturity,Currency,Ins_type,Coupon,Spread
182.0,XS2104016105,XS2104016105,Semi Annually,Senior Unsecured,BOC Aviation Ltd,17-Jan-25,USD,USD,2.625,-
183.0,HK0000066586,HK0000066586,Quarterly,Senior Unsecured,Bank of China Ltd/Hong Kong,24-Jul-20,HKD,HKD,3.75,-
184.0,US38141EC642,US38141EC642,Semi Annually,Senior Unsecured,Goldman Sachs Group Inc,12-Nov-20,USD,USD,2.557,-
185.0,MYBMZ1600022,MYBMZ1600022,Semi Annually,Senior Unsecured,Malaysia Government Bond,15-Mar-46,MYR,MYR,4.7360000000000015,-
186.0,XS2055399054,XS2055399054,Semi Annually,Senior Unsecured,Greenland Global Investment Ltd,26-Sep-23,USD,USD,6.75,-
187.0,XS1380286663,XS1380286663,Semi Annually,Junior Subordinated,AusNet Services Holdings Pty Ltd,17-Mar-76,USD,USD,5.75,Reference Rate = Swap Rate + Initial Credit Spread (4.46%)<br>Reset Date = 17Sep2021 &amp; every 5 years thereafter
188.0,XS1561673986,XS1561673986,Semi Annually,Senior Unsecured,Bank of China Ltd/Hong Kong,14-Feb-22,USD,USD,3.0,-
189.0,US097023CS21,US097023CS21,Semi Annually,Senior Unsecured,Boeing Co/The,1-May-23,USD,USD,4.508,-
190.0,XS1709288226,XS1709288226,Semi Annually,Senior Unsecured,CNQC International Holdings Ltd,7-Nov-20,SGD,SGD,4.9,-
191.0,XS1811213435,XS1811213435,Semi Annually,Senior Unsecured,SoftBank Group Corp,20-Apr-25,USD,USD,6.125,-
192.0,XS2103199050,XS2103199050,Semi Annually,Senior Unsecured,Redsun Properties Group Ltd,16-Apr-23,USD,USD,9.7,-
193.0,XS1267602214,XS1267602214,Semi Annually,Senior Unsecured,COSL Singapore Capital Ltd,30-Jul-20,USD,USD,3.5,-
194.0,XS1601180836,XS1601180836,Semi Annually,Senior Unsecured,Rongshi International Finance Ltd,4-May-22,USD,USD,2.875,-
195.0,AU3CB0218899,AU3CB0218899,Semi Annually,Senior Unsecured,Fonterra Co-operative Group Ltd,26-Feb-24,AUD,AUD,5.5,-
196.0,XS1903671854,XS1903671854,Semi Annually,Senior Unsecured,Scenery Journey Ltd,6-Nov-22,USD,USD,13.0,-
197.0,XS2011786659,XS2011786659,Semi Annually,Senior Unsecured,Tuspark Forward Ltd,18-Jun-22,USD,USD,6.95,-
198.0,XS2012941774,XS2012941774,Semi Annually,Senior Unsecured,Yangzhou Economic &amp; Technological Development Zone Development Corp,27-Jun-22,USD,USD,5.5,-
199.0,USY20721BQ18,USY20721BQ18,Semi Annually,Senior Unsecured,Indonesia Government International Bond,8-Jan-27,USD,USD,4.35,-
200.0,XS1570263563,XS1570263563,Semi Annually,Senior Unsecured,CITIC Ltd,28-Feb-27,USD,USD,3.875,-
201.0,XS1936784161,XS1936784161,Semi Annually,Subordinated,China Construction Bank Corp,27-Feb-29,USD,USD,4.25,-
202.0,USY2749KAC46,USY2749KAC46,Semi Annually,Senior Unsecured,Golden Legacy Pte Ltd,27-Mar-24,USD,USD,6.875,-
203.0,AM5815528,SG79A8000002,Semi Annually,Subordinated,United Overseas Bank Ltd,27-Feb-29,SGD,SGD,3.5,Reset Rate: 5Y SGD SOR + Initial Spread (1.08%)<br> Reset Date: Year 7
204.0,XS1266662334,XS1266662334,Semi Annually,Senior Unsecured,SoftBank Group Corp,30-Jul-25,EUR,EUR,4.75,-
205.0,US06428YAA47,US06428YAA47,Semi Annually,Junior Subordinated,Bank of China Hong Kong Ltd,Perpetual,USD,USD,5.9,Reset Date: 14 Sep 2023 and every 5 years after.<br>Reset Rate: Prevailing 5Y UST + Initial Spread (3.036%)
206.0,AX2374996,XS1948752743,Semi Annually,Senior Unsecured,China Cinda Finance 2017 I Ltd,21-Feb-24,USD,USD,4.0,-
207.0,XS1767800961,XS1767800961,Semi Annually,Secured,China Evergrande Group,14-Feb-23,HKD,HKD,4.25,-
208.0,XS2051060817,XS2051060817,Semi Annually,Senior Unsecured,Clifford Capital Pte Ltd,10-Sep-24,USD,USD,1.733,-
209.0,XS1450327686,XS1450327686,Semi Annually,Senior Unsecured,Minmetals Bounteous Finance BVI Ltd,27-Jul-21,USD,USD,3.125,-
210.0,HK0000183464,HK0000183464,Quarterly,Senior Unsecured,Wharf Finance Ltd,29-Jan-24,HKD,HKD,4.426,-
211.0,ZQ0618392,SGXF21741271,Semi Annually,Subordinated,CapitaLand Treasury Ltd,Perpetual,SGD,SGD,3.65,Reset Date: 17 Oct 2024 and every 5 years thereafter<br> Reset Rate: Prevailing SGD 5-year SGD SOR plus the Initial Spread (2.200%) and (from 17 Oct 2029) the Step-up Margin (100bps)
212.0,BJ7350918,SGXZ57749129,Semi Annually,Senior Unsecured,National University of Singapore,3-Jun-30,USD,USD,1.565,-
213.0,XS1372846003,XS1372846003,Semi Annually,Senior Unsecured,NTPC Ltd,26-Feb-26,USD,USD,4.25,-
214.0,XS1366918305,XS1366918305,Semi Annually,Subordinated,OVPH Ltd,Perpetual,USD,USD,5.875,-
215.0,XS2178949561,XS2178949561,Semi Annually,First Lien,Country Garden Holdings Company Limited,27-May-25,USD,USD,5.4,-
216.0,US718286BW60,US718286BW60,Semi Annually,Senior Unsecured,Philippine Government International Bond,13-Jan-37,USD,USD,5.0,-
217.0,XS1577964536,XS1577964536,Semi Annually,Senior Unsecured,OmGrid Funding Ltd,16-May-27,USD,USD,5.1960000000000015,-
218.0,AU3CB0256113,AU3CB0256113,Semi Annually,Subordinated,Shinhan Bank Co Ltd,30-Aug-28,AUD,AUD,5.0,-
219.0,XS1746281226,XS1746281226,Semi Annually,Senior Unsecured,GCL New Energy Holdings Ltd,30-Jan-21,USD,USD,7.1,-
220.0,MYBUN1200384,MYBUN1200384,Semi Annually,Senior Unsecured,Sabah Development Bank Bhd,8-Aug-22,MYR,MYR,4.55,-
221.0,XS1795479291,XS1795479291,Semi Annually,First Lien,China SCE Group Holdings Ltd,17-Apr-21,USD,USD,7.45,-
222.0,XS1602127992,XS1602127992,Semi Annually,Senior Unsecured,Lendlease Finance Ltd,27-Apr-27,SGD,SGD,3.9,-
223.0,XS1505134210,XS1505134210,Semi Annually,Senior Unsecured,Royal Capital BV,Perpetual,USD,USD,4.875,Reset Rate = Treasury  + Initial Margin (3.43%) + Step Up Margin (2.5%)<br>Reset date =  5 May 2024 and every 5Y thereafter
224.0,US81180WAL54,US81180WAL54,Semi Annually,Senior Unsecured,Seagate HDD Cayman,1-Jan-25,USD,USD,4.75,-
225.0,XS1431266920,XS1431266920,Semi Annually,Senior Unsecured,CITIC Ltd,14-Jun-26,USD,USD,3.7,-
226.0,AX2807821,XS1950819729,Semi Annually,First Lien,Ronshine China Holdings Ltd,22-Aug-21,USD,USD,11.25,-
227.0,XS1493722299,XS1493722299,Semi Annually,Senior Unsecured,Jubilant Pharma Ltd/SG,6-Oct-21,USD,USD,4.875,-
228.0,HK0000555661,HK0000555661,Semi Annually,Senior Unsecured,Bank of Communications Co Ltd/Hong Kong,22-Jan-22,CNH,CNH,3.15,-
229.0,HK0000182102,HK0000182102,Semi Annually,Senior Unsecured,NWD MTN Ltd,24-Jan-24,HKD,HKD,5.9,-
230.0,XS2113708155,XS2113708155,Semi Annually,Senior Unsecured,Shui On Development Holding Ltd,3-Mar-25,USD,USD,5.5,-
231.0,XS2078556342,XS2078556342,Semi Annually,First Lien,Powerlong Real Estate Holdings Ltd,8-Nov-22,USD,USD,7.125,-
232.0,XS1289927581,XS1289927581,Quarterly,Senior Unsecured,SG Issuer SA,7-Jan-21,SGD,SGD,2.0,-
233.0,XS1912611354,XS1912611354,Semi Annually,Senior Unsecured,Yunnan Energy Investment Overseas Finance Co Ltd,29-Nov-21,USD,USD,6.25,-
234.0,MYBMO1600034,MYBMO1600034,Semi Annually,Senior Unsecured,Malaysia Government Bond,30-Nov-26,MYR,MYR,3.9,-
235.0,XS1912614291,XS1912614291,Semi Annually,Secured,Noble Trading Co Ltd,20-Jun-23,USD,USD,8.75,Reset Date: 20 Jun 2020  <br> Reset Rate: 9.75% per annum
236.0,HK0000164472,HK0000164472,Semi Annually,Senior Unsecured,NWD MTN Ltd,18-Sep-23,HKD,HKD,5.9,-
237.0,SG6XA5000002,SG6XA5000002,Semi Annually,Senior Unsecured,Starhill Global REIT MTN Pte Ltd,26-May-23,SGD,SGD,3.4,-
238.0,XS1821885578,XS1821885578,Semi Annually,First Lien,China South City Holdings Ltd,24-Aug-20,USD,USD,10.875,-
239.0,XS1704599460,XS1704599460,Semi Annually,Senior Unsecured,China Construction Bank Corp/Singapore,26-Oct-20,SGD,SGD,2.08,-
240.0,XS0617405385,XS0617405385,Annually,Senior Unsecured,Westpac Banking Corp,19-Apr-31,USD,USD,5.21,-
241.0,AU3CB0233872,AU3CB0233872,Semi Annually,Senior Unsecured,DEXUS Finance Pty Ltd,9-Nov-22,AUD,AUD,4.2,-
242.0,XS2108075784,XS2108075784,Semi Annually,Senior Unsecured,Greenland Global Investment Ltd,3-Mar-24,USD,USD,6.75,-
243.0,HK0000345261,HK0000345261,Semi Annually,Senior Unsecured,China Government Bond,26-Jun-22,CNH,CNH,4.1,-
244.0,USY20721BU20,USY20721BU20,Semi Annually,Senior Unsecured,Indonesia Government International Bond,18-Jul-47,USD,USD,4.75,-
245.0,XS1668495358,XS1668495358,Semi Annually,Senior Unsecured,Zhongtai International Bond 2017 BVI Co Ltd,24-Aug-20,USD,USD,4.25,-
246.0,SGXF53577940,SGXF53577940,Semi Annually,Senior Unsecured,Mapletree Industrial Trust Treasury Co Pte Ltd,26-Mar-29,SGD,SGD,3.58,-
247.0,XS1819682227,XS1819682227,Semi Annually,Senior Unsecured,Zhaobing Investment BVI Ltd,18-Sep-22,USD,USD,5.875,-
248.0,XS0874858540,XS0874858540,Annually,Senior Unsecured,Lloyds Bank PLC,17-Jan-23,AUD,AUD,5.96,-
249.0,USF2893TAF33,USF2893TAF33,Semi Annually,Junior Subordinated,Electricite de France SA,Perpetual,USD,USD,5.25,Reset Rate = USD Mid Swap + Margin (3.709%) <br>Reset Date = 29 Jan 2023 &amp; every 10y thereafter
250.0,SG7DI0000000,SG7DI0000000,Semi Annually,Senior Unsecured,FH-REIT Treasury Pte Ltd,6-Jul-22,SGD,SGD,2.63,-
251.0,AV1227850,SGXF82409008,Semi Annually,Senior Unsecured,Singapore Airlines Ltd,25-Oct-23,SGD,SGD,3.16,-
252.0,AU3CB0249373,AU3CB0249373,Semi Annually,Senior Unsecured,Vodafone Group PLC,13-Dec-27,AUD,AUD,4.2,-
253.0,XS1860189585,XS1860189585,Semi Annually,Senior Unsecured,Nimble City Ltd,16-Aug-20,USD,USD,9.0,-
254.0,US404280BP39,US404280BP39,Semi Annually,Junior Subordinated,HSBC Holdings PLC,Perpetual,USD,USD,6.5,Reset Date 23 March 2028 and every 5 years thereafter <br> Reset Rate: USD 5Y Mid-Market Swap Rate + 3.606%
255.0,XS1515239942,XS1515239942,Semi Annually,Senior Unsecured,Huarong Finance II Co Ltd,22-Nov-21,USD,USD,3.625,-
256.0,SG7194910969,SG7194910969,Semi Annually,Senior Unsecured,Land Transport Authority of Singapore,19-Jun-23,SGD,SGD,2.9,-
257.0,US09681MAC29,US09681MAC29,Semi Annually,Senior Unsecured,BOC Aviation Ltd,15-Sep-21,USD,USD,2.375,-
258.0,XS1289650092,XS1289650092,Quarterly,Senior Unsecured,SG Issuer SA,4-Feb-21,SGD,SGD,2.0,-
259.0,XS2084960009,XS2084960009,Semi Annually,Senior Unsecured,Hydoo International Holding Ltd,19-Dec-21,USD,USD,14.0,-
260.0,MYBVN1800959,MYBVN1800959,Semi Annually,Senior Unsecured,MMC Corp Bhd,24-Mar-28,MYR,MYR,5.7,-
261.0,AQ0487761,XS1722863054,Semi Annually,Subordinated,Barclays PLC,23-May-30,SGD,SGD,3.75,Reset Date: 23 May 2025<br>Reset Rate: 5Y SGD Swap Rate + initial re-offer spread (1.589%)
262.0,XS1402946328,XS1402946328,Semi Annually,Senior Unsecured,Bank Muscat SAOG,3-May-21,USD,USD,3.75,-
263.0,SG6TF6000008,SG6TF6000008,Monthly,Senior Unsecured,AusGroup Ltd,3-Dec-22,SGD,SGD,8.45,Dates: 20 Oct 2014 to 19 Oct 2016 <br> Coupon Rate: 7.450%<br><br> Dates: 20 Oct 2016 to 19 Oct 2017<br> Coupon Rate: 7.950%<br><br> Dates: 20 Oct 2017 and thereafter<br> Coupon Rate: 8.450%<br> 
264.0,XS2133246590,XS2133246590,Semi Annually,Senior Unsecured,China Cinda 2020 I Management Ltd,18-Mar-27,USD,USD,3.0,-
265.0,XS2140531950,XS2140531950,Semi Annually,Subordinated,China Construction Bank Corporation,24-Jun-30,USD,USD,2.45,Reset Date: 24 June 2025 <br> Reset Rate: 5Y UST + 2.150%
266.0,SG76F5000000,SG76F5000000,Semi Annually,Senior Unsecured,Housing &amp; Development Board,22-Nov-21,SGD,SGD,2.22,-
267.0,USG6710EAL41,USG6710EAL41,Semi Annually,Senior Unsecured,Odebrecht Finance Ltd,26-Jun-42,USD,USD,7.125,-
268.0,MYBVN1404158,MYBVN1404158,Semi Annually,Senior Unsecured,Northport Malaysia Bhd,19-Dec-24,MYR,MYR,5.78,-
269.0,US88032XAU81,US88032XAU81,Semi Annually,Senior Unsecured,Tencent Holdings Limited,3-Jun-30,USD,USD,2.39,-
270.0,XS2030348903,XS2030348903,Semi Annually,Senior Unsecured,Franshion Brilliant Ltd,23-Jul-29,USD,USD,4.25,-
271.0,XS1729876059,XS1729876059,Semi Annually,Senior Unsecured,Third Pakistan International Sukuk Co Ltd,5-Dec-22,USD,USD,5.625,-
272.0,XS2052134652,XS2052134652,Semi Annually,Senior Unsecured,Industrial &amp; Commercial Bank of China Ltd/Hong Kong,16-Sep-22,USD,USD,2.25,-
273.0,MYBGS1200598,MYBGS1200598,Semi Annually,Senior Unsecured,Malaysia Government Investment Issue,15-Jun-27,MYR,MYR,3.8989999999999996,-
274.0,XS1460660035,XS1460660035,Semi Annually,Senior Unsecured,CDBI Treasure I Ltd,2-Aug-21,USD,USD,2.25,-
275.0,AZ4938942,FR0013433257,Semi Annually,Junior Subordinated,BNP Paribas SA,Perpetual,AUD,AUD,4.5,Reset Date: 10 Jan 2025 and every 5 years thereafter <br> Reset Rate: AUD 5Y SWAP + 3.372%
276.0,XS2027426027,XS2027426027,Semi Annually,Secured,Times China Holdings Ltd,16-Jul-23,USD,USD,6.75,-
277.0,MYBUK1800080,MYBUK1800080,Semi Annually,First Lien,Segi Astana Sdn Bhd,8-Jan-25,MYR,MYR,5.4,-
278.0,XS2031469732,XS2031469732,Semi Annually,First Lien,Ronshine China Holdings Ltd,22-Jan-23,USD,USD,8.95,-
279.0,XS2184848831,XS2184848831,Semi Annually,Senior Unsecured,Sinic Holdings (Group) Company Limited,18-Jun-22,USD,USD,10.5,-
280.0,US251525AN16,US251525AN16,Annually,Junior Subordinated,Deutsche Bank AG,Perpetual,USD,USD,7.5,Reset Date: 30 Apr 2025 &amp; every 5 Yrs thereafterReset Rate: 5Yr US SOR + 5.003%
281.0,SG6WB2000005,SG6WB2000005,Semi Annually,Senior Unsecured,SingTel Group Treasury Pte Ltd,24-Sep-20,SGD,SGD,2.58,-
282.0,XS2073593274,XS2073593274,Semi Annually,First Lien,Yuzhou Properties Co Ltd,30-Oct-24,USD,USD,8.375,-
283.0,US69033DAC11,US69033DAC11,Semi Annually,Subordinated,Oversea-Chinese Banking Corp Ltd,19-Jun-24,USD,USD,4.25,-
284.0,XS1709537622,XS1709537622,Semi Annually,Senior Unsecured,Yango Justice International Ltd,16-Nov-20,USD,USD,7.5,-
285.0,XS1068222717,XS1068222717,Semi Annually,Senior Unsecured,HLP Finance Ltd,16-May-24,HKD,HKD,4.6,-
286.0,MYBGT1700066,MYBGT1700066,Semi Annually,Unsecured,Malaysia Government Investment Issue,15-Jun-33,MYR,MYR,4.724,-
287.0,XS2109801998,XS2109801998,Semi Annually,Senior Unsecured,Avenue International Holding Ltd,18-Feb-21,USD,USD,3.1,-
288.0,ZS0947847,XS1982118264,Semi Annually,Senior Unsecured,Saudi Arabian Oil Co,16-Apr-22,USD,USD,2.75,-
289.0,XS2143035587,XS2143035587,Semi Annually,Senior Unsecured,The Hongkong Land Finance (Cayman Islands) Company,27-May-30,USD,USD,2.875,-
290.0,XS2050594238,XS2050594238,Semi Annually,Senior Unsecured,Chongqing International Logistics Hub Park Construction Co Ltd,26-Sep-24,USD,USD,4.3,-
291.0,US94974BGH78,US94974BGH78,Semi Annually,Senior Unsecured,Wells Fargo &amp; Co,19-Feb-25,USD,USD,3.0,-
292.0,XS2034561584,XS2034561584,Semi Annually,Secured,KWG Group Holdings Ltd,5-Mar-24,USD,USD,7.4,-
293.0,XS2129651548,XS2129651548,Semi Annually,Senior Unsecured,China Construction Bank Corp/Astana,19-Mar-22,CNH,CNH,2.95,-
294.0,XS2049728004,XS2049728004,Semi Annually,Senior Unsecured,JSW Steel Ltd,4-Apr-25,USD,USD,5.375,-
295.0,XS1075419694,XS1075419694,Annually,Subordinated,Standard Chartered PLC,6-Jun-34,GBP,GBP,5.125,-
296.0,AQ6581278,SG7LE3000009,Semi Annually,Junior Subordinated,Frasers Property Treasury Pte Ltd,Perpetual,SGD,SGD,4.38,Reset Date = 17Jan2028 &amp; every 10 years thereafter  Reset Rate: Prevailing SGD 10Y SOR + Initial Spread (2.180%) + Step-Up Margin (100bps)
297.0,HK0000149721,HK0000149721,Quarterly,Senior Unsecured,Urban Renewal Authority,10-May-23,HKD,HKD,2.15,-
298.0,USV7780TAD55,USV7780TAD55,Semi Annually,Senior Unsecured,Royal Caribbean Cruises Ltd,15-Jun-23,USD,USD,9.125,-
299.0,XS2031934834,XS2031934834,Semi Annually,Senior Unsecured,Meilun Bvi Ltd,28-Apr-22,USD,USD,9.0,-
300.0,MYBMO1400013,MYBMO1400013,Semi Annually,Senior Unsecured,Malaysia Government Bond,15-Jul-24,MYR,MYR,4.181,-
301.0,JK8427870,SG72A8000007,Semi Annually,Senior Unsecured,Housing &amp; Development Board,26-Apr-21,SGD,SGD,1.75,-
302.0,XS1980844333,XS1980844333,Semi Annually,Senior Unsecured,Huaibei City Construction Investment Holding Group Co Ltd,23-Apr-22,USD,USD,5.0,-
303.0,HK0000183142,HK0000183142,Quarterly,Unsecured,Urban Renewal Authority,27-Jan-21,HKD,HKD,2.92,-
304.0,XS1958110089,XS1958110089,Semi Annually,Senior Unsecured,Redsun Properties Group Ltd,4-Mar-21,USD,USD,11.5,-
305.0,XS1426796477,XS1426796477,Quarterly,Subordinated,Prudential PLC,Perpetual,USD,USD,5.25,-
306.0,USQ08328AA64,USQ08328AA64,Semi Annually,Junior Subordinated,Australia &amp; New Zealand Banking Group Ltd/United Kingdom,Perpetual,USD,USD,6.75,Reset Rate = Mid-Market Swap Rate + 5.168% <br><br>Reset Date = 15Jun2026 &amp; every 5Y thereafter
307.0,XS2189303873,XS2189303873,Semi Annually,First Lien,Ronshine China Holdings Limited,15-Dec-23,USD,USD,7.35,-
308.0,XS1870447155,XS1870447155,Semi Annually,Senior Unsecured,Maoye International Holdings Ltd,27-Sep-20,USD,USD,13.25,-
309.0,XS1394068693,XS1394068693,Semi Annually,Senior Unsecured,Olam International Ltd,12-Apr-21,USD,USD,4.5,-
310.0,XS1936202644,XS1936202644,Semi Annually,Secured,Sunac China Holdings Ltd,15-Jan-21,USD,USD,8.375,-
311.0,XS0538799429,XS0538799429,Semi Annually,Senior Unsecured,UBS AG/Jersey,16-Sep-20,SGD,SGD,1.5,-
312.0,MYBPZ1800120,MYBPZ1800120,Semi Annually,Junior Subordinated,AEON Credit Service M Bhd,Perpetual,MYR,MYR,6.65,"Coupon step up by 1% every year from first call date, fixed at 20% from 10 Dec 2036 and thereafter."
313.0,USG4690AAB38,USG4690AAB38,Semi Annually,Senior Unsecured,Hutchison Whampoa International 12 II Ltd,8-Nov-22,USD,USD,3.25,-
314.0,XS2049287548,XS2049287548,Semi Annually,Subordinated,Industrial and Commercial Bank of China (Macau) Limited,12-Sep-29,USD,USD,2.875,-
315.0,SG76F2000003,SG76F2000003,Semi Annually,Senior Unsecured,Mapletree Commercial Trust Treasury Co Pte Ltd,15-Nov-23,SGD,SGD,2.795,-
316.0,HK0000334083,HK0000334083,Quarterly,Senior Unsecured,NWD MTN Ltd,27-Mar-24,HKD,HKD,3.5,-
317.0,XS1452410571,XS1452410571,Semi Annually,Subordinated,Busan Bank Co Ltd,25-Jul-26,USD,USD,3.625,-
318.0,MYBUN1200301,MYBUN1200301,Semi Annually,Senior Unsecured,Genting Capital Bhd,8-Jun-22,MYR,MYR,4.42,-
319.0,SG31B6000003,SG31B6000003,Annually,Secured,KrisEnergy Ltd,31-Jan-24,SGD,SGD,0.0,-
320.0,XS1914667057,XS1914667057,Semi Annually,Secured,Smart Insight International Ltd,5-Dec-23,HKD,HKD,4.5,-
321.0,XS2056435246,XS2056435246,Semi Annually,Senior Unsecured,Yango Justice International Ltd,11-Feb-23,USD,USD,10.0,-
322.0,XS1497633179,XS1497633179,Semi Annually,Senior Unsecured,SingTel Group Treasury Pte Ltd,3-Oct-26,USD,USD,2.375,-
323.0,XS2010988074,XS2010988074,Semi Annually,Senior Unsecured,Jinke Properties Group Co Ltd,20-Jun-21,USD,USD,8.375,-
324.0,HK0000067188,HK0000067188,Semi Annually,Unsecured,Hong Kong Government Bond,20-Aug-25,HKD,HKD,2.39,-
325.0,AO1306700,SG7DH9000003,Semi Annually,Senior Unsecured,Perennial Treasury Pte Ltd,3-Jul-20,SGD,SGD,3.85,-
326.0,XS1960399530,XS1960399530,Semi Annually,Senior Unsecured,Export-Import Bank of India,12-Mar-24,USD,USD,3.875,-
327.0,XS1801151371,XS1801151371,Semi Annually,Senior Unsecured,CIFI Holdings Group Co Ltd,23-Apr-21,USD,USD,6.875,-
328.0,US94974BGL80,US94974BGL80,Semi Annually,Subordinated,Wells Fargo &amp; Co,22-Jul-27,USD,USD,4.3,-
329.0,XS2166217278,XS2166217278,Semi Annually,Senior Unsecured,Netflix Inc,15-Jun-25,EUR,EUR,3.0,-
330.0,MYBVK1400087,MYBVK1400087,Semi Annually,First Lien,MEX I Capital Bhd,22-Jan-21,MYR,MYR,4.7,-
331.0,XS1953937536,XS1953937536,Semi Annually,Senior Unsecured,Shui On Development Holding Ltd,28-Nov-21,USD,USD,6.25,-
332.0,US2027A1HR15,US2027A1HR15,Semi Annually,Subordinated,Commonwealth Bank of Australia,9-Dec-25,USD,USD,4.5,-
333.0,XS2084413454,XS2084413454,Semi Annually,Senior Unsecured,New Metro Global Ltd,16-Dec-21,USD,USD,7.5,-
334.0,XS1565064273,XS1565064273,Semi Annually,Senior Unsecured,Central Japan Railway Co,23-Feb-22,USD,USD,2.8,-
335.0,MYBVI1703914,MYBVI1703914,Semi Annually,Senior Unsecured,UEM Sunrise Bhd,9-Dec-22,MYR,MYR,5.06,-
336.0,XS1596795358,XS1596795358,Semi Annually,Senior Unsecured,Huarong Finance 2017 Co Ltd,27-Apr-27,USD,USD,4.75,-
337.0,XS0561639211,XS0561639211,Semi Annually,Subordinated,Fubon Bank Hong Kong Ltd,30-Nov-20,USD,USD,6.125,-
338.0,SG6W65985478,SG6W65985478,Semi Annually,Senior Unsecured,Wing Tai Holdings Ltd,26-Sep-22,SGD,SGD,4.5,-
339.0,USY59505AA82,USY59505AA82,Semi Annually,First Lien,Medco Platinum Road Pte Ltd,30-Jan-25,USD,USD,6.75,-
340.0,XS2166618343,XS2166618343,Semi Annually,First Lien,Times China Holdings Limited,5-May-21,USD,USD,6.0,-
341.0,US91127LAA89,US91127LAA89,Semi Annually,Senior Unsecured,United Overseas Bank Ltd,23-Apr-21,USD,USD,3.2,-
342.0,AO1976825,SG7DJ3000005,Semi Annually,Junior Subordinated,Olam International Ltd,Perpetual,SGD,SGD,5.5,Reset Date: 11Jul2022 and every 5 Years thereafter <br> Reset Rate:  5-year SOR + Initial Spread (3.685%) + Step Up Margin (200bps)
343.0,XS1979516306,XS1979516306,Semi Annually,Senior Unsecured,Bank of China Ltd/Hong Kong,17-Apr-24,USD,USD,3.125,-
344.0,AU3CB0227411,AU3CB0227411,Semi Annually,Senior Unsecured,Emirates NBD Bank PJSC,18-Feb-22,AUD,AUD,4.75,-
345.0,XS2189801041,XS2189801041,Semi Annually,Senior Unsecured,Zhongliang Holdings Group Company Limited,27-Jun-21,USD,USD,8.75,-
346.0,US023135AN60,US023135AN60,Semi Annually,Senior Unsecured,Amazon.com Inc,5-Dec-24,USD,USD,3.8,-
347.0,MYBPZ1600165,MYBPZ1600165,Semi Annually,Junior Subordinated,CIMB Group Holdings Bhd,Perpetual,MYR,MYR,5.5,Reset Date = 16Dec2021 and every 5 years thereafter <br> Reset Rate: Prevailing 5Y MGS + Initial Spread (1.456%)
348.0,AU3FN0040440,AU3FN0040440,Quarterly,Senior Unsecured,Australia &amp; New Zealand Banking Group Ltd,18-Jan-23,AUD,AUD,0.895,-
349.0,XS0303539786,XS0303539786,Semi Annually,Senior Unsecured,CapitaLand Ltd,20-Jun-22,SGD,SGD,2.95,-
350.0,AR4642047,SG7NA4000002,Semi Annually,Senior Unsecured,Ascendas Real Estate Investment Trust,2-Mar-25,SGD,SGD,3.14,-
351.0,XS1984948106,XS1984948106,Semi Annually,Senior Unsecured,Hejun Shunze Investment Co Ltd,25-Apr-21,USD,USD,12.0,-
352.0,SG6YI7000001,SG6YI7000001,Semi Annually,Senior Unsecured,CCT MTN Pte Ltd,13-Aug-21,SGD,SGD,2.96,-
353.0,SGXF92571078,SGXF92571078,Semi Annually,Secured,Astrea IV Pte Ltd,14-Jun-28,SGD,SGD,4.35,-
354.0,HK0000310232,HK0000310232,Quarterly,Senior Unsecured,Value Success International Ltd,28-Sep-21,HKD,HKD,3.0,-
355.0,SG6U02980287,SG6U02980287,Semi Annually,Senior Unsecured,Keppel Corp Ltd,23-Apr-27,SGD,SGD,3.8,-
356.0,XS1704655635,XS1704655635,Semi Annually,Senior Unsecured,Press Metal Labuan Ltd,30-Oct-22,USD,USD,4.8,-
357.0,XS2051370844,XS2051370844,Semi Annually,First Lien,Fullerton India Credit Co Ltd,15-Apr-23,SGD,SGD,3.7,-
358.0,USY8137FAL23,USY8137FAL23,Semi Annually,Senior Unsecured,Sri Lanka Government International Bond,18-Apr-28,USD,USD,6.75,-
359.0,USY7140WAE85,USY7140WAE85,Semi Annually,Senior Unsecured,PT Indonesia Asahan Aluminium (Persero),15-May-25,USD,USD,4.75,-
