Identifier,ISIN,Name,Issuer,Currency,Frequency,Ins_Type,Last_Trading_Day
XS0460357550,XS0460357550,4% Eurofima (2021),Eurofima,Euro,annually,Fixed,27/10/2021
XS2084497705,XS2084497705,"0,625% Fresenius SE & Co. KGaA (2026)",Fresenius SE & Co. KGaA,Euro,annually,Fixed,30/11/2026
DE000LB06B80,DE000LB06B80,2% Landesbank Baden-Württemberg (2022),Landesbank Baden-Württemberg,Euro,annually,Fixed,12/1/2022
US023608AF92,US023608AF92,"2,7% Ameren Corp. (2020)",Ameren Corp.,US Dollar,,Fixed,15/11/2020
XS1835626810,XS1835626810,9% CFLD (Cayman) Investment Ltd. (2021),CFLD (Cayman) Investment Ltd.,US Dollar,annually,Fixed,21/06/2021
US949746SA05,US949746SA05,"2,1% Wells Fargo & Co. (2021)",Wells Fargo & Co.,US Dollar,annually,Fixed,26/07/2021
DE000BHY0A23,DE000BHY0A23,1 % IHS Serie 106,Berlin Hyp AG,Euro,annually,Fixed,27/12/2023
XS1900752905,XS1900752905,"1,875% Procter & Gamble Co., The (2038)","Procter & Gamble Co., The",Euro,annually,Fixed,30/10/2038
FR0013245867,FR0013245867,"1,5% Engie S.A. (2028)",Engie S.A.,Euro,,Fixed,27/03/2028
XS1952701982,XS1952701982,"0,492% Volkswagen Financial Services AG (2021)",Volkswagen Financial Services AG,Euro,annually,Fixed,15/02/2021
USU11147AF98,USU11147AF98,"3,865% Brooklyn Union Gas Co., The (2029)","Brooklyn Union Gas Co., The",US Dollar,annually,Fixed,4/3/2029
BE6243179650,BE6243179650,"2,875% Anheuser-Busch InBev S.A./N.V. (2024)",Anheuser-Busch InBev S.A./N.V.,Euro,annually,Fixed,25/09/2024
US031162BG42,,"4,1% Amgen Inc. (2021)",Amgen Inc.,US Dollar,,Fixed,15/06/2021
FR0013449972,FR0013449972,1% Elis S.A. (2025),Elis S.A.,Euro,annually,Fixed,3/4/2025
XS0416848793,XS0416848793,"6,875% Equinor ASA (2031)",Equinor ASA,Britische Pfund,annually,Fixed,11/3/2031
US665859AQ77,US665859AQ77,"4,6% Northern Trust Corp.",Northern Trust Corp.,US Dollar,,Fixed,-
XS2014278944,XS2014278944,"2,375% Berkshire Hathaway Fin. Corp. (2039)",Berkshire Hathaway Fin. Corp.,Britische Pfund,annually,Fixed,19/06/2039
US63254AAS78,US63254AAS78,"2,5% National Australia Bank Ltd. (2026)",National Australia Bank Ltd.,US Dollar,,Fixed,12/7/2026
USN27915AB85,USN27915AB85,"4,875% Deutsche Telekom International Finance B.V. (2042)",Deutsche Telekom International Finance B.V.,US Dollar,,Fixed,6/3/2042
US36962G5J92,US36962G5J92,"4,65% General Electric Co. (2021)",General Electric Co.,US Dollar,annually,Fixed,17/10/2021
USU07265AG34,USU07265AG34,"4,625% Bayer US Finance LLC (2038)",Bayer US Finance LLC,US Dollar,annually,Fixed,25/06/2038
US05252BDC00,US05252BDC00,"2,8157% Australia and New Zealand Banking Group Ltd. (2021)",Australia and New Zealand Banking Group Ltd.,US Dollar,annually,Fixed,17/05/2021
XS2106022754,XS2106022754,"7,75% TURKIYE IS BANKASI A.S (2030)",TURKIYE IS BANKASI A.S,US Dollar,,Fixed,22/01/2030
US172967KG57,US172967KG57,"3,7% Citigroup Inc. (2026)",Citigroup Inc.,US Dollar,,Fixed,12/1/2026
US461070AP91,US461070AP91,"4,1% Interstate Power & Light Co. (2028)",Interstate Power & Light Co.,US Dollar,,Fixed,26/09/2028
XS0995811741,XS0995811741,"2,75% Sabic Capital I BV (2020)",Sabic Capital I BV,Euro,annually,Fixed,20/11/2020
US88579YBM21,US88579YBM21,"2,65% 3M Company (2025)",3M Company,US Dollar,annually,Fixed,15/04/2025
US620076BB42,US620076BB42,"3,75% MOTOROLA INC (2022)",MOTOROLA INC,US Dollar,,Fixed,15/05/2022
XS1858998708,XS1858998708,"2,25% Deutsche Telekom AG (2023)",Deutsche Telekom AG,Norwegische Krone,,Fixed,24/07/2023
DE000LEG1CB5,,"0,5% LEG Immobilien AG (2021)",LEG Immobilien AG,Euro,annually,Fixed,1/7/2021
US05946KAD37,US05946KAD37,3% Banco Bilbao Vizcaya Argentaria S.A. (BBVA) (2020),Banco Bilbao Vizcaya Argentaria S.A. (BBVA),US Dollar,,Fixed,20/10/2020
XS1731823255,XS1731823255,"2,625% Telefónica Europe B.V. (2049)",Telefónica Europe B.V.,Euro,,Fixed,29/12/2049
XS2197348597,XS2197348597,1% Takeda Pharmaceutical Company Ltd. (2029),Takeda Pharmaceutical Company Ltd.,Euro,annually,Fixed,9/7/2029
ES0205045018,ES0205045018,"1,5% CRITERIA CAIXACORP SA (2023)",CRITERIA CAIXACORP SA,Euro,,Fixed,31/05/2023
DE000A2LQJ75,DE000A2LQJ75,"1,125% Deutsche Börse AG (2028)",Deutsche Börse AG,Euro,,Fixed,26/03/2028
FR0012432912,FR0012432912,"1,125% Danone S.A. (2025)",Danone S.A.,Euro,annually,Fixed,14/01/2025
USU04503AD77,USU04503AD77,"4,375% Ashtead Capital Inc. (2027)",Ashtead Capital Inc.,US Dollar,,Fixed,15/08/2027
DE000LB010R8,DE000LB010R8,"1,75% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,,Fixed,13/10/2021
DE000HLB07W4,DE000HLB07W4,2% Landesbank Hessen-Thüringen Girozentrale (2024),Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,2/5/2024
XS2064302735,XS2064302735,"0,875% PepsiCo Inc. (2039)",PepsiCo Inc.,Euro,,Fixed,17/10/2039
US961214EL30,US961214EL30,"2,65% Westpac Banking Corp. (2030)",Westpac Banking Corp.,US Dollar,,Fixed,16/01/2030
US35177PAW77,US35177PAW77,"4,125% Orange S.A. (2021)",Orange S.A.,US Dollar,annually,Fixed,14/09/2021
XS2066744231,XS2066744231,1% Carnival PLC (2029),Carnival PLC,Euro,,Fixed,28/10/2029
US2027A1JQ14,US2027A1JQ14,VAR Commonwealth Bank of Australia (2020),Commonwealth Bank of Australia,US Dollar,annually,Floating Rate Note,18/09/2020
CH0357676169,CH0357676169,"0,375% Pfandbriefzentrale der schweizerischen Kantonalbanken (2026)",Pfandbriefzentrale der schweizerischen Kantonalbanken,Schweizer Franken,,Fixed,7/12/2026
US64110LAX47,US64110LAX47,"6,375% Netflix Inc. (2029)",Netflix Inc.,US Dollar,annually,Fixed,15/05/2029
DE000HLB4TQ3,DE000HLB4TQ3,"1,6% Landesbank Hessen-Thüringen Girozentrale (2027)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,25/11/2027
US912828ZT04,US912828ZT04,"0,25% Vereinigte Staaten von Amerika (2025)",Vereinigte Staaten von Amerika,US Dollar,,Fixed,31/05/2025
IT0005004426,IT0005004426,"2,35% Italien, Republik (2024)","Italien, Republik",Euro,annually,Fixed,15/09/2024
US055451AL29,US055451AL29,"3,25% BHP Billiton Finance  (USA) Ltd. (2021)",BHP Billiton Finance  (USA) Ltd.,US Dollar,annually,Fixed,21/11/2021
US2027A1JZ13,US2027A1JZ13,"3,9% Commonwealth Bank of Australia (2028)",Commonwealth Bank of Australia,US Dollar,,Fixed,16/03/2028
XS1972557737,XS1972557737,"0,5% LG Chem, Ltd. (2023)","LG Chem, Ltd.",Euro,annually,Fixed,15/04/2023
USU05248AC00,USU05248AC00,9% Avantor Inc. (2025),Avantor Inc.,US Dollar,,Fixed,1/10/2025
US95000U2B83,US95000U2B83,"2,625% Wells Fargo & Co. (2022)",Wells Fargo & Co.,US Dollar,annually,Fixed,22/07/2022
XS2014369826,XS2014369826,"2,25% BMW Finance N.V. (2023)",BMW Finance N.V.,Norwegische Krone,annually,Fixed,19/06/2023
XS1637277572,XS1637277572,1% BNP Paribas SA (2024),BNP Paribas SA,Euro,,Fixed,27/06/2024
US46647PAT30,US46647PAT30,"2,9363% JP Morgan Chase & Co. (2022)",JP Morgan Chase & Co.,US Dollar,,Fixed,18/06/2022
USJ4509LBN04,USJ4509LBN04,"3,65% Mitsui Fudosan Co. Ltd. (2027)",Mitsui Fudosan Co. Ltd.,US Dollar,annually,Fixed,20/07/2027
CH0293343395,CH0293343395,"0,08% Banq Cantonale du Valais (2021)",Banq Cantonale du Valais,Schweizer Franken,,Fixed,15/09/2021
US91324PDC32,US91324PDC32,"1,95% UNITEDHEALTH GROUP INC (2020)",UNITEDHEALTH GROUP INC,US Dollar,,Fixed,15/10/2020
US57636QAM69,US57636QAM69,"2,95% Mastercard (2029)",Mastercard,US Dollar,,Fixed,1/6/2029
XS1734066811,XS1734066811,"3,125% PVH Corp. (2027)",PVH Corp.,Euro,annually,Fixed,15/12/2027
DE000HSH5XD7,DE000HSH5XD7,VAR Hamburg Commercial Bank AG (2021),Hamburg Commercial Bank AG,Euro,,Floating Rate Note,21/01/2021
USJ4599LAH53,USJ4599LAH53,"4,353% Mizuho Financial Group Inc (2025)",Mizuho Financial Group Inc,US Dollar,,Fixed,20/10/2025
XS1077631635,XS1077631635,"1,625% Standard Chartered PLC (2021)",Standard Chartered PLC,Euro,,Fixed,13/06/2021
US125581GW24,US125581GW24,"5,25% CIT Group Inc. New (2025)",CIT Group Inc. New,US Dollar,annually,Fixed,7/3/2025
XS1768437300,XS1768437300,"7,5% China Aoyuan Property Gr. Ltd. (2021)",China Aoyuan Property Gr. Ltd.,US Dollar,annually,Fixed,10/5/2021
USG0229BAH62,USG0229BAH62,8% Algeco Scotsman Global Finance PLC (2023),Algeco Scotsman Global Finance PLC,US Dollar,annually,Fixed,15/02/2023
US06739GCR83,US06739GCR83,"1,7% BP Capital Markets PLC (2022)",BP Capital Markets PLC,US Dollar,annually,Fixed,12/5/2022
IT0005057002,IT0005057002,"0,875% Credit Agricole Cariparma SpA (2022)",Credit Agricole Cariparma SpA,Euro,annually,Fixed,30/01/2022
XS1696445516,XS1696445516,"1,75% Ungarn, Republik (2027)","Ungarn, Republik",Euro,,Fixed,10/10/2027
US031162BK53,US031162BK53,"5,15% Amgen Inc. (2041)",Amgen Inc.,US Dollar,annually,Fixed,15/11/2041
XS1224955408,XS1224955408,"1,5% BHP Billiton Finance Ltd. (2030)",BHP Billiton Finance Ltd.,Euro,annually,Fixed,29/04/2030
US00206RHW51,US00206RHW51,"3,8% AT&T Inc. (2027)",AT&T Inc.,US Dollar,annually,Fixed,15/02/2027
XS1882541953,XS1882541953,"8,875% BRACKEN MIDCO1 PLC (2023)",BRACKEN MIDCO1 PLC,Britische Pfund,,Fixed,15/10/2023
USF1R15XK441,USF1R15XK441,"7,625% BNP Paribas SA (2021)",BNP Paribas SA,US Dollar,annually,Fixed,30/03/2021
US574599BJ41,US574599BJ41,"4,45% MASCO CORP (2025)",MASCO CORP,US Dollar,,Fixed,1/4/2025
FR0011896513,FR0011896513,"6,375% Groupama S.A. (2028)",Groupama S.A.,Euro,,Fixed,28/05/2028
FR0013428943,FR0013428943,"0,625% Legrand S.A. (2028)",Legrand S.A.,Euro,annually,Fixed,24/06/2028
US00914AAG76,US00914AAG76,3% Air Lease Corp. (2030),Air Lease Corp.,US Dollar,annually,Fixed,1/2/2030
DE000A19S801,DE000A19S801,"7,25% Hylea Group S.A. (2022)",Hylea Group S.A.,Euro,annually,Fixed,1/12/2022
US501044DK40,US501044DK40,"4,65% Kroger Co., The (2048)","Kroger Co., The",US Dollar,annually,Fixed,15/01/2048
DE000HLB3PR1,DE000HLB3PR1,"0,3% Landesbank Hessen-Thüringen Girozentrale (2023)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,1/3/2023
DE000HLB3DT3,DE000HLB3DT3,"1,2% Landesbank Hessen-Thüringen Girozentrale (2023)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,29/06/2023
DE000A2G9HD6,DE000A2G9HD6,"0,75% Deutsche Genossenschafts-Hypothekenbank AG (2027)",Deutsche Genossenschafts-Hypothekenbank AG,Euro,annually,Fixed,30/06/2027
XS2052320954,XS2052320954,"0,875% Verizon Communications Inc. (2032)",Verizon Communications Inc.,Euro,,Fixed,19/03/2032
USU7501VAB37,USU7501VAB37,"6,875% Radiate Holdco LLC/Finance Inc (2023)",Radiate Holdco LLC/Finance Inc,US Dollar,,Fixed,15/02/2023
US780097AU54,US780097AU54,"7,64% Royal Bank of Scotland Group Plc, The","Royal Bank of Scotland Group Plc, The",US Dollar,annually,Fixed,-
AU3CB0249365,AU3CB0249365,"3,25% Vodafone Group PLC (2022)",Vodafone Group PLC,Australischer Dollar,annually,Fixed,13/12/2022
XS2126093744,XS2126093744,0% Honeywell International Inc. (2024),Honeywell International Inc.,Euro,,Fixed,10/3/2024
US961214EJ83,US961214EJ83,2% Westpac Banking Corp. (2023),Westpac Banking Corp.,US Dollar,,Fixed,13/01/2023
US86562MAG50,US86562MAG50,"1,767% Sumitomo Mitsui Financ. Group (2021)",Sumitomo Mitsui Financ. Group,US Dollar,,Fixed,14/07/2021
FR0013505112,FR0013505112,"1,5% Sanofi S.A. (2030)",Sanofi S.A.,Euro,annually,Fixed,1/4/2030
XS1952146972,XS1952146972,"3,593% Green King Finance Plc (2035)",Green King Finance Plc,Britische Pfund,annually,Fixed,15/03/2035
DE000HLB3QL2,DE000HLB3QL2,"0,45% Landesbank Hessen-Thüringen Girozentrale (2047)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,13/04/2047
IT0005246407,IT0005246407,"1,125% Credit Agricole Cariparma SpA (2025)",Credit Agricole Cariparma SpA,Euro,annually,Fixed,21/03/2025
US902133AU19,US902133AU19,"3,125% Tyco Electronics Group S.A (2027)",Tyco Electronics Group S.A,US Dollar,annually,Fixed,1/8/2027
XS1748436190,XS1748436190,"0,5% Westpac Banking Corp. (2025)",Westpac Banking Corp.,Euro,annually,Fixed,16/01/2025
USU98737AB20,USU98737AB20,"4,5% ZF North America Capital Inc. (2022)",ZF North America Capital Inc.,US Dollar,,Fixed,29/04/2022
DE000BLB3XQ3,DE000BLB3XQ3,VAR Bayerische Landesbank (2026),Bayerische Landesbank,Euro,,Floating Rate Note,2/3/2026
USU31436AG04,USU31436AG04,"4,25% Fresenius US Finance II Inc. (2021)",Fresenius US Finance II Inc.,US Dollar,annually,Fixed,1/2/2021
AU0000XQLQX4,AU0000XQLQX4,"4,25% Queensland Treasury Corp. (2023)",Queensland Treasury Corp.,Australischer Dollar,annually,Fixed,21/07/2023
US609207AM78,US609207AM78,"4,125% Mondelez International Inc (2028)",Mondelez International Inc,US Dollar,annually,Fixed,7/5/2028
XS1527192485,XS1527192485,"1,375% Heineken N.V. (2027)",Heineken N.V.,Euro,,Fixed,29/01/2027
DE000LB06GF3,DE000LB06GF3,"1,5% Landesbank Baden-Württemberg (2024)",Landesbank Baden-Württemberg,Euro,annually,Fixed,12/1/2024
US009158AZ91,US009158AZ91,"2,7% Air Products & Chemicals Inc. (2040)",Air Products & Chemicals Inc.,US Dollar,annually,Fixed,15/05/2040
DE000LB06D39,DE000LB06D39,VAR Landesbank Baden-Württemberg (2022),Landesbank Baden-Württemberg,Euro,,Floating Rate Note,23/03/2022
DE0001102358,DE0001102358,"1,5% Bundesanleihe von 2014/24",Bundesrepublik Deutschland,Euro,annually,Fixed,15/05/2024
US49456BAG68,US49456BAG68,"5,3% Kinder Morgan Energy Partners L.P. (2034)",Kinder Morgan Energy Partners L.P.,US Dollar,,Fixed,1/12/2034
DE000HSH5ZK7,DE000HSH5ZK7,1% Hamburg Commercial Bank AG (2023),Hamburg Commercial Bank AG,Euro,,Fixed,4/8/2023
USD2035MYV82,USD2035MYV82,"3,625% Deutsche Telekom AG (2050)",Deutsche Telekom AG,US Dollar,,Fixed,21/01/2050
US92857WBN92,US92857WBN92,VAR Vodafone Group PLC (2024),Vodafone Group PLC,US Dollar,annually,Floating Rate Note,16/01/2024
US20826FAD87,US20826FAD87,"3,35% ConocoPhillips Company (2024)",ConocoPhillips Company,US Dollar,annually,Fixed,15/11/2024
XS1493836461,XS1493836461,"4,25% Ziggo Secured Finance B.V. (2027)",Ziggo Secured Finance B.V.,Euro,,Fixed,15/01/2027
DE000HLB1FE4,DE000HLB1FE4,"1,65% Landesbank Hessen-Thüringen Girozentrale (2024)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,30/07/2024
AT0000A0VLL0,AT0000A0VLL0,2% Erste Group Bank AG (2020),Erste Group Bank AG,Euro,annually,Fixed,18/07/2020
US87927VAF58,US87927VAF58,"6,375% Telecom Italia Capital S.A. (2033)",Telecom Italia Capital S.A.,US Dollar,annually,Fixed,15/11/2033
XS1196503137,XS1196503137,"1,8% Priceline Group Inc., The (2027)","Priceline Group Inc., The",Euro,,Fixed,3/3/2027
USU5009LBC38,USU5009LBC38,"5,5% Kraft Heinz Co., The (2050)","Kraft Heinz Co., The",US Dollar,annually,Fixed,1/6/2050
XS1991265395,XS1991265395,"1,381% Bank of America N.A. (2030)",Bank of America N.A.,Euro,annually,Fixed,9/5/2030
XS1592881020,XS1592881020,"0,375% Bank of Nova Scotia (2022)",Bank of Nova Scotia,Euro,,Fixed,6/4/2022
US30231GBB77,US30231GBB77,"1,902% Exxon Mobil (2022)",Exxon Mobil,US Dollar,annually,Fixed,16/08/2022
XS1501561739,XS1501561739,"3,45% RZD Capital PLC (2020)",RZD Capital PLC,US Dollar,,Fixed,6/10/2020
US822582AX04,US822582AX04,"3,4% Shell International Finance BV (2023)",Shell International Finance BV,US Dollar,annually,Fixed,12/8/2023
US88167AAC53,US88167AAC53,"2,2% Teva Pharmaceutical Fin.Co. BV (2021)",Teva Pharmaceutical Fin.Co. BV,US Dollar,,Fixed,21/07/2021
FR0013506292,FR0013506292,"1,25% Orange S.A. (2027)",Orange S.A.,Euro,annually,Fixed,7/7/2027
US84756NAG43,US84756NAG43,"4,5% Spectra Energy Partners L.P. (2045)",Spectra Energy Partners L.P.,US Dollar,,Fixed,15/03/2045
FR0013419736,FR0013419736,1% Carrefour S.A. (2027),Carrefour S.A.,Euro,annually,Fixed,17/05/2027
XS1808482746,XS1808482746,"1,125% Hannover Rück SE (2028)",Hannover Rück SE,Euro,annually,Fixed,18/04/2028
XS2001732101,XS2001732101,"3,75% Huarong Finance Co. Ltd. (2024)",Huarong Finance Co. Ltd.,US Dollar,annually,Fixed,29/05/2024
US254687CZ75,US254687CZ75,"3,7% Walt Disney Company, The (2024)","Walt Disney Company, The",US Dollar,,Fixed,15/09/2024
USU09513HF91,USU09513HF91,"3,1% BMW US Capital LLC (2021)",BMW US Capital LLC,US Dollar,annually,Fixed,12/4/2021
US58013MFP41,US58013MFP41,"3,5% McDonald's Corp. (2027)",McDonald's Corp.,US Dollar,annually,Fixed,1/7/2027
DE000LB06GK3,DE000LB06GK3,VAR Landesbank Baden-Württemberg (2021),Landesbank Baden-Württemberg,Euro,,Floating Rate Note,12/1/2021
XS1815380313,XS1815380313,"3,25% Tokyo, The Metropolis of (2023)","Tokyo, The Metropolis of",US Dollar,annually,Fixed,1/6/2023
DE000HLB4C73,DE000HLB4C73,"1,5% Landesbank Hessen-Thüringen Girozentrale (2032)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,23/02/2032
XS1224953882,XS1224953882,"4,875% Eurofins Scientific S.E.",Eurofins Scientific S.E.,Euro,annually,Fixed,-
US912810SB52,US912810SB52,STUFZ Vereinigte Staaten von Amerika (2048),Vereinigte Staaten von Amerika,US Dollar,annually,Stufenzins,15/02/2048
XS1622193248,XS1622193248,"0,25% Coöperatieve Rabobank U.A. (2024)",Coöperatieve Rabobank U.A.,Euro,annually,Fixed,31/05/2024
XS1286029506,XS1286029506,"2,75% Development Bank of Japan (2025)",Development Bank of Japan,US Dollar,,Fixed,16/09/2025
DE000A0DEN75,DE000A0DEN75,VAR Deutsche Postbank Funding Trust I,Deutsche Postbank Funding Trust I,Euro,,Floating Rate Note,-
USJ04306AC05,USJ04306AC05,"2,75% BK TOKYO-MITSUB UFJ NY (2020)",BK TOKYO-MITSUB UFJ NY,US Dollar,,Fixed,14/09/2020
XS0858585051,XS0858585051,"3,625% Standard Chartered PLC (2022)",Standard Chartered PLC,Euro,annually,Fixed,23/11/2022
XS2018638648,XS2018638648,VAR PIRAEUS GROUP FINANCE (2029),PIRAEUS GROUP FINANCE,Euro,,Floating Rate Note,26/06/2029
DE000LB0WU65,DE000LB0WU65,"2,5% Landesbank Baden-Württemberg (2024)",Landesbank Baden-Württemberg,Euro,annually,Fixed,12/4/2024
CA46152HAE14,CA46152HAE14,7% IGM Financial Inc. (2032),IGM Financial Inc.,Kanadischer Dollar,,Fixed,31/12/2032
DE000A1X28J2,DE000A1X28J2,"0,60 % IHS Serie 136",Investitionsbank Berlin,Euro,annually,Fixed,22/09/2020
US756109AQ72,US756109AQ72,"3,875% REALTY INCOME CORP (2024)",REALTY INCOME CORP,US Dollar,,Fixed,15/07/2024
XS0931961121,XS0931961121,0% Deutsche Bank AG (2043),Deutsche Bank AG,Mexikanischer Peso,annually,Fixed,15/05/2043
DE000HSH6K40,DE000HSH6K40,"0,71% Hamburg Commercial Bank AG (2021)",Hamburg Commercial Bank AG,Euro,annually,Fixed,27/05/2021
XS1429027375,XS1429027375,"0,75% Thales (2023)",Thales,Euro,,Fixed,7/6/2023
AU3CB0185957,AU3CB0185957,"5,375% Kommuninvest i Sverige AB (2021)",Kommuninvest i Sverige AB,Australischer Dollar,annually,Fixed,18/11/2021
DE000LB0Q9L9,DE000LB0Q9L9,"0,5306% Landesbank Baden-Württemberg (2023)",Landesbank Baden-Württemberg,Euro,annually,Fixed,20/02/2023
XS1713475215,XS1713475215,"1,375% TLG IMMOBILIEN AG (2024)",TLG IMMOBILIEN AG,Euro,,Fixed,27/11/2024
US345397YR84,US345397YR84,VAR Ford Motor Credit Co. LLC (2020),Ford Motor Credit Co. LLC,US Dollar,annually,Floating Rate Note,2/11/2020
XS1554373164,XS1554373164,"0,875% Fresenius Finance Ireland PLC (2022)",Fresenius Finance Ireland PLC,Euro,,Fixed,31/01/2022
USU09513HC60,USU09513HC60,"3,3% BMW US Capital LLC (2027)",BMW US Capital LLC,US Dollar,,Fixed,6/4/2027
US589331AD98,US589331AD98,"6,4% Merck & Co. Inc. (2028)",Merck & Co. Inc.,US Dollar,annually,Fixed,1/3/2028
XS1318363766,XS1318363766,"4,875% Mazedonien, Republik (2020)","Mazedonien, Republik",Euro,,Fixed,1/12/2020
DE000A2LQK64,DE000A2LQK64,var. %  IHS Serie 202,Investitionsbank Berlin,Euro,quarterly,Floating Rate Note,9/8/2021
DE000HLB4B58,DE000HLB4B58,"0,25% Landesbank Hessen-Thüringen Girozentrale (2021)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,14/12/2021
US85771PAF99,US85771PAF99,"3,15% Equinor ASA (2022)",Equinor ASA,US Dollar,annually,Fixed,23/01/2022
US26885BAD29,US26885BAD29,"4,75% EQT Midstream Partners L.P. (2023)",EQT Midstream Partners L.P.,US Dollar,annually,Fixed,15/07/2023
XS0972058175,XS0972058175,"3,75% Otto GmbH & Co. KG (2020)",Otto GmbH & Co. KG,Euro,annually,Fixed,17/09/2020
US015271AR09,US015271AR09,"3,375% Alexandria Real Estate Equities Inc. (2031)",Alexandria Real Estate Equities Inc.,US Dollar,annually,Fixed,15/08/2031
USC0455LAA82,USC0455LAA82,"9,875% Athabasca Oil Corp. (2022)",Athabasca Oil Corp.,US Dollar,annually,Fixed,24/02/2022
DE000A1H3F87,DE000A1H3F87,3% Solar8Energy (2021),Solar8Energy,Euro,annually,Fixed,7/4/2021
US207597EL50,US207597EL50,4% CONNECTICUT LIGHT & PWR (2048),CONNECTICUT LIGHT & PWR,US Dollar,,Fixed,1/4/2048
US20030NDA63,US20030NDA63,"2,65% COMCAST CORP. (2030)",COMCAST CORP.,US Dollar,annually,Fixed,1/2/2030
US06051GFH74,US06051GFH74,"4,2% Bank of America Corp. (2024)",Bank of America Corp.,US Dollar,annually,Fixed,26/08/2024
DE000A2TR6M3,DE000A2TR6M3,"0,01 % Landesschatzanweisung von 2020/27","Brandenburg, Land",Euro,annually,Fixed,27/04/2027
XS1233732194,XS1233732194,"1,125% Michelin Luxembourg SCS (2022)",Michelin Luxembourg SCS,Euro,annually,Fixed,28/05/2022
US780641AH94,US780641AH94,"8,375% Koninklijke KPN N.V. (2030)",Koninklijke KPN N.V.,US Dollar,annually,Fixed,1/10/2030
XS0979391363,XS0979391363,0% Coöperatieve Rabobank U.A. (2043),Coöperatieve Rabobank U.A.,S&uuml;dafrikanischer Rand,annually,Fixed,30/10/2043
XS2072829794,XS2072829794,"3,625% Netflix Inc. (2030)",Netflix Inc.,Euro,annually,Fixed,15/06/2030
US126650CV07,US126650CV07,"3,7% CVS Health Corp. (2023)",CVS Health Corp.,US Dollar,annually,Fixed,9/3/2023
XS1175865028,,"0,25% Canadian Imperial Bk of Comm. (2020)",Canadian Imperial Bk of Comm.,Euro,annually,Fixed,31/12/2020
FR0013449998,FR0013449998,"1,625% Elis S.A. (2028)",Elis S.A.,Euro,annually,Fixed,3/4/2028
XS2115190295,XS2115190295,2% Q-Park Holding I B.V. (2026),Q-Park Holding I B.V.,Euro,annually,Fixed,1/3/2026
XS1709538356,XS1709538356,"1,875% Schweden, Königreich (2020)","Schweden, Königreich",US Dollar,,Fixed,2/11/2020
US532716AK37,US532716AK37,"6,95% L Brands Inc. (2033)",L Brands Inc.,US Dollar,annually,Fixed,1/3/2033
XS2198580271,XS2198580271,"0,75% Wolters Kluwer N.V. (2030)",Wolters Kluwer N.V.,Euro,,Fixed,3/7/2030
